------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.7.2 port 5001 connected with 192.168.2.2 port 40180
[  2] local 192.168.7.2 port 5001 connected with 192.168.4.2 port 60222
[  3] local 192.168.7.2 port 5001 connected with 192.168.6.2 port 57312
[  4] local 192.168.7.2 port 5001 connected with 192.168.10.2 port 50418
[  5] local 192.168.7.2 port 5001 connected with 192.168.8.2 port 39528
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  5.58 MBytes  46.8 Mbits/sec
[  3] 0.0000-1.0000 sec  5.81 MBytes  48.7 Mbits/sec
[  5] 0.0000-1.0000 sec  5.42 MBytes  45.5 Mbits/sec
[  2] 0.0000-1.0000 sec  1.66 MBytes  13.9 Mbits/sec
[  4] 0.0000-1.0000 sec  5.93 MBytes  49.7 Mbits/sec
[  1] 1.0000-2.0000 sec  5.55 MBytes  46.6 Mbits/sec
[  3] 1.0000-2.0000 sec  5.81 MBytes  48.7 Mbits/sec
[  5] 1.0000-2.0000 sec  4.66 MBytes  39.1 Mbits/sec
[  2] 1.0000-2.0000 sec   686 KBytes  5.62 Mbits/sec
[  4] 1.0000-2.0000 sec  6.65 MBytes  55.8 Mbits/sec
[  1] 2.0000-3.0000 sec  5.56 MBytes  46.6 Mbits/sec
[  5] 2.0000-3.0000 sec  3.93 MBytes  32.9 Mbits/sec
[  3] 2.0000-3.0000 sec  5.86 MBytes  49.1 Mbits/sec
[  4] 2.0000-3.0000 sec  7.38 MBytes  61.9 Mbits/sec
[  2] 2.0000-3.0000 sec   506 KBytes  4.15 Mbits/sec
[  1] 3.0000-4.0000 sec  5.83 MBytes  48.9 Mbits/sec
[  3] 3.0000-4.0000 sec  5.47 MBytes  45.9 Mbits/sec
[  4] 3.0000-4.0000 sec  6.91 MBytes  57.9 Mbits/sec
[  5] 3.0000-4.0000 sec  4.06 MBytes  34.1 Mbits/sec
[  2] 3.0000-4.0000 sec   428 KBytes  3.51 Mbits/sec
[  1] 4.0000-5.0000 sec  5.24 MBytes  43.9 Mbits/sec
[  2] 4.0000-5.0000 sec   404 KBytes  3.31 Mbits/sec
[  3] 4.0000-5.0000 sec  6.08 MBytes  51.0 Mbits/sec
[  4] 4.0000-5.0000 sec  6.68 MBytes  56.1 Mbits/sec
[  5] 4.0000-5.0000 sec  4.34 MBytes  36.4 Mbits/sec
[  3] 5.0000-6.0000 sec  5.51 MBytes  46.2 Mbits/sec
[  5] 5.0000-6.0000 sec  4.39 MBytes  36.8 Mbits/sec
[  2] 5.0000-6.0000 sec   509 KBytes  4.17 Mbits/sec
[  4] 5.0000-6.0000 sec  6.64 MBytes  55.7 Mbits/sec
[  1] 5.0000-6.0000 sec  5.94 MBytes  49.8 Mbits/sec
[  3] 6.0000-7.0000 sec  5.99 MBytes  50.2 Mbits/sec
[  5] 6.0000-7.0000 sec  4.36 MBytes  36.6 Mbits/sec
[  4] 6.0000-7.0000 sec  6.56 MBytes  55.0 Mbits/sec
[  1] 6.0000-7.0000 sec  5.41 MBytes  45.4 Mbits/sec
[  2] 6.0000-7.0000 sec   617 KBytes  5.05 Mbits/sec
[  1] 7.0000-8.0000 sec  5.97 MBytes  50.1 Mbits/sec
[  2] 7.0000-8.0000 sec   960 KBytes  7.87 Mbits/sec
[  3] 7.0000-8.0000 sec  5.34 MBytes  44.8 Mbits/sec
[  4] 7.0000-8.0000 sec  6.83 MBytes  57.3 Mbits/sec
[  5] 7.0000-8.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  3] 8.0000-9.0000 sec  6.35 MBytes  53.3 Mbits/sec
[  4] 8.0000-9.0000 sec  6.99 MBytes  58.6 Mbits/sec
[  5] 8.0000-9.0000 sec  4.35 MBytes  36.5 Mbits/sec
[  2] 8.0000-9.0000 sec  1.40 MBytes  11.7 Mbits/sec
[  1] 8.0000-9.0000 sec  5.01 MBytes  42.0 Mbits/sec
[  1] 9.0000-10.0000 sec  5.43 MBytes  45.5 Mbits/sec
[  2] 9.0000-10.0000 sec  1.41 MBytes  11.9 Mbits/sec
[  3] 9.0000-10.0000 sec  5.90 MBytes  49.5 Mbits/sec
[  4] 9.0000-10.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  5] 9.0000-10.0000 sec  4.28 MBytes  35.9 Mbits/sec
[  4] 10.0000-10.3895 sec  2.31 MBytes  49.8 Mbits/sec
[  4] 0.0000-10.3895 sec  69.9 MBytes  56.4 Mbits/sec
[  5] 10.0000-10.5457 sec  3.93 MBytes  60.5 Mbits/sec
[  5] 0.0000-10.5457 sec  48.1 MBytes  38.3 Mbits/sec
[  2] 10.0000-10.5737 sec  1.59 MBytes  23.3 Mbits/sec
[  2] 0.0000-10.5737 sec  10.1 MBytes  8.00 Mbits/sec
[  1] 10.0000-11.0000 sec  5.33 MBytes  44.7 Mbits/sec
[  3] 10.0000-11.0000 sec  6.08 MBytes  51.0 Mbits/sec
[  1] 11.0000-12.0000 sec  4.98 MBytes  41.8 Mbits/sec
[  1] 0.0000-12.2328 sec  67.9 MBytes  46.6 Mbits/sec
[  3] 11.0000-12.0000 sec  6.20 MBytes  52.0 Mbits/sec
[  3] 0.0000-12.2279 sec  71.1 MBytes  48.8 Mbits/sec
