------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.1.2 port 5001 connected with 192.168.3.2 port 39084
[  2] local 192.168.1.2 port 5001 connected with 192.168.5.2 port 41694
[  3] local 192.168.1.2 port 5001 connected with 192.168.7.2 port 43346
[  4] local 192.168.1.2 port 5001 connected with 192.168.6.2 port 52970
[  5] local 192.168.1.2 port 5001 connected with 192.168.9.2 port 57082
[  6] local 192.168.1.2 port 5001 connected with 192.168.8.2 port 36870
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  7.17 MBytes  60.1 Mbits/sec
[  2] 0.0000-1.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  3] 0.0000-1.0000 sec  7.13 MBytes  59.8 Mbits/sec
[  4] 0.0000-1.0000 sec  6.34 MBytes  53.2 Mbits/sec
[  5] 0.0000-1.0000 sec  6.79 MBytes  57.0 Mbits/sec
[  6] 0.0000-1.0000 sec   662 KBytes  5.42 Mbits/sec
[  1] 1.0000-2.0000 sec  7.58 MBytes  63.6 Mbits/sec
[  2] 1.0000-2.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  3] 1.0000-2.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  4] 1.0000-2.0000 sec  7.68 MBytes  64.4 Mbits/sec
[  5] 1.0000-2.0000 sec  6.75 MBytes  56.6 Mbits/sec
[  6] 1.0000-2.0000 sec   622 KBytes  5.10 Mbits/sec
[  1] 2.0000-3.0000 sec  7.87 MBytes  66.0 Mbits/sec
[  2] 2.0000-3.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  3] 2.0000-3.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  4] 2.0000-3.0000 sec  6.36 MBytes  53.3 Mbits/sec
[  5] 2.0000-3.0000 sec  6.75 MBytes  56.6 Mbits/sec
[  6] 2.0000-3.0000 sec   615 KBytes  5.04 Mbits/sec
[  2] 3.0000-4.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  3] 3.0000-4.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  4] 3.0000-4.0000 sec  6.27 MBytes  52.6 Mbits/sec
[  5] 3.0000-4.0000 sec  6.77 MBytes  56.8 Mbits/sec
[  6] 3.0000-4.0000 sec   553 KBytes  4.53 Mbits/sec
[  1] 3.0000-4.0000 sec  7.53 MBytes  63.2 Mbits/sec
[  1] 4.0000-5.0000 sec  8.05 MBytes  67.5 Mbits/sec
[  2] 4.0000-5.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  3] 4.0000-5.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  4] 4.0000-5.0000 sec  6.21 MBytes  52.1 Mbits/sec
