------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.1.2 port 5001 connected with 192.168.2.2 port 53640
[  2] local 192.168.1.2 port 5001 connected with 192.168.3.2 port 50472
[  3] local 192.168.1.2 port 5001 connected with 192.168.7.2 port 48054
[  4] local 192.168.1.2 port 5001 connected with 192.168.6.2 port 52744
[  5] local 192.168.1.2 port 5001 connected with 192.168.8.2 port 49744
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  2.39 MBytes  20.0 Mbits/sec
[  1] 0.0000-1.0000 sec  1.09 MBytes  9.16 Mbits/sec
[  4] 0.0000-1.0000 sec   877 KBytes  7.18 Mbits/sec
[  5] 0.0000-1.0000 sec  1.95 MBytes  16.3 Mbits/sec
[  3] 0.0000-1.0000 sec  1.07 MBytes  9.01 Mbits/sec
[  2] 1.0000-2.0000 sec  1.95 MBytes  16.3 Mbits/sec
[  3] 1.0000-2.0000 sec  1.06 MBytes  8.88 Mbits/sec
[  4] 1.0000-2.0000 sec   737 KBytes  6.04 Mbits/sec
[  5] 1.0000-2.0000 sec  1.88 MBytes  15.7 Mbits/sec
[  1] 1.0000-2.0000 sec  1.05 MBytes  8.80 Mbits/sec
[  2] 2.0000-3.0000 sec  1.70 MBytes  14.3 Mbits/sec
[  1] 2.0000-3.0000 sec   897 KBytes  7.34 Mbits/sec
[  4] 2.0000-3.0000 sec   663 KBytes  5.43 Mbits/sec
[  3] 2.0000-3.0000 sec  1.32 MBytes  11.1 Mbits/sec
[  5] 2.0000-3.0000 sec  1.43 MBytes  12.0 Mbits/sec
[  2] 3.0000-4.0000 sec  1.51 MBytes  12.7 Mbits/sec
[  3] 3.0000-4.0000 sec  1.44 MBytes  12.1 Mbits/sec
[  1] 3.0000-4.0000 sec   799 KBytes  6.54 Mbits/sec
[  4] 3.0000-4.0000 sec   573 KBytes  4.69 Mbits/sec
[  5] 3.0000-4.0000 sec  1.26 MBytes  10.5 Mbits/sec
[  2] 4.0000-5.0000 sec  1.31 MBytes  11.0 Mbits/sec
[  1] 4.0000-5.0000 sec   778 KBytes  6.37 Mbits/sec
[  3] 4.0000-5.0000 sec  1.61 MBytes  13.5 Mbits/sec
[  4] 4.0000-5.0000 sec   578 KBytes  4.74 Mbits/sec
[  5] 4.0000-5.0000 sec  1.06 MBytes  8.86 Mbits/sec
[  3] 5.0000-6.0000 sec  1.68 MBytes  14.1 Mbits/sec
[  1] 5.0000-6.0000 sec   778 KBytes  6.37 Mbits/sec
[  2] 5.0000-6.0000 sec  1004 KBytes  8.22 Mbits/sec
[  4] 5.0000-6.0000 sec   764 KBytes  6.26 Mbits/sec
[  5] 5.0000-6.0000 sec   986 KBytes  8.07 Mbits/sec
[  1] 6.0000-7.0000 sec   591 KBytes  4.84 Mbits/sec
[  2] 6.0000-7.0000 sec   921 KBytes  7.54 Mbits/sec
[  3] 6.0000-7.0000 sec  1.70 MBytes  14.2 Mbits/sec
[  4] 6.0000-7.0000 sec   830 KBytes  6.80 Mbits/sec
[  5] 6.0000-7.0000 sec  1.06 MBytes  8.91 Mbits/sec
[  2] 7.0000-8.0000 sec  1.02 MBytes  8.53 Mbits/sec
[  3] 7.0000-8.0000 sec  1.58 MBytes  13.2 Mbits/sec
[  4] 7.0000-8.0000 sec   939 KBytes  7.69 Mbits/sec
[  5] 7.0000-8.0000 sec  1.14 MBytes  9.60 Mbits/sec
[  1] 7.0000-8.0000 sec   689 KBytes  5.64 Mbits/sec
[  2] 8.0000-9.0000 sec  1.16 MBytes  9.74 Mbits/sec
[  1] 8.0000-9.0000 sec   836 KBytes  6.85 Mbits/sec
[  3] 8.0000-9.0000 sec  1.48 MBytes  12.4 Mbits/sec
[  5] 8.0000-9.0000 sec  1.19 MBytes  10.0 Mbits/sec
[  4] 8.0000-9.0000 sec   979 KBytes  8.02 Mbits/sec
[  2] 9.0000-10.0000 sec  1.56 MBytes  13.1 Mbits/sec
[  3] 9.0000-10.0000 sec  1.36 MBytes  11.4 Mbits/sec
[  5] 9.0000-10.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  1] 9.0000-10.0000 sec  1014 KBytes  8.31 Mbits/sec
[  4] 9.0000-10.0000 sec   905 KBytes  7.41 Mbits/sec
[  3] 10.0000-10.5570 sec   712 KBytes  10.5 Mbits/sec
[  3] 0.0000-10.5570 sec  15.0 MBytes  11.9 Mbits/sec
[  2] 10.0000-10.6864 sec  1.14 MBytes  13.9 Mbits/sec
[  2] 0.0000-10.6864 sec  15.6 MBytes  12.3 Mbits/sec
[  1] 10.0000-11.0000 sec   631 KBytes  5.17 Mbits/sec
[  4] 10.0000-11.0000 sec  1.18 MBytes  9.90 Mbits/sec
[  5] 10.0000-11.0000 sec  1.44 MBytes  12.1 Mbits/sec
[  5] 11.0000-11.6985 sec  1.07 MBytes  12.9 Mbits/sec
[  5] 0.0000-11.6985 sec  15.7 MBytes  11.2 Mbits/sec
[  1] 11.0000-11.7720 sec  1.81 MBytes  19.7 Mbits/sec
[  1] 0.0000-11.7720 sec  10.8 MBytes  7.69 Mbits/sec
[  4] 11.0000-11.7787 sec  1.15 MBytes  12.4 Mbits/sec
[  4] 0.0000-11.7787 sec  9.99 MBytes  7.11 Mbits/sec
