------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.3.2 port 5001 connected with 192.168.1.2 port 45470
[  2] local 192.168.3.2 port 5001 connected with 192.168.2.2 port 41720
[  3] local 192.168.3.2 port 5001 connected with 192.168.4.2 port 35994
[  4] local 192.168.3.2 port 5001 connected with 192.168.5.2 port 51500
[  5] local 192.168.3.2 port 5001 connected with 192.168.7.2 port 39680
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  1.80 MBytes  15.1 Mbits/sec
[  3] 0.0000-1.0000 sec  1.49 MBytes  12.5 Mbits/sec
[  1] 0.0000-1.0000 sec  1.06 MBytes  8.93 Mbits/sec
[  4] 0.0000-1.0000 sec  1.10 MBytes  9.21 Mbits/sec
[  5] 0.0000-1.0000 sec   311 KBytes  2.55 Mbits/sec
[  2] 1.0000-2.0000 sec  1.94 MBytes  16.3 Mbits/sec
[  1] 1.0000-2.0000 sec   810 KBytes  6.64 Mbits/sec
[  4] 1.0000-2.0000 sec   819 KBytes  6.71 Mbits/sec
[  3] 1.0000-2.0000 sec  1.65 MBytes  13.8 Mbits/sec
[  5] 1.0000-2.0000 sec   272 KBytes  2.22 Mbits/sec
[  2] 2.0000-3.0000 sec  2.03 MBytes  17.0 Mbits/sec
[  3] 2.0000-3.0000 sec  1.63 MBytes  13.6 Mbits/sec
[  4] 2.0000-3.0000 sec   666 KBytes  5.46 Mbits/sec
[  1] 2.0000-3.0000 sec   638 KBytes  5.22 Mbits/sec
[  5] 2.0000-3.0000 sec   255 KBytes  2.09 Mbits/sec
[  1] 3.0000-4.0000 sec   518 KBytes  4.24 Mbits/sec
[  2] 3.0000-4.0000 sec  2.23 MBytes  18.7 Mbits/sec
[  3] 3.0000-4.0000 sec  1.20 MBytes  10.1 Mbits/sec
[  4] 3.0000-4.0000 sec   573 KBytes  4.69 Mbits/sec
[  5] 3.0000-4.0000 sec   276 KBytes  2.26 Mbits/sec
[  2] 4.0000-5.0000 sec  2.32 MBytes  19.5 Mbits/sec
[  1] 4.0000-5.0000 sec   406 KBytes  3.32 Mbits/sec
[  3] 4.0000-5.0000 sec  1.38 MBytes  11.6 Mbits/sec
[  4] 4.0000-5.0000 sec   532 KBytes  4.36 Mbits/sec
[  5] 4.0000-5.0000 sec   297 KBytes  2.43 Mbits/sec
[  2] 5.0000-6.0000 sec  4.02 MBytes  33.7 Mbits/sec
[  1] 5.0000-6.0000 sec   673 KBytes  5.51 Mbits/sec
[  3] 5.0000-6.0000 sec  2.86 MBytes  24.0 Mbits/sec
[  4] 5.0000-6.0000 sec   526 KBytes  4.31 Mbits/sec
[  5] 5.0000-6.0000 sec   708 KBytes  5.80 Mbits/sec
[  2] 6.0000-7.0000 sec  5.47 MBytes  45.9 Mbits/sec
[  3] 6.0000-7.0000 sec  3.63 MBytes  30.5 Mbits/sec
[  5] 6.0000-7.0000 sec  1012 KBytes  8.29 Mbits/sec
[  4] 6.0000-7.0000 sec   503 KBytes  4.12 Mbits/sec
[  1] 6.0000-7.0000 sec   788 KBytes  6.45 Mbits/sec
[  1] 7.0000-8.0000 sec   395 KBytes  3.23 Mbits/sec
[  2] 7.0000-8.0000 sec  4.62 MBytes  38.7 Mbits/sec
[  3] 7.0000-8.0000 sec  2.50 MBytes  21.0 Mbits/sec
[  5] 7.0000-8.0000 sec   980 KBytes  8.03 Mbits/sec
[  4] 7.0000-8.0000 sec   320 KBytes  2.62 Mbits/sec
[  2] 8.0000-9.0000 sec  4.54 MBytes  38.1 Mbits/sec
[  1] 8.0000-9.0000 sec   826 KBytes  6.77 Mbits/sec
[  3] 8.0000-9.0000 sec  4.10 MBytes  34.4 Mbits/sec
[  4] 8.0000-9.0000 sec   639 KBytes  5.24 Mbits/sec
[  5] 8.0000-9.0000 sec  1.02 MBytes  8.58 Mbits/sec
[  2] 9.0000-10.0000 sec  3.83 MBytes  32.1 Mbits/sec
[  3] 9.0000-10.0000 sec  3.07 MBytes  25.8 Mbits/sec
[  1] 9.0000-10.0000 sec   611 KBytes  5.00 Mbits/sec
[  5] 9.0000-10.0000 sec  1.20 MBytes  10.0 Mbits/sec
[  4] 9.0000-10.0000 sec   280 KBytes  2.29 Mbits/sec
[  5] 10.0000-10.4581 sec   847 KBytes  15.1 Mbits/sec
[  5] 0.0000-10.4581 sec  7.06 MBytes  5.66 Mbits/sec
[  2] 10.0000-11.0000 sec  5.40 MBytes  45.3 Mbits/sec
[  1] 10.0000-11.0000 sec   759 KBytes  6.22 Mbits/sec
[  2] 0.0000-11.0073 sec  38.3 MBytes  29.2 Mbits/sec
[  3] 10.0000-11.0000 sec  3.50 MBytes  29.4 Mbits/sec
[  4] 10.0000-11.0000 sec   532 KBytes  4.36 Mbits/sec
[  3] 11.0000-11.2687 sec   980 KBytes  29.9 Mbits/sec
[  3] 0.0000-11.2687 sec  28.0 MBytes  20.8 Mbits/sec
[  1] 11.0000-11.3590 sec   450 KBytes  10.3 Mbits/sec
[  1] 0.0000-11.3590 sec  7.78 MBytes  5.74 Mbits/sec
[  4] 11.0000-11.7276 sec   981 KBytes  11.0 Mbits/sec
[  4] 0.0000-11.7276 sec  7.32 MBytes  5.24 Mbits/sec
