------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.9.2 port 5001 connected with 192.168.2.2 port 40114
[  2] local 192.168.9.2 port 5001 connected with 192.168.4.2 port 54648
[  3] local 192.168.9.2 port 5001 connected with 192.168.1.2 port 44192
[  4] local 192.168.9.2 port 5001 connected with 192.168.6.2 port 47178
[  5] local 192.168.9.2 port 5001 connected with 192.168.5.2 port 44578
[  6] local 192.168.9.2 port 5001 connected with 192.168.7.2 port 49144
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  1.37 MBytes  11.5 Mbits/sec
[  2] 0.0000-1.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  4] 0.0000-1.0000 sec  2.45 MBytes  20.5 Mbits/sec
[  5] 0.0000-1.0000 sec   874 KBytes  7.16 Mbits/sec
[  6] 0.0000-1.0000 sec  5.57 MBytes  46.8 Mbits/sec
[  3] 0.0000-1.0000 sec  1.11 MBytes  9.28 Mbits/sec
[  1] 1.0000-2.0000 sec  1.05 MBytes  8.84 Mbits/sec
[  2] 1.0000-2.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  3] 1.0000-2.0000 sec  1.15 MBytes  9.65 Mbits/sec
[  4] 1.0000-2.0000 sec  2.21 MBytes  18.5 Mbits/sec
[  5] 1.0000-2.0000 sec  1.41 MBytes  11.9 Mbits/sec
[  6] 1.0000-2.0000 sec  5.40 MBytes  45.3 Mbits/sec
[  1] 2.0000-3.0000 sec  1015 KBytes  8.32 Mbits/sec
[  2] 2.0000-3.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  3] 2.0000-3.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  4] 2.0000-3.0000 sec  1.94 MBytes  16.3 Mbits/sec
[  5] 2.0000-3.0000 sec  2.36 MBytes  19.8 Mbits/sec
[  6] 2.0000-3.0000 sec  4.53 MBytes  38.0 Mbits/sec
[  2] 3.0000-4.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  1] 3.0000-4.0000 sec  1010 KBytes  8.27 Mbits/sec
[  3] 3.0000-4.0000 sec  1.26 MBytes  10.5 Mbits/sec
[  4] 3.0000-4.0000 sec  1.76 MBytes  14.7 Mbits/sec
[  5] 3.0000-4.0000 sec  2.65 MBytes  22.3 Mbits/sec
[  6] 3.0000-4.0000 sec  4.06 MBytes  34.0 Mbits/sec
[  1] 4.0000-5.0000 sec   987 KBytes  8.09 Mbits/sec
[  2] 4.0000-5.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  3] 4.0000-5.0000 sec  1.62 MBytes  13.6 Mbits/sec
[  4] 4.0000-5.0000 sec  1.75 MBytes  14.7 Mbits/sec
[  5] 4.0000-5.0000 sec  2.65 MBytes  22.2 Mbits/sec
[  6] 4.0000-5.0000 sec  3.97 MBytes  33.3 Mbits/sec
[  1] 5.0000-6.0000 sec  1012 KBytes  8.29 Mbits/sec
[  2] 5.0000-6.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  3] 5.0000-6.0000 sec  2.07 MBytes  17.4 Mbits/sec
[  5] 5.0000-6.0000 sec  2.39 MBytes  20.0 Mbits/sec
[  4] 5.0000-6.0000 sec  1.61 MBytes  13.5 Mbits/sec
[  6] 5.0000-6.0000 sec  3.87 MBytes  32.5 Mbits/sec
[  1] 6.0000-7.0000 sec   913 KBytes  7.48 Mbits/sec
[  2] 6.0000-7.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  3] 6.0000-7.0000 sec  2.39 MBytes  20.0 Mbits/sec
[  4] 6.0000-7.0000 sec  1.58 MBytes  13.2 Mbits/sec
[  5] 6.0000-7.0000 sec  2.22 MBytes  18.6 Mbits/sec
[  6] 6.0000-7.0000 sec  3.95 MBytes  33.2 Mbits/sec
[  2] 7.0000-8.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  3] 7.0000-8.0000 sec  2.76 MBytes  23.1 Mbits/sec
[  4] 7.0000-8.0000 sec  1.34 MBytes  11.2 Mbits/sec
[  5] 7.0000-8.0000 sec  1.98 MBytes  16.6 Mbits/sec
[  1] 7.0000-8.0000 sec   916 KBytes  7.51 Mbits/sec
[  6] 7.0000-8.0000 sec  4.00 MBytes  33.6 Mbits/sec
[  1] 8.0000-9.0000 sec   929 KBytes  7.61 Mbits/sec
[  2] 8.0000-9.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  3] 8.0000-9.0000 sec  2.77 MBytes  23.3 Mbits/sec
[  4] 8.0000-9.0000 sec  1.26 MBytes  10.5 Mbits/sec
[  5] 8.0000-9.0000 sec  1.77 MBytes  14.9 Mbits/sec
[  6] 8.0000-9.0000 sec  4.18 MBytes  35.0 Mbits/sec
[  1] 9.0000-10.0000 sec   897 KBytes  7.34 Mbits/sec
[  2] 9.0000-10.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  3] 9.0000-10.0000 sec  3.08 MBytes  25.9 Mbits/sec
[  4] 9.0000-10.0000 sec  1.14 MBytes  9.57 Mbits/sec
[  2] 0.0000-10.0100 sec  97.6 MBytes  81.8 Mbits/sec
[  5] 9.0000-10.0000 sec  1.58 MBytes  13.2 Mbits/sec
[  6] 9.0000-10.0000 sec  4.35 MBytes  36.5 Mbits/sec
[  4] 10.0000-10.7199 sec   745 KBytes  8.48 Mbits/sec
[  4] 0.0000-10.7199 sec  17.8 MBytes  13.9 Mbits/sec
[  5] 10.0000-10.9276 sec  1.38 MBytes  12.5 Mbits/sec
[  5] 0.0000-10.9276 sec  21.3 MBytes  16.3 Mbits/sec
[  1] 10.0000-10.9402 sec   850 KBytes  7.41 Mbits/sec
[  1] 0.0000-10.9402 sec  10.8 MBytes  8.24 Mbits/sec
[  6] 10.0000-10.9281 sec  4.62 MBytes  41.8 Mbits/sec
[  6] 0.0000-10.9281 sec  48.5 MBytes  37.2 Mbits/sec
[  3] 10.0000-11.0000 sec  3.72 MBytes  31.2 Mbits/sec
[  3] 0.0000-11.0062 sec  23.2 MBytes  17.7 Mbits/sec
