------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.10.2 port 5001 connected with 192.168.2.2 port 37052
[  2] local 192.168.10.2 port 5001 connected with 192.168.3.2 port 34876
[  3] local 192.168.10.2 port 5001 connected with 192.168.4.2 port 41342
[  4] local 192.168.10.2 port 5001 connected with 192.168.6.2 port 46506
[  5] local 192.168.10.2 port 5001 connected with 192.168.7.2 port 56512
[  6] local 192.168.10.2 port 5001 connected with 192.168.9.2 port 43088
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  8.05 MBytes  67.5 Mbits/sec
[  2] 0.0000-1.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  3] 0.0000-1.0000 sec  9.64 MBytes  80.8 Mbits/sec
[  4] 0.0000-1.0000 sec  8.50 MBytes  71.3 Mbits/sec
[  6] 0.0000-1.0000 sec  1.70 MBytes  14.3 Mbits/sec
[  5] 0.0000-1.0000 sec  3.33 MBytes  27.9 Mbits/sec
[  1] 1.0000-2.0000 sec  8.67 MBytes  72.7 Mbits/sec
[  2] 1.0000-2.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  3] 1.0000-2.0000 sec  9.92 MBytes  83.2 Mbits/sec
[  6] 1.0000-2.0000 sec  1.41 MBytes  11.8 Mbits/sec
[  4] 1.0000-2.0000 sec  8.50 MBytes  71.3 Mbits/sec
[  5] 1.0000-2.0000 sec  2.70 MBytes  22.7 Mbits/sec
[  1] 2.0000-3.0000 sec  9.05 MBytes  75.9 Mbits/sec
[  2] 2.0000-3.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  3] 2.0000-3.0000 sec  9.94 MBytes  83.4 Mbits/sec
[  4] 2.0000-3.0000 sec  8.50 MBytes  71.3 Mbits/sec
[  5] 2.0000-3.0000 sec  2.34 MBytes  19.6 Mbits/sec
[  6] 2.0000-3.0000 sec  1.39 MBytes  11.7 Mbits/sec
[  1] 3.0000-4.0000 sec  9.26 MBytes  77.7 Mbits/sec
[  2] 3.0000-4.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  3] 3.0000-4.0000 sec  9.87 MBytes  82.8 Mbits/sec
[  4] 3.0000-4.0000 sec  8.50 MBytes  71.3 Mbits/sec
[  5] 3.0000-4.0000 sec  2.12 MBytes  17.8 Mbits/sec
[  6] 3.0000-4.0000 sec  1.50 MBytes  12.6 Mbits/sec
[  1] 4.0000-5.0000 sec  9.23 MBytes  77.4 Mbits/sec
[  2] 4.0000-5.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  3] 4.0000-5.0000 sec  9.76 MBytes  81.9 Mbits/sec
[  4] 4.0000-5.0000 sec  8.50 MBytes  71.3 Mbits/sec
[  6] 4.0000-5.0000 sec  1.57 MBytes  13.1 Mbits/sec
[  5] 4.0000-5.0000 sec  2.73 MBytes  22.9 Mbits/sec
[  1] 5.0000-6.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  2] 5.0000-6.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  3] 5.0000-6.0000 sec  11.0 MBytes  92.6 Mbits/sec
[  6] 5.0000-6.0000 sec  5.37 MBytes  45.1 Mbits/sec
[  4] 5.0000-6.0000 sec  8.50 MBytes  71.3 Mbits/sec
[  5] 5.0000-6.0000 sec  11.4 MBytes  95.7 Mbits/sec
[  1] 6.0000-7.0000 sec  9.13 MBytes  76.6 Mbits/sec
[  6] 6.0000-7.0000 sec  4.06 MBytes  34.0 Mbits/sec
[  2] 6.0000-7.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  3] 6.0000-7.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  4] 6.0000-7.0000 sec  8.50 MBytes  71.3 Mbits/sec
[  5] 6.0000-7.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  1] 7.0000-8.0000 sec  9.12 MBytes  76.5 Mbits/sec
[  2] 7.0000-8.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  3] 7.0000-8.0000 sec  11.4 MBytes  95.7 Mbits/sec
[  4] 7.0000-8.0000 sec  8.50 MBytes  71.3 Mbits/sec
[  5] 7.0000-8.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  6] 7.0000-8.0000 sec  3.03 MBytes  25.4 Mbits/sec
[  1] 8.0000-9.0000 sec  9.12 MBytes  76.5 Mbits/sec
[  2] 8.0000-9.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  3] 8.0000-9.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  6] 8.0000-9.0000 sec  2.07 MBytes  17.3 Mbits/sec
[  4] 8.0000-9.0000 sec  8.50 MBytes  71.3 Mbits/sec
[  5] 8.0000-9.0000 sec  11.4 MBytes  95.7 Mbits/sec
[  1] 9.0000-10.0000 sec  9.12 MBytes  76.5 Mbits/sec
[  1] 0.0000-10.0113 sec  91.4 MBytes  76.6 Mbits/sec
[  2] 9.0000-10.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  3] 9.0000-10.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  4] 9.0000-10.0000 sec  8.50 MBytes  71.3 Mbits/sec
[  5] 9.0000-10.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  6] 9.0000-10.0000 sec  1.88 MBytes  15.7 Mbits/sec
[  2] 0.0000-10.0105 sec  62.6 MBytes  52.5 Mbits/sec
[  4] 0.0000-10.0105 sec  85.1 MBytes  71.3 Mbits/sec
[  5] 10.0000-10.3199 sec  3.65 MBytes  95.7 Mbits/sec
[  5] 0.0000-10.3199 sec  73.9 MBytes  60.1 Mbits/sec
[  6] 10.0000-10.6975 sec  1.41 MBytes  17.0 Mbits/sec
[  6] 0.0000-10.6975 sec  25.4 MBytes  19.9 Mbits/sec
[  3] 10.0000-10.9293 sec  10.6 MBytes  95.7 Mbits/sec
[  3] 0.0000-10.9293 sec   116 MBytes  89.3 Mbits/sec
