------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.6.2 port 5001 connected with 192.168.1.2 port 47798
[  2] local 192.168.6.2 port 5001 connected with 192.168.2.2 port 37152
[  3] local 192.168.6.2 port 5001 connected with 192.168.3.2 port 33388
[  4] local 192.168.6.2 port 5001 connected with 192.168.4.2 port 58488
[  5] local 192.168.6.2 port 5001 connected with 192.168.5.2 port 40282
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec   873 KBytes  7.15 Mbits/sec
[  5] 0.0000-1.0000 sec  3.44 MBytes  28.8 Mbits/sec
[  2] 0.0000-1.0000 sec   597 KBytes  4.89 Mbits/sec
[  4] 0.0000-1.0000 sec  3.89 MBytes  32.6 Mbits/sec
[  3] 0.0000-1.0000 sec   437 KBytes  3.58 Mbits/sec
[  5] 1.0000-2.0000 sec  2.54 MBytes  21.3 Mbits/sec
[  2] 1.0000-2.0000 sec   331 KBytes  2.71 Mbits/sec
[  3] 1.0000-2.0000 sec   303 KBytes  2.48 Mbits/sec
[  4] 1.0000-2.0000 sec  2.40 MBytes  20.2 Mbits/sec
[  1] 1.0000-2.0000 sec   544 KBytes  4.46 Mbits/sec
[  4] 2.0000-3.0000 sec  1.70 MBytes  14.2 Mbits/sec
[  3] 2.0000-3.0000 sec   311 KBytes  2.55 Mbits/sec
[  1] 2.0000-3.0000 sec   346 KBytes  2.84 Mbits/sec
[  5] 2.0000-3.0000 sec  1.80 MBytes  15.1 Mbits/sec
[  2] 2.0000-3.0000 sec   314 KBytes  2.57 Mbits/sec
[  1] 3.0000-4.0000 sec   390 KBytes  3.20 Mbits/sec
[  4] 3.0000-4.0000 sec  1.38 MBytes  11.6 Mbits/sec
[  5] 3.0000-4.0000 sec  1.47 MBytes  12.4 Mbits/sec
[  2] 3.0000-4.0000 sec   284 KBytes  2.33 Mbits/sec
[  3] 3.0000-4.0000 sec   170 KBytes  1.39 Mbits/sec
[  4] 4.0000-5.0000 sec  1.20 MBytes  10.1 Mbits/sec
[  5] 4.0000-5.0000 sec  1.25 MBytes  10.4 Mbits/sec
[  3] 4.0000-5.0000 sec   246 KBytes  2.02 Mbits/sec
[  1] 4.0000-5.0000 sec   301 KBytes  2.47 Mbits/sec
[  2] 4.0000-5.0000 sec   218 KBytes  1.78 Mbits/sec
[  4] 5.0000-6.0000 sec  1.20 MBytes  10.1 Mbits/sec
[  5] 5.0000-6.0000 sec  1.07 MBytes  8.97 Mbits/sec
[  1] 5.0000-6.0000 sec   318 KBytes  2.61 Mbits/sec
[  2] 5.0000-6.0000 sec   252 KBytes  2.06 Mbits/sec
[  3] 5.0000-6.0000 sec   177 KBytes  1.45 Mbits/sec
[  2] 6.0000-7.0000 sec   199 KBytes  1.63 Mbits/sec
[  4] 6.0000-7.0000 sec  1.48 MBytes  12.4 Mbits/sec
[  5] 6.0000-7.0000 sec  1.49 MBytes  12.5 Mbits/sec
[  1] 6.0000-7.0000 sec   387 KBytes  3.17 Mbits/sec
[  3] 6.0000-7.0000 sec   173 KBytes  1.41 Mbits/sec
[  1] 7.0000-8.0000 sec   270 KBytes  2.21 Mbits/sec
[  4] 7.0000-8.0000 sec  2.34 MBytes  19.6 Mbits/sec
[  5] 7.0000-8.0000 sec  2.34 MBytes  19.6 Mbits/sec
[  2] 7.0000-8.0000 sec   706 KBytes  5.78 Mbits/sec
[  3] 7.0000-8.0000 sec   380 KBytes  3.12 Mbits/sec
[  4] 8.0000-9.0000 sec  3.43 MBytes  28.8 Mbits/sec
[  5] 8.0000-9.0000 sec  3.28 MBytes  27.5 Mbits/sec
[  3] 8.0000-9.0000 sec   216 KBytes  1.77 Mbits/sec
[  2] 8.0000-9.0000 sec   766 KBytes  6.28 Mbits/sec
[  1] 8.0000-9.0000 sec   450 KBytes  3.68 Mbits/sec
[  5] 9.0000-10.0000 sec  4.06 MBytes  34.1 Mbits/sec
[  3] 9.0000-10.0000 sec   351 KBytes  2.87 Mbits/sec
[  4] 9.0000-10.0000 sec  4.47 MBytes  37.5 Mbits/sec
[  2] 9.0000-10.0000 sec   998 KBytes  8.18 Mbits/sec
[  1] 9.0000-10.0000 sec   464 KBytes  3.80 Mbits/sec
[  4] 10.0000-10.7542 sec  3.21 MBytes  35.6 Mbits/sec
[  4] 0.0000-10.7542 sec  26.7 MBytes  20.8 Mbits/sec
[  5] 10.0000-10.7688 sec  3.55 MBytes  38.8 Mbits/sec
[  5] 0.0000-10.7688 sec  26.3 MBytes  20.5 Mbits/sec
[  2] 10.0000-10.8104 sec  1.67 MBytes  17.3 Mbits/sec
[  2] 0.0000-10.8104 sec  6.22 MBytes  4.83 Mbits/sec
[  1] 10.0000-11.0000 sec   263 KBytes  2.15 Mbits/sec
[  3] 10.0000-11.0000 sec   236 KBytes  1.93 Mbits/sec
[  1] 11.0000-11.4881 sec   619 KBytes  10.4 Mbits/sec
[  1] 0.0000-11.4881 sec  5.10 MBytes  3.73 Mbits/sec
[  3] 11.0000-11.8901 sec   964 KBytes  8.88 Mbits/sec
[  3] 0.0000-11.8901 sec  3.87 MBytes  2.73 Mbits/sec
