------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.10.2 port 5001 connected with 192.168.1.2 port 45412
[  2] local 192.168.10.2 port 5001 connected with 192.168.2.2 port 49592
[  3] local 192.168.10.2 port 5001 connected with 192.168.3.2 port 59160
[  4] local 192.168.10.2 port 5001 connected with 192.168.5.2 port 38206
[  5] local 192.168.10.2 port 5001 connected with 192.168.9.2 port 47636
[  6] local 192.168.10.2 port 5001 connected with 192.168.8.2 port 46384
[  7] local 192.168.10.2 port 5001 connected with 192.168.7.2 port 50128
[  8] local 192.168.10.2 port 5001 connected with 192.168.6.2 port 54128
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  3] 0.0000-1.0000 sec  1000 KBytes  8.19 Mbits/sec
[  4] 0.0000-1.0000 sec  6.78 MBytes  56.8 Mbits/sec
[  1] 0.0000-1.0000 sec  6.54 MBytes  54.8 Mbits/sec
[  7] 0.0000-1.0000 sec  3.38 MBytes  28.4 Mbits/sec
[  5] 0.0000-1.0000 sec  7.13 MBytes  59.8 Mbits/sec
[  6] 0.0000-1.0000 sec  4.89 MBytes  41.0 Mbits/sec
[  8] 0.0000-1.0000 sec  3.12 MBytes  26.2 Mbits/sec
[  2] 1.0000-2.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  3] 1.0000-2.0000 sec   583 KBytes  4.77 Mbits/sec
[  1] 1.0000-2.0000 sec  6.47 MBytes  54.3 Mbits/sec
[  7] 1.0000-2.0000 sec  2.80 MBytes  23.5 Mbits/sec
[  4] 1.0000-2.0000 sec  6.75 MBytes  56.6 Mbits/sec
[  5] 1.0000-2.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  6] 1.0000-2.0000 sec  4.94 MBytes  41.5 Mbits/sec
[  8] 1.0000-2.0000 sec  1.87 MBytes  15.7 Mbits/sec
[  2] 2.0000-3.0000 sec  8.12 MBytes  68.2 Mbits/sec
[  1] 2.0000-3.0000 sec  6.40 MBytes  53.7 Mbits/sec
[  4] 2.0000-3.0000 sec  6.75 MBytes  56.6 Mbits/sec
[  5] 2.0000-3.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  6] 2.0000-3.0000 sec  4.98 MBytes  41.7 Mbits/sec
[  7] 2.0000-3.0000 sec  2.10 MBytes  17.6 Mbits/sec
[  3] 2.0000-3.0000 sec   451 KBytes  3.70 Mbits/sec
[  8] 2.0000-3.0000 sec  1.30 MBytes  10.9 Mbits/sec
[  2] 3.0000-4.0000 sec  8.12 MBytes  68.2 Mbits/sec
[  4] 3.0000-4.0000 sec  6.72 MBytes  56.4 Mbits/sec
[  5] 3.0000-4.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  6] 3.0000-4.0000 sec  4.98 MBytes  41.7 Mbits/sec
[  7] 3.0000-4.0000 sec  1.62 MBytes  13.6 Mbits/sec
[  1] 3.0000-4.0000 sec  6.55 MBytes  54.9 Mbits/sec
