------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.2.2 port 5001 connected with 192.168.1.2 port 58008
[  2] local 192.168.2.2 port 5001 connected with 192.168.3.2 port 51526
[  3] local 192.168.2.2 port 5001 connected with 192.168.4.2 port 54764
[  4] local 192.168.2.2 port 5001 connected with 192.168.8.2 port 51544
[  5] local 192.168.2.2 port 5001 connected with 192.168.6.2 port 48508
[  6] local 192.168.2.2 port 5001 connected with 192.168.10.2 port 51492
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  3] 0.0000-1.0000 sec  2.74 MBytes  23.0 Mbits/sec
[  5] 0.0000-1.0000 sec  4.89 MBytes  41.0 Mbits/sec
[  1] 0.0000-1.0000 sec   853 KBytes  6.99 Mbits/sec
[  4] 0.0000-1.0000 sec  1.45 MBytes  12.2 Mbits/sec
[  6] 0.0000-1.0000 sec   689 KBytes  5.64 Mbits/sec
[  2] 1.0000-2.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  1] 1.0000-2.0000 sec   643 KBytes  5.27 Mbits/sec
[  3] 1.0000-2.0000 sec  4.09 MBytes  34.3 Mbits/sec
[  4] 1.0000-2.0000 sec  1.33 MBytes  11.2 Mbits/sec
[  5] 1.0000-2.0000 sec  3.73 MBytes  31.3 Mbits/sec
[  6] 1.0000-2.0000 sec   706 KBytes  5.78 Mbits/sec
[  2] 2.0000-3.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  3] 2.0000-3.0000 sec  5.06 MBytes  42.4 Mbits/sec
[  1] 2.0000-3.0000 sec   713 KBytes  5.84 Mbits/sec
[  4] 2.0000-3.0000 sec  1.48 MBytes  12.4 Mbits/sec
[  5] 2.0000-3.0000 sec  2.66 MBytes  22.3 Mbits/sec
[  6] 2.0000-3.0000 sec   839 KBytes  6.87 Mbits/sec
[  2] 3.0000-4.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  3] 3.0000-4.0000 sec  5.72 MBytes  48.0 Mbits/sec
[  4] 3.0000-4.0000 sec  1.50 MBytes  12.6 Mbits/sec
[  5] 3.0000-4.0000 sec  1.92 MBytes  16.1 Mbits/sec
[  1] 3.0000-4.0000 sec   744 KBytes  6.09 Mbits/sec
[  6] 3.0000-4.0000 sec  1.13 MBytes  9.50 Mbits/sec
[  2] 4.0000-5.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  3] 4.0000-5.0000 sec  7.68 MBytes  64.5 Mbits/sec
[  5] 4.0000-5.0000 sec  1.60 MBytes  13.4 Mbits/sec
[  1] 4.0000-5.0000 sec   755 KBytes  6.19 Mbits/sec
[  4] 4.0000-5.0000 sec  1.75 MBytes  14.7 Mbits/sec
[  6] 4.0000-5.0000 sec  1.01 MBytes  8.44 Mbits/sec
[  2] 5.0000-6.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  3] 5.0000-6.0000 sec  9.84 MBytes  82.5 Mbits/sec
[  1] 5.0000-6.0000 sec   742 KBytes  6.08 Mbits/sec
[  5] 5.0000-6.0000 sec  1.50 MBytes  12.6 Mbits/sec
[  4] 5.0000-6.0000 sec  2.03 MBytes  17.1 Mbits/sec
[  6] 5.0000-6.0000 sec  1015 KBytes  8.32 Mbits/sec
[  2] 6.0000-7.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  3] 6.0000-7.0000 sec  9.80 MBytes  82.2 Mbits/sec
[  5] 6.0000-7.0000 sec  1.43 MBytes  12.0 Mbits/sec
[  4] 6.0000-7.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  1] 6.0000-7.0000 sec   790 KBytes  6.48 Mbits/sec
[  6] 6.0000-7.0000 sec  1.04 MBytes  8.71 Mbits/sec
[  2] 7.0000-8.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  5] 7.0000-8.0000 sec  1.39 MBytes  11.7 Mbits/sec
[  3] 7.0000-8.0000 sec  9.90 MBytes  83.1 Mbits/sec
[  1] 7.0000-8.0000 sec   748 KBytes  6.13 Mbits/sec
[  4] 7.0000-8.0000 sec  2.19 MBytes  18.3 Mbits/sec
[  6] 7.0000-8.0000 sec  1.12 MBytes  9.41 Mbits/sec
[  2] 8.0000-9.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  1] 8.0000-9.0000 sec   718 KBytes  5.88 Mbits/sec
[  3] 8.0000-9.0000 sec  9.95 MBytes  83.5 Mbits/sec
[  4] 8.0000-9.0000 sec  2.13 MBytes  17.8 Mbits/sec
[  5] 8.0000-9.0000 sec  1.37 MBytes  11.5 Mbits/sec
[  6] 8.0000-9.0000 sec  1.10 MBytes  9.24 Mbits/sec
[  1] 9.0000-10.0000 sec   810 KBytes  6.64 Mbits/sec
[  2] 9.0000-10.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  3] 9.0000-10.0000 sec  10.0 MBytes  83.9 Mbits/sec
[  4] 9.0000-10.0000 sec  2.11 MBytes  17.7 Mbits/sec
[  5] 9.0000-10.0000 sec  1.39 MBytes  11.7 Mbits/sec
[  2] 0.0000-10.0089 sec  80.1 MBytes  67.2 Mbits/sec
[  6] 9.0000-10.0000 sec  1.16 MBytes  9.74 Mbits/sec
[  1] 10.0000-10.4891 sec   547 KBytes  9.16 Mbits/sec
[  1] 0.0000-10.4891 sec  7.88 MBytes  6.30 Mbits/sec
[  5] 10.0000-10.5514 sec  1.62 MBytes  24.6 Mbits/sec
[  5] 0.0000-10.5514 sec  23.5 MBytes  18.7 Mbits/sec
[  4] 10.0000-10.6118 sec  1.59 MBytes  21.8 Mbits/sec
[  4] 0.0000-10.6118 sec  19.9 MBytes  15.7 Mbits/sec
[  6] 10.0000-10.8151 sec  1.60 MBytes  16.5 Mbits/sec
[  6] 0.0000-10.8151 sec  11.3 MBytes  8.79 Mbits/sec
[  3] 10.0000-11.0000 sec  9.96 MBytes  83.6 Mbits/sec
[  3] 11.0000-11.4227 sec  4.24 MBytes  84.1 Mbits/sec
[  3] 0.0000-11.4227 sec  89.0 MBytes  65.3 Mbits/sec
