------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.8.2 port 5001 connected with 192.168.1.2 port 58864
[  2] local 192.168.8.2 port 5001 connected with 192.168.5.2 port 39870
[  3] local 192.168.8.2 port 5001 connected with 192.168.2.2 port 42308
[  4] local 192.168.8.2 port 5001 connected with 192.168.4.2 port 53376
[  5] local 192.168.8.2 port 5001 connected with 192.168.7.2 port 46368
[  6] local 192.168.8.2 port 5001 connected with 192.168.6.2 port 59490
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  2] 0.0000-1.0000 sec  10.9 MBytes  91.2 Mbits/sec
[  6] 0.0000-1.0000 sec  2.97 MBytes  24.9 Mbits/sec
[  4] 0.0000-1.0000 sec  1.53 MBytes  12.9 Mbits/sec
[  5] 0.0000-1.0000 sec  5.98 MBytes  50.2 Mbits/sec
[  3] 0.0000-1.0000 sec  1.81 MBytes  15.2 Mbits/sec
[  1] 1.0000-2.0000 sec  2.86 MBytes  24.0 Mbits/sec
[  2] 1.0000-2.0000 sec  10.9 MBytes  91.2 Mbits/sec
[  3] 1.0000-2.0000 sec   697 KBytes  5.71 Mbits/sec
[  5] 1.0000-2.0000 sec  5.29 MBytes  44.4 Mbits/sec
[  6] 1.0000-2.0000 sec  2.83 MBytes  23.8 Mbits/sec
[  4] 1.0000-2.0000 sec   556 KBytes  4.55 Mbits/sec
[  1] 2.0000-3.0000 sec  2.75 MBytes  23.1 Mbits/sec
[  2] 2.0000-3.0000 sec  10.9 MBytes  91.2 Mbits/sec
[  6] 2.0000-3.0000 sec  3.24 MBytes  27.2 Mbits/sec
[  5] 2.0000-3.0000 sec  5.12 MBytes  42.9 Mbits/sec
[  4] 2.0000-3.0000 sec   732 KBytes  6.00 Mbits/sec
[  3] 2.0000-3.0000 sec   938 KBytes  7.68 Mbits/sec
[  1] 3.0000-4.0000 sec  2.45 MBytes  20.5 Mbits/sec
[  2] 3.0000-4.0000 sec  10.9 MBytes  91.2 Mbits/sec
[  3] 3.0000-4.0000 sec  1.73 MBytes  14.5 Mbits/sec
