------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.6.2 port 5001 connected with 192.168.2.2 port 38326
[  2] local 192.168.6.2 port 5001 connected with 192.168.1.2 port 48282
[  3] local 192.168.6.2 port 5001 connected with 192.168.4.2 port 57232
[  4] local 192.168.6.2 port 5001 connected with 192.168.5.2 port 40652
[  5] local 192.168.6.2 port 5001 connected with 192.168.7.2 port 43998
[  6] local 192.168.6.2 port 5001 connected with 192.168.8.2 port 36020
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  2.05 MBytes  17.2 Mbits/sec
[  4] 0.0000-1.0000 sec  9.45 MBytes  79.3 Mbits/sec
[  5] 0.0000-1.0000 sec  7.13 MBytes  59.8 Mbits/sec
[  6] 0.0000-1.0000 sec  11.3 MBytes  95.0 Mbits/sec
[  3] 0.0000-1.0000 sec  1.15 MBytes  9.61 Mbits/sec
[  2] 0.0000-1.0000 sec  1.74 MBytes  14.6 Mbits/sec
[  1] 1.0000-2.0000 sec  2.03 MBytes  17.0 Mbits/sec
[  3] 1.0000-2.0000 sec   906 KBytes  7.43 Mbits/sec
[  6] 1.0000-2.0000 sec  11.3 MBytes  95.2 Mbits/sec
[  2] 1.0000-2.0000 sec  1.70 MBytes  14.3 Mbits/sec
[  4] 1.0000-2.0000 sec  9.38 MBytes  78.7 Mbits/sec
[  5] 1.0000-2.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  1] 2.0000-3.0000 sec  2.86 MBytes  24.0 Mbits/sec
[  6] 2.0000-3.0000 sec  11.3 MBytes  95.1 Mbits/sec
[  2] 2.0000-3.0000 sec  2.75 MBytes  23.0 Mbits/sec
[  4] 2.0000-3.0000 sec  8.52 MBytes  71.5 Mbits/sec
[  5] 2.0000-3.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  3] 2.0000-3.0000 sec  1.11 MBytes  9.31 Mbits/sec
[  1] 3.0000-4.0000 sec  3.61 MBytes  30.3 Mbits/sec
[  6] 3.0000-4.0000 sec  11.3 MBytes  95.0 Mbits/sec
[  2] 3.0000-4.0000 sec  4.43 MBytes  37.1 Mbits/sec
[  3] 3.0000-4.0000 sec  1.39 MBytes  11.7 Mbits/sec
[  4] 3.0000-4.0000 sec  7.73 MBytes  64.8 Mbits/sec
[  5] 3.0000-4.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  1] 4.0000-5.0000 sec  4.26 MBytes  35.7 Mbits/sec
[  2] 4.0000-5.0000 sec  7.09 MBytes  59.4 Mbits/sec
[  4] 4.0000-5.0000 sec  7.12 MBytes  59.7 Mbits/sec
[  5] 4.0000-5.0000 sec  7.12 MBytes  59.8 Mbits/sec
[  6] 4.0000-5.0000 sec  11.4 MBytes  95.2 Mbits/sec
[  3] 4.0000-5.0000 sec  1.94 MBytes  16.3 Mbits/sec
[  1] 5.0000-6.0000 sec  4.66 MBytes  39.1 Mbits/sec
[  2] 5.0000-6.0000 sec  9.12 MBytes  76.5 Mbits/sec
