------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.2.2 port 5001 connected with 192.168.4.2 port 44706
[  2] local 192.168.2.2 port 5001 connected with 192.168.5.2 port 49620
[  3] local 192.168.2.2 port 5001 connected with 192.168.8.2 port 43178
[  4] local 192.168.2.2 port 5001 connected with 192.168.6.2 port 43868
[  5] local 192.168.2.2 port 5001 connected with 192.168.7.2 port 58976
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  3.88 MBytes  32.6 Mbits/sec
[  1] 0.0000-1.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  4] 0.0000-1.0000 sec  2.98 MBytes  25.0 Mbits/sec
[  5] 0.0000-1.0000 sec  2.51 MBytes  21.1 Mbits/sec
[  3] 0.0000-1.0000 sec  1.83 MBytes  15.3 Mbits/sec
[  1] 1.0000-2.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  4] 1.0000-2.0000 sec  3.61 MBytes  30.2 Mbits/sec
[  5] 1.0000-2.0000 sec  2.06 MBytes  17.3 Mbits/sec
[  2] 1.0000-2.0000 sec  3.44 MBytes  28.8 Mbits/sec
[  3] 1.0000-2.0000 sec  2.17 MBytes  18.2 Mbits/sec
[  1] 2.0000-3.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  2] 2.0000-3.0000 sec  2.55 MBytes  21.4 Mbits/sec
[  3] 2.0000-3.0000 sec  2.21 MBytes  18.6 Mbits/sec
[  4] 2.0000-3.0000 sec  4.45 MBytes  37.3 Mbits/sec
[  5] 2.0000-3.0000 sec  2.13 MBytes  17.9 Mbits/sec
[  1] 3.0000-4.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  2] 3.0000-4.0000 sec  1.95 MBytes  16.4 Mbits/sec
[  4] 3.0000-4.0000 sec  5.12 MBytes  42.9 Mbits/sec
[  5] 3.0000-4.0000 sec  2.06 MBytes  17.3 Mbits/sec
[  3] 3.0000-4.0000 sec  2.23 MBytes  18.7 Mbits/sec
[  2] 4.0000-5.0000 sec  1.67 MBytes  14.0 Mbits/sec
[  1] 4.0000-5.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  4] 4.0000-5.0000 sec  5.56 MBytes  46.7 Mbits/sec
[  5] 4.0000-5.0000 sec  1.96 MBytes  16.4 Mbits/sec
[  3] 4.0000-5.0000 sec  2.15 MBytes  18.1 Mbits/sec
[  1] 5.0000-6.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  4] 5.0000-6.0000 sec  5.34 MBytes  44.8 Mbits/sec
[  5] 5.0000-6.0000 sec  1.84 MBytes  15.4 Mbits/sec
[  2] 5.0000-6.0000 sec  2.14 MBytes  17.9 Mbits/sec
[  3] 5.0000-6.0000 sec  1.47 MBytes  12.3 Mbits/sec
[  1] 6.0000-7.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  4] 6.0000-7.0000 sec  5.23 MBytes  43.8 Mbits/sec
[  5] 6.0000-7.0000 sec  1.81 MBytes  15.2 Mbits/sec
[  2] 6.0000-7.0000 sec  2.68 MBytes  22.5 Mbits/sec
[  3] 6.0000-7.0000 sec  2.11 MBytes  17.7 Mbits/sec
[  1] 7.0000-8.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  2] 7.0000-8.0000 sec  2.92 MBytes  24.5 Mbits/sec
[  3] 7.0000-8.0000 sec  1.27 MBytes  10.7 Mbits/sec
[  4] 7.0000-8.0000 sec  5.32 MBytes  44.6 Mbits/sec
[  5] 7.0000-8.0000 sec  1.74 MBytes  14.6 Mbits/sec
[  1] 8.0000-9.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  2] 8.0000-9.0000 sec  2.85 MBytes  23.9 Mbits/sec
[  4] 8.0000-9.0000 sec  5.42 MBytes  45.5 Mbits/sec
[  5] 8.0000-9.0000 sec  1.71 MBytes  14.3 Mbits/sec
[  3] 8.0000-9.0000 sec  1.29 MBytes  10.8 Mbits/sec
[  1] 9.0000-10.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  2] 9.0000-10.0000 sec  2.85 MBytes  23.9 Mbits/sec
[  1] 0.0000-10.0087 sec   101 MBytes  85.0 Mbits/sec
[  4] 9.0000-10.0000 sec  5.58 MBytes  46.8 Mbits/sec
[  5] 9.0000-10.0000 sec  1.62 MBytes  13.6 Mbits/sec
[  3] 9.0000-10.0000 sec  1.29 MBytes  10.8 Mbits/sec
[  2] 10.0000-10.7251 sec  2.57 MBytes  29.7 Mbits/sec
[  2] 0.0000-10.7251 sec  29.5 MBytes  23.1 Mbits/sec
[  4] 10.0000-11.0000 sec  5.50 MBytes  46.1 Mbits/sec
[  5] 10.0000-11.0000 sec  1.86 MBytes  15.6 Mbits/sec
[  3] 10.0000-11.0000 sec  1.31 MBytes  11.0 Mbits/sec
[  5] 11.0000-11.3899 sec  2.15 MBytes  46.3 Mbits/sec
[  5] 0.0000-11.3899 sec  23.5 MBytes  17.3 Mbits/sec
[  4] 11.0000-11.5703 sec  3.05 MBytes  44.8 Mbits/sec
[  4] 0.0000-11.5703 sec  57.1 MBytes  41.4 Mbits/sec
[  3] 11.0000-11.7486 sec  2.27 MBytes  25.5 Mbits/sec
[  3] 0.0000-11.7486 sec  21.6 MBytes  15.4 Mbits/sec
