------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.8.2 port 5001 connected with 192.168.3.2 port 56840
[  2] local 192.168.8.2 port 5001 connected with 192.168.5.2 port 55942
[  4] local 192.168.8.2 port 5001 connected with 192.168.6.2 port 52974
[  5] local 192.168.8.2 port 5001 connected with 192.168.7.2 port 37688
[  6] local 192.168.8.2 port 5001 connected with 192.168.4.2 port 46004
[  3] local 192.168.8.2 port 5001 connected with 192.168.2.2 port 44140
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  1.20 MBytes  10.1 Mbits/sec
[  2] 0.0000-1.0000 sec  2.37 MBytes  19.9 Mbits/sec
[  3] 0.0000-1.0000 sec  5.19 MBytes  43.5 Mbits/sec
[  4] 0.0000-1.0000 sec  2.32 MBytes  19.5 Mbits/sec
[  5] 0.0000-1.0000 sec  6.37 MBytes  53.5 Mbits/sec
[  6] 0.0000-1.0000 sec  2.68 MBytes  22.5 Mbits/sec
[  2] 1.0000-2.0000 sec  1021 KBytes  8.36 Mbits/sec
[  3] 1.0000-2.0000 sec  3.90 MBytes  32.7 Mbits/sec
[  5] 1.0000-2.0000 sec  6.43 MBytes  54.0 Mbits/sec
[  6] 1.0000-2.0000 sec  2.82 MBytes  23.7 Mbits/sec
[  1] 1.0000-2.0000 sec  1.08 MBytes  9.06 Mbits/sec
[  4] 1.0000-2.0000 sec  2.02 MBytes  16.9 Mbits/sec
[  1] 2.0000-3.0000 sec   731 KBytes  5.99 Mbits/sec
[  3] 2.0000-3.0000 sec  2.47 MBytes  20.7 Mbits/sec
[  5] 2.0000-3.0000 sec  6.44 MBytes  54.0 Mbits/sec
[  6] 2.0000-3.0000 sec  2.30 MBytes  19.3 Mbits/sec
[  2] 2.0000-3.0000 sec   679 KBytes  5.56 Mbits/sec
[  4] 2.0000-3.0000 sec  1.35 MBytes  11.4 Mbits/sec
[  5] 3.0000-4.0000 sec  6.42 MBytes  53.9 Mbits/sec
[  2] 3.0000-4.0000 sec   530 KBytes  4.34 Mbits/sec
[  3] 3.0000-4.0000 sec  1.96 MBytes  16.5 Mbits/sec
[  6] 3.0000-4.0000 sec  1.93 MBytes  16.2 Mbits/sec
[  1] 3.0000-4.0000 sec   520 KBytes  4.26 Mbits/sec
[  4] 3.0000-4.0000 sec  1.05 MBytes  8.82 Mbits/sec
[  5] 4.0000-5.0000 sec  6.45 MBytes  54.1 Mbits/sec
