------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.3.2 port 5001 connected with 192.168.1.2 port 60692
[  2] local 192.168.3.2 port 5001 connected with 192.168.8.2 port 34546
[  3] local 192.168.3.2 port 5001 connected with 192.168.4.2 port 34724
[  4] local 192.168.3.2 port 5001 connected with 192.168.6.2 port 52756
[  5] local 192.168.3.2 port 5001 connected with 192.168.5.2 port 58408
[ ID] Interval       Transfer     Bandwidth
[  4] 0.0000-1.0000 sec  2.21 MBytes  18.5 Mbits/sec
[  2] 0.0000-1.0000 sec   619 KBytes  5.07 Mbits/sec
[  3] 0.0000-1.0000 sec  9.50 MBytes  79.7 Mbits/sec
[  5] 0.0000-1.0000 sec  1.13 MBytes  9.49 Mbits/sec
[  1] 0.0000-1.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  1] 1.0000-2.0000 sec  1.19 MBytes  9.95 Mbits/sec
[  4] 1.0000-2.0000 sec  2.49 MBytes  20.9 Mbits/sec
[  2] 1.0000-2.0000 sec   286 KBytes  2.34 Mbits/sec
[  3] 1.0000-2.0000 sec  11.1 MBytes  93.0 Mbits/sec
[  5] 1.0000-2.0000 sec   897 KBytes  7.34 Mbits/sec
[  1] 2.0000-3.0000 sec  1.01 MBytes  8.46 Mbits/sec
[  3] 2.0000-3.0000 sec  11.1 MBytes  93.0 Mbits/sec
[  4] 2.0000-3.0000 sec  2.65 MBytes  22.2 Mbits/sec
[  5] 2.0000-3.0000 sec   772 KBytes  6.32 Mbits/sec
[  2] 2.0000-3.0000 sec   277 KBytes  2.27 Mbits/sec
[  4] 3.0000-4.0000 sec  2.88 MBytes  24.2 Mbits/sec
[  5] 3.0000-4.0000 sec   703 KBytes  5.76 Mbits/sec
[  2] 3.0000-4.0000 sec   318 KBytes  2.61 Mbits/sec
[  3] 3.0000-4.0000 sec  11.0 MBytes  92.7 Mbits/sec
[  1] 3.0000-4.0000 sec   863 KBytes  7.07 Mbits/sec
[  1] 4.0000-5.0000 sec   649 KBytes  5.32 Mbits/sec
[  3] 4.0000-5.0000 sec  11.0 MBytes  92.6 Mbits/sec
[  4] 4.0000-5.0000 sec  2.95 MBytes  24.7 Mbits/sec
[  5] 4.0000-5.0000 sec   634 KBytes  5.19 Mbits/sec
[  2] 4.0000-5.0000 sec   349 KBytes  2.86 Mbits/sec
[  2] 5.0000-6.0000 sec   337 KBytes  2.76 Mbits/sec
[  3] 5.0000-6.0000 sec  11.0 MBytes  92.6 Mbits/sec
[  4] 5.0000-6.0000 sec  3.06 MBytes  25.7 Mbits/sec
[  5] 5.0000-6.0000 sec   577 KBytes  4.73 Mbits/sec
[  1] 5.0000-6.0000 sec   679 KBytes  5.56 Mbits/sec
[  2] 6.0000-7.0000 sec   382 KBytes  3.13 Mbits/sec
[  1] 6.0000-7.0000 sec   576 KBytes  4.71 Mbits/sec
[  3] 6.0000-7.0000 sec  11.0 MBytes  92.3 Mbits/sec
[  5] 6.0000-7.0000 sec   544 KBytes  4.46 Mbits/sec
[  4] 6.0000-7.0000 sec  3.09 MBytes  25.9 Mbits/sec
[  4] 7.0000-8.0000 sec  3.11 MBytes  26.1 Mbits/sec
[  5] 7.0000-8.0000 sec   498 KBytes  4.08 Mbits/sec
[  2] 7.0000-8.0000 sec   478 KBytes  3.92 Mbits/sec
[  3] 7.0000-8.0000 sec  10.9 MBytes  91.6 Mbits/sec
[  1] 7.0000-8.0000 sec   669 KBytes  5.48 Mbits/sec
[  2] 8.0000-9.0000 sec   537 KBytes  4.40 Mbits/sec
[  3] 8.0000-9.0000 sec  10.9 MBytes  91.2 Mbits/sec
[  4] 8.0000-9.0000 sec  1.83 MBytes  15.3 Mbits/sec
[  1] 8.0000-9.0000 sec   527 KBytes  4.32 Mbits/sec
[  5] 8.0000-9.0000 sec   296 KBytes  2.42 Mbits/sec
[  2] 9.0000-10.0000 sec   650 KBytes  5.33 Mbits/sec
[  1] 9.0000-10.0000 sec   930 KBytes  7.62 Mbits/sec
[  3] 9.0000-10.0000 sec  10.7 MBytes  89.8 Mbits/sec
[  4] 9.0000-10.0000 sec  4.37 MBytes  36.7 Mbits/sec
[  5] 9.0000-10.0000 sec   619 KBytes  5.07 Mbits/sec
[  3] 10.0000-10.5232 sec  5.58 MBytes  89.5 Mbits/sec
[  3] 0.0000-10.5232 sec   114 MBytes  90.8 Mbits/sec
[  2] 10.0000-10.6555 sec  1.82 MBytes  23.2 Mbits/sec
[  2] 0.0000-10.6555 sec  5.95 MBytes  4.68 Mbits/sec
[  1] 10.0000-11.0000 sec   738 KBytes  6.05 Mbits/sec
[  4] 10.0000-11.0000 sec  3.25 MBytes  27.2 Mbits/sec
[  5] 10.0000-11.0000 sec   324 KBytes  2.65 Mbits/sec
[  1] 11.0000-11.9015 sec   803 KBytes  7.30 Mbits/sec
[  1] 0.0000-11.9015 sec  9.72 MBytes  6.85 Mbits/sec
[  4] 11.0000-12.0000 sec  3.31 MBytes  27.8 Mbits/sec
[  5] 11.0000-12.0000 sec   492 KBytes  4.03 Mbits/sec
[  4] 0.0000-12.0748 sec  35.4 MBytes  24.6 Mbits/sec
[  5] 0.0000-12.1429 sec  8.21 MBytes  5.67 Mbits/sec
