------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.8.2 port 5001 connected with 192.168.1.2 port 57262
[  2] local 192.168.8.2 port 5001 connected with 192.168.5.2 port 49350
[  3] local 192.168.8.2 port 5001 connected with 192.168.3.2 port 52146
[  4] local 192.168.8.2 port 5001 connected with 192.168.6.2 port 53030
[  5] local 192.168.8.2 port 5001 connected with 192.168.10.2 port 55690
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  7.96 MBytes  66.8 Mbits/sec
[  1] 0.0000-1.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  4] 0.0000-1.0000 sec  3.19 MBytes  26.8 Mbits/sec
[  5] 0.0000-1.0000 sec  4.16 MBytes  34.9 Mbits/sec
[  3] 0.0000-1.0000 sec  1.20 MBytes  10.1 Mbits/sec
[  1] 1.0000-2.0000 sec  10.4 MBytes  86.9 Mbits/sec
[  2] 1.0000-2.0000 sec  4.95 MBytes  41.5 Mbits/sec
[  3] 1.0000-2.0000 sec   856 KBytes  7.01 Mbits/sec
[  4] 1.0000-2.0000 sec  2.96 MBytes  24.8 Mbits/sec
[  5] 1.0000-2.0000 sec  3.25 MBytes  27.2 Mbits/sec
[  1] 2.0000-3.0000 sec  10.6 MBytes  88.9 Mbits/sec
[  2] 2.0000-3.0000 sec  3.47 MBytes  29.1 Mbits/sec
[  4] 2.0000-3.0000 sec  2.74 MBytes  23.0 Mbits/sec
[  5] 2.0000-3.0000 sec  2.73 MBytes  22.9 Mbits/sec
[  3] 2.0000-3.0000 sec   749 KBytes  6.14 Mbits/sec
[  2] 3.0000-4.0000 sec  2.80 MBytes  23.5 Mbits/sec
[  1] 3.0000-4.0000 sec  10.6 MBytes  89.2 Mbits/sec
[  5] 3.0000-4.0000 sec  2.39 MBytes  20.0 Mbits/sec
[  3] 3.0000-4.0000 sec   720 KBytes  5.90 Mbits/sec
[  4] 3.0000-4.0000 sec  2.57 MBytes  21.6 Mbits/sec
[  1] 4.0000-5.0000 sec  10.7 MBytes  89.7 Mbits/sec
[  4] 4.0000-5.0000 sec  2.49 MBytes  20.9 Mbits/sec
[  5] 4.0000-5.0000 sec  2.10 MBytes  17.6 Mbits/sec
[  2] 4.0000-5.0000 sec  2.67 MBytes  22.4 Mbits/sec
[  3] 4.0000-5.0000 sec   683 KBytes  5.60 Mbits/sec
[  1] 5.0000-6.0000 sec  10.7 MBytes  89.9 Mbits/sec
[  4] 5.0000-6.0000 sec  2.37 MBytes  19.9 Mbits/sec
[  2] 5.0000-6.0000 sec  2.68 MBytes  22.5 Mbits/sec
[  5] 5.0000-6.0000 sec  1.94 MBytes  16.3 Mbits/sec
[  3] 5.0000-6.0000 sec   648 KBytes  5.31 Mbits/sec
[  1] 6.0000-7.0000 sec  10.7 MBytes  89.9 Mbits/sec
[  2] 6.0000-7.0000 sec  2.79 MBytes  23.4 Mbits/sec
[  4] 6.0000-7.0000 sec  2.33 MBytes  19.5 Mbits/sec
[  5] 6.0000-7.0000 sec  1.82 MBytes  15.3 Mbits/sec
[  3] 6.0000-7.0000 sec   619 KBytes  5.07 Mbits/sec
[  2] 7.0000-8.0000 sec  2.89 MBytes  24.3 Mbits/sec
[  1] 7.0000-8.0000 sec  10.8 MBytes  90.3 Mbits/sec
[  5] 7.0000-8.0000 sec  1.71 MBytes  14.3 Mbits/sec
[  3] 7.0000-8.0000 sec   341 KBytes  2.79 Mbits/sec
[  4] 7.0000-8.0000 sec  1.92 MBytes  16.1 Mbits/sec
[  1] 8.0000-9.0000 sec  10.9 MBytes  91.3 Mbits/sec
[  4] 8.0000-9.0000 sec  2.71 MBytes  22.8 Mbits/sec
[  2] 8.0000-9.0000 sec  3.17 MBytes  26.6 Mbits/sec
[  5] 8.0000-9.0000 sec  1.63 MBytes  13.7 Mbits/sec
[  3] 8.0000-9.0000 sec   730 KBytes  5.98 Mbits/sec
[  1] 9.0000-10.0000 sec  10.9 MBytes  91.3 Mbits/sec
[  2] 9.0000-10.0000 sec  3.50 MBytes  29.4 Mbits/sec
[  4] 9.0000-10.0000 sec  2.20 MBytes  18.4 Mbits/sec
[  5] 9.0000-10.0000 sec   525 KBytes  4.30 Mbits/sec
[  3] 9.0000-10.0000 sec   477 KBytes  3.90 Mbits/sec
[  2] 10.0000-10.2573 sec  1.25 MBytes  40.6 Mbits/sec
[  2] 0.0000-10.2573 sec  38.1 MBytes  31.2 Mbits/sec
[  1] 10.0000-10.4894 sec  5.37 MBytes  92.0 Mbits/sec
[  1] 0.0000-10.4894 sec   111 MBytes  89.1 Mbits/sec
[  5] 10.0000-11.0000 sec  2.52 MBytes  21.1 Mbits/sec
[  3] 10.0000-11.0000 sec  1.64 MBytes  13.8 Mbits/sec
[  4] 10.0000-11.0000 sec  2.82 MBytes  23.7 Mbits/sec
[  3] 0.0000-11.0505 sec  8.72 MBytes  6.62 Mbits/sec
[  4] 11.0000-11.4366 sec  1.90 MBytes  36.4 Mbits/sec
[  4] 0.0000-11.4366 sec  30.2 MBytes  22.1 Mbits/sec
[  5] 11.0000-12.0000 sec  4.08 MBytes  34.3 Mbits/sec
[  5] 0.0000-12.0426 sec  29.0 MBytes  20.2 Mbits/sec
