------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.4.2 port 5001 connected with 192.168.1.2 port 60582
[  2] local 192.168.4.2 port 5001 connected with 192.168.2.2 port 35956
[  3] local 192.168.4.2 port 5001 connected with 192.168.5.2 port 40048
[  4] local 192.168.4.2 port 5001 connected with 192.168.8.2 port 36610
[  6] local 192.168.4.2 port 5001 connected with 192.168.10.2 port 46832
[  5] local 192.168.4.2 port 5001 connected with 192.168.9.2 port 32944
[ ID] Interval       Transfer     Bandwidth
[  4] 0.0000-1.0000 sec  7.05 MBytes  59.1 Mbits/sec
[  1] 0.0000-1.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  2] 0.0000-1.0000 sec  2.83 MBytes  23.8 Mbits/sec
[  3] 0.0000-1.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  6] 0.0000-1.0000 sec  3.30 MBytes  27.7 Mbits/sec
[  5] 0.0000-1.0000 sec  1.61 MBytes  13.5 Mbits/sec
[  1] 1.0000-2.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  2] 1.0000-2.0000 sec  3.00 MBytes  25.2 Mbits/sec
[  3] 1.0000-2.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  4] 1.0000-2.0000 sec  8.07 MBytes  67.7 Mbits/sec
[  6] 1.0000-2.0000 sec  4.19 MBytes  35.1 Mbits/sec
[  5] 1.0000-2.0000 sec  1.03 MBytes  8.62 Mbits/sec
[  1] 2.0000-3.0000 sec  6.26 MBytes  52.5 Mbits/sec
[  2] 2.0000-3.0000 sec  2.97 MBytes  24.9 Mbits/sec
[  4] 2.0000-3.0000 sec  8.57 MBytes  71.9 Mbits/sec
[  6] 2.0000-3.0000 sec  4.97 MBytes  41.7 Mbits/sec
[  3] 2.0000-3.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  5] 2.0000-3.0000 sec   921 KBytes  7.54 Mbits/sec
[  2] 3.0000-4.0000 sec  3.85 MBytes  32.3 Mbits/sec
[  4] 3.0000-4.0000 sec  8.37 MBytes  70.2 Mbits/sec
[  6] 3.0000-4.0000 sec  5.58 MBytes  46.8 Mbits/sec
[  1] 3.0000-4.0000 sec  5.71 MBytes  47.9 Mbits/sec
[  3] 3.0000-4.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  5] 3.0000-4.0000 sec   772 KBytes  6.32 Mbits/sec
[  4] 4.0000-5.0000 sec  8.27 MBytes  69.4 Mbits/sec
[  1] 4.0000-5.0000 sec  5.09 MBytes  42.7 Mbits/sec
[  2] 4.0000-5.0000 sec  4.55 MBytes  38.2 Mbits/sec
[  3] 4.0000-5.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  6] 4.0000-5.0000 sec  6.00 MBytes  50.3 Mbits/sec
[  5] 4.0000-5.0000 sec   734 KBytes  6.01 Mbits/sec
[  1] 5.0000-6.0000 sec  4.69 MBytes  39.4 Mbits/sec
[  2] 5.0000-6.0000 sec  5.24 MBytes  44.0 Mbits/sec
[  4] 5.0000-6.0000 sec  8.36 MBytes  70.1 Mbits/sec
[  6] 5.0000-6.0000 sec  6.30 MBytes  52.9 Mbits/sec
[  3] 5.0000-6.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  5] 5.0000-6.0000 sec   834 KBytes  6.83 Mbits/sec
[  2] 6.0000-7.0000 sec  6.32 MBytes  53.1 Mbits/sec
[  4] 6.0000-7.0000 sec  8.60 MBytes  72.1 Mbits/sec
[  6] 6.0000-7.0000 sec  6.49 MBytes  54.4 Mbits/sec
[  1] 6.0000-7.0000 sec  4.13 MBytes  34.7 Mbits/sec
[  3] 6.0000-7.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  5] 6.0000-7.0000 sec  1024 KBytes  8.39 Mbits/sec
[  1] 7.0000-8.0000 sec  5.30 MBytes  44.5 Mbits/sec
[  4] 7.0000-8.0000 sec  8.88 MBytes  74.5 Mbits/sec
[  6] 7.0000-8.0000 sec  6.61 MBytes  55.5 Mbits/sec
[  2] 7.0000-8.0000 sec  6.35 MBytes  53.2 Mbits/sec
[  3] 7.0000-8.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  5] 7.0000-8.0000 sec  1.35 MBytes  11.3 Mbits/sec
[  1] 8.0000-9.0000 sec  6.40 MBytes  53.7 Mbits/sec
[  2] 8.0000-9.0000 sec  6.32 MBytes  53.1 Mbits/sec
[  3] 8.0000-9.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  4] 8.0000-9.0000 sec  9.12 MBytes  76.5 Mbits/sec
[  6] 8.0000-9.0000 sec  6.66 MBytes  55.9 Mbits/sec
[  5] 8.0000-9.0000 sec  1.60 MBytes  13.4 Mbits/sec
[  1] 9.0000-10.0000 sec  6.19 MBytes  52.0 Mbits/sec
[  2] 9.0000-10.0000 sec  6.31 MBytes  52.9 Mbits/sec
[  4] 9.0000-10.0000 sec  9.30 MBytes  78.0 Mbits/sec
[  3] 9.0000-10.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  3] 0.0000-10.0098 sec  82.6 MBytes  69.2 Mbits/sec
[  6] 9.0000-10.0000 sec  3.04 MBytes  25.5 Mbits/sec
[  5] 9.0000-10.0000 sec  1.60 MBytes  13.5 Mbits/sec
[  2] 10.0000-10.2972 sec  1.86 MBytes  52.6 Mbits/sec
[  2] 0.0000-10.2972 sec  49.6 MBytes  40.4 Mbits/sec
[  1] 10.0000-10.9305 sec  5.85 MBytes  52.7 Mbits/sec
[  1] 0.0000-10.9305 sec  63.6 MBytes  48.8 Mbits/sec
[  5] 10.0000-10.9633 sec  1.38 MBytes  12.1 Mbits/sec
[  5] 0.0000-10.9633 sec  12.8 MBytes  9.76 Mbits/sec
[  6] 10.0000-11.0000 sec  10.8 MBytes  90.5 Mbits/sec
[  4] 10.0000-11.0000 sec  7.57 MBytes  63.5 Mbits/sec
[  4] 0.0000-11.2206 sec  95.6 MBytes  71.5 Mbits/sec
[  6] 11.0000-11.4568 sec  3.17 MBytes  58.2 Mbits/sec
[  6] 0.0000-11.4568 sec  67.1 MBytes  49.1 Mbits/sec
