------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.1.2 port 5001 connected with 192.168.2.2 port 48312
[  2] local 192.168.1.2 port 5001 connected with 192.168.4.2 port 43728
[  3] local 192.168.1.2 port 5001 connected with 192.168.3.2 port 46654
[  4] local 192.168.1.2 port 5001 connected with 192.168.8.2 port 51048
[  5] local 192.168.1.2 port 5001 connected with 192.168.6.2 port 60520
[  6] local 192.168.1.2 port 5001 connected with 192.168.7.2 port 50136
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  10.9 MBytes  91.2 Mbits/sec
[  2] 0.0000-1.0000 sec  7.85 MBytes  65.9 Mbits/sec
[  3] 0.0000-1.0000 sec  4.54 MBytes  38.1 Mbits/sec
[  4] 0.0000-1.0000 sec  6.65 MBytes  55.8 Mbits/sec
[  5] 0.0000-1.0000 sec  6.63 MBytes  55.7 Mbits/sec
[  6] 0.0000-1.0000 sec  3.25 MBytes  27.3 Mbits/sec
[  2] 1.0000-2.0000 sec  9.39 MBytes  78.7 Mbits/sec
[  1] 1.0000-2.0000 sec  10.9 MBytes  91.2 Mbits/sec
[  3] 1.0000-2.0000 sec  4.37 MBytes  36.6 Mbits/sec
[  4] 1.0000-2.0000 sec  6.63 MBytes  55.6 Mbits/sec
[  5] 1.0000-2.0000 sec  6.74 MBytes  56.5 Mbits/sec
[  6] 1.0000-2.0000 sec  1.88 MBytes  15.8 Mbits/sec
[  2] 2.0000-3.0000 sec  9.91 MBytes  83.1 Mbits/sec
[  1] 2.0000-3.0000 sec  10.9 MBytes  91.2 Mbits/sec
[  3] 2.0000-3.0000 sec  4.47 MBytes  37.5 Mbits/sec
[  4] 2.0000-3.0000 sec  6.62 MBytes  55.6 Mbits/sec
[  5] 2.0000-3.0000 sec  6.73 MBytes  56.4 Mbits/sec
[  6] 2.0000-3.0000 sec  1.28 MBytes  10.7 Mbits/sec
[  2] 3.0000-4.0000 sec  10.2 MBytes  85.4 Mbits/sec
[  3] 3.0000-4.0000 sec  4.38 MBytes  36.7 Mbits/sec
[  1] 3.0000-4.0000 sec  10.9 MBytes  91.1 Mbits/sec
[  4] 3.0000-4.0000 sec  6.62 MBytes  55.6 Mbits/sec
[  5] 3.0000-4.0000 sec  6.68 MBytes  56.0 Mbits/sec
[  6] 3.0000-4.0000 sec   997 KBytes  8.17 Mbits/sec
[  2] 4.0000-5.0000 sec  10.3 MBytes  86.4 Mbits/sec
[  1] 4.0000-5.0000 sec  10.9 MBytes  91.4 Mbits/sec
[  3] 4.0000-5.0000 sec  4.30 MBytes  36.1 Mbits/sec
[  4] 4.0000-5.0000 sec  6.63 MBytes  55.6 Mbits/sec
[  5] 4.0000-5.0000 sec  6.74 MBytes  56.5 Mbits/sec
