------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.2.2 port 5001 connected with 192.168.1.2 port 43688
[  2] local 192.168.2.2 port 5001 connected with 192.168.5.2 port 38882
[  3] local 192.168.2.2 port 5001 connected with 192.168.3.2 port 54600
[  4] local 192.168.2.2 port 5001 connected with 192.168.7.2 port 43814
[  5] local 192.168.2.2 port 5001 connected with 192.168.8.2 port 33326
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec   847 KBytes  6.94 Mbits/sec
[  2] 0.0000-1.0000 sec  6.83 MBytes  57.3 Mbits/sec
[  5] 0.0000-1.0000 sec   844 KBytes  6.92 Mbits/sec
[  3] 0.0000-1.0000 sec  2.81 MBytes  23.6 Mbits/sec
[  4] 0.0000-1.0000 sec  4.49 MBytes  37.7 Mbits/sec
[  1] 1.0000-2.0000 sec   783 KBytes  6.42 Mbits/sec
[  2] 1.0000-2.0000 sec  6.23 MBytes  52.3 Mbits/sec
[  3] 1.0000-2.0000 sec  3.42 MBytes  28.6 Mbits/sec
[  4] 1.0000-2.0000 sec  4.37 MBytes  36.7 Mbits/sec
[  5] 1.0000-2.0000 sec   897 KBytes  7.34 Mbits/sec
[  1] 2.0000-3.0000 sec   929 KBytes  7.61 Mbits/sec
[  2] 2.0000-3.0000 sec  5.99 MBytes  50.3 Mbits/sec
[  3] 2.0000-3.0000 sec  3.51 MBytes  29.5 Mbits/sec
[  5] 2.0000-3.0000 sec   897 KBytes  7.34 Mbits/sec
[  4] 2.0000-3.0000 sec  4.39 MBytes  36.8 Mbits/sec
[  1] 3.0000-4.0000 sec  1.19 MBytes  10.0 Mbits/sec
[  2] 3.0000-4.0000 sec  5.67 MBytes  47.6 Mbits/sec
[  4] 3.0000-4.0000 sec  4.40 MBytes  36.9 Mbits/sec
[  5] 3.0000-4.0000 sec   897 KBytes  7.34 Mbits/sec
[  3] 3.0000-4.0000 sec  3.57 MBytes  29.9 Mbits/sec
[  1] 4.0000-5.0000 sec  1.16 MBytes  9.71 Mbits/sec
[  5] 4.0000-5.0000 sec  1015 KBytes  8.32 Mbits/sec
[  2] 4.0000-5.0000 sec  4.11 MBytes  34.5 Mbits/sec
[  3] 4.0000-5.0000 sec  3.56 MBytes  29.9 Mbits/sec
[  4] 4.0000-5.0000 sec  4.36 MBytes  36.6 Mbits/sec
[  1] 5.0000-6.0000 sec   970 KBytes  7.95 Mbits/sec
[  2] 5.0000-6.0000 sec  3.23 MBytes  27.1 Mbits/sec
[  3] 5.0000-6.0000 sec  3.18 MBytes  26.7 Mbits/sec
[  4] 5.0000-6.0000 sec  4.36 MBytes  36.6 Mbits/sec
[  5] 5.0000-6.0000 sec   790 KBytes  6.48 Mbits/sec
[  2] 6.0000-7.0000 sec  2.59 MBytes  21.7 Mbits/sec
[  3] 6.0000-7.0000 sec  3.25 MBytes  27.2 Mbits/sec
[  1] 6.0000-7.0000 sec   925 KBytes  7.58 Mbits/sec
[  5] 6.0000-7.0000 sec   888 KBytes  7.27 Mbits/sec
[  4] 6.0000-7.0000 sec  4.37 MBytes  36.6 Mbits/sec
[  1] 7.0000-8.0000 sec  1.20 MBytes  10.1 Mbits/sec
[  2] 7.0000-8.0000 sec  3.69 MBytes  30.9 Mbits/sec
[  3] 7.0000-8.0000 sec  3.51 MBytes  29.4 Mbits/sec
[  4] 7.0000-8.0000 sec  4.43 MBytes  37.1 Mbits/sec
[  5] 7.0000-8.0000 sec   823 KBytes  6.74 Mbits/sec
[  1] 8.0000-9.0000 sec  1.53 MBytes  12.8 Mbits/sec
[  2] 8.0000-9.0000 sec  4.93 MBytes  41.4 Mbits/sec
[  3] 8.0000-9.0000 sec  3.69 MBytes  30.9 Mbits/sec
[  4] 8.0000-9.0000 sec  4.47 MBytes  37.5 Mbits/sec
[  5] 8.0000-9.0000 sec  1.18 MBytes  9.94 Mbits/sec
[  1] 9.0000-10.0000 sec  1.49 MBytes  12.5 Mbits/sec
[  2] 9.0000-10.0000 sec  4.80 MBytes  40.2 Mbits/sec
[  3] 9.0000-10.0000 sec  3.91 MBytes  32.8 Mbits/sec
[  4] 9.0000-10.0000 sec  4.47 MBytes  37.5 Mbits/sec
[  5] 9.0000-10.0000 sec  1.11 MBytes  9.30 Mbits/sec
[  4] 10.0000-10.2642 sec  2.27 MBytes  71.9 Mbits/sec
[  4] 0.0000-10.2642 sec  46.4 MBytes  37.9 Mbits/sec
[  3] 10.0000-11.0000 sec  3.04 MBytes  25.5 Mbits/sec
[  5] 10.0000-11.0000 sec  1004 KBytes  8.22 Mbits/sec
[  2] 10.0000-11.0000 sec  2.58 MBytes  21.6 Mbits/sec
[  1] 10.0000-11.0000 sec   796 KBytes  6.52 Mbits/sec
[  2] 0.0000-11.1280 sec  52.3 MBytes  39.4 Mbits/sec
[  1] 0.0000-11.1298 sec  12.0 MBytes  9.07 Mbits/sec
[  5] 11.0000-11.4217 sec  1.83 MBytes  36.3 Mbits/sec
[  5] 0.0000-11.4217 sec  12.0 MBytes  8.80 Mbits/sec
[  3] 11.0000-11.5785 sec  6.71 MBytes  97.3 Mbits/sec
[  3] 0.0000-11.5785 sec  44.2 MBytes  32.0 Mbits/sec
