------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.5.2 port 5001 connected with 192.168.1.2 port 41086
[  2] local 192.168.5.2 port 5001 connected with 192.168.3.2 port 44202
[  3] local 192.168.5.2 port 5001 connected with 192.168.6.2 port 58092
[  4] local 192.168.5.2 port 5001 connected with 192.168.8.2 port 58202
[  5] local 192.168.5.2 port 5001 connected with 192.168.4.2 port 50456
[  6] local 192.168.5.2 port 5001 connected with 192.168.9.2 port 41324
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  3.11 MBytes  26.1 Mbits/sec
[  2] 0.0000-1.0000 sec  9.00 MBytes  75.5 Mbits/sec
[  3] 0.0000-1.0000 sec  11.0 MBytes  92.3 Mbits/sec
[  4] 0.0000-1.0000 sec  6.88 MBytes  57.7 Mbits/sec
[  6] 0.0000-1.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  5] 0.0000-1.0000 sec  8.32 MBytes  69.8 Mbits/sec
[  1] 1.0000-2.0000 sec  3.63 MBytes  30.4 Mbits/sec
[  2] 1.0000-2.0000 sec  9.00 MBytes  75.5 Mbits/sec
[  3] 1.0000-2.0000 sec  11.0 MBytes  92.3 Mbits/sec
[  6] 1.0000-2.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  4] 1.0000-2.0000 sec  6.88 MBytes  57.7 Mbits/sec
[  5] 1.0000-2.0000 sec  7.75 MBytes  65.0 Mbits/sec
[  1] 2.0000-3.0000 sec  4.05 MBytes  34.0 Mbits/sec
[  2] 2.0000-3.0000 sec  9.00 MBytes  75.5 Mbits/sec
[  6] 2.0000-3.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  3] 2.0000-3.0000 sec  11.0 MBytes  92.2 Mbits/sec
[  4] 2.0000-3.0000 sec  6.88 MBytes  57.7 Mbits/sec
[  5] 2.0000-3.0000 sec  7.32 MBytes  61.4 Mbits/sec
[  1] 3.0000-4.0000 sec  4.06 MBytes  34.1 Mbits/sec
[  2] 3.0000-4.0000 sec  9.00 MBytes  75.5 Mbits/sec
[  3] 3.0000-4.0000 sec  11.0 MBytes  92.3 Mbits/sec
[  4] 3.0000-4.0000 sec  6.88 MBytes  57.7 Mbits/sec
[  5] 3.0000-4.0000 sec  7.34 MBytes  61.6 Mbits/sec
[  6] 3.0000-4.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  1] 4.0000-5.0000 sec  4.02 MBytes  33.7 Mbits/sec
[  2] 4.0000-5.0000 sec  9.00 MBytes  75.5 Mbits/sec
