------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.2.2 port 5001 connected with 192.168.1.2 port 47722
[  2] local 192.168.2.2 port 5001 connected with 192.168.4.2 port 35416
[  3] local 192.168.2.2 port 5001 connected with 192.168.5.2 port 52430
[  4] local 192.168.2.2 port 5001 connected with 192.168.6.2 port 39336
[  5] local 192.168.2.2 port 5001 connected with 192.168.3.2 port 43620
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  6.75 MBytes  56.6 Mbits/sec
[  5] 0.0000-1.0000 sec   305 KBytes  2.50 Mbits/sec
[  3] 0.0000-1.0000 sec  2.75 MBytes  23.0 Mbits/sec
[  4] 0.0000-1.0000 sec  1.14 MBytes  9.59 Mbits/sec
[  1] 0.0000-1.0000 sec   451 KBytes  3.70 Mbits/sec
[  2] 1.0000-2.0000 sec  7.17 MBytes  60.2 Mbits/sec
[  3] 1.0000-2.0000 sec  2.84 MBytes  23.8 Mbits/sec
[  4] 1.0000-2.0000 sec   858 KBytes  7.03 Mbits/sec
[  5] 1.0000-2.0000 sec   255 KBytes  2.09 Mbits/sec
[  1] 1.0000-2.0000 sec   250 KBytes  2.05 Mbits/sec
[  2] 2.0000-3.0000 sec  7.27 MBytes  61.0 Mbits/sec
[  3] 2.0000-3.0000 sec  2.95 MBytes  24.7 Mbits/sec
[  4] 2.0000-3.0000 sec   718 KBytes  5.88 Mbits/sec
[  5] 2.0000-3.0000 sec   216 KBytes  1.77 Mbits/sec
[  1] 2.0000-3.0000 sec   225 KBytes  1.84 Mbits/sec
[  2] 3.0000-4.0000 sec  7.23 MBytes  60.6 Mbits/sec
[  1] 3.0000-4.0000 sec   225 KBytes  1.84 Mbits/sec
[  3] 3.0000-4.0000 sec  3.05 MBytes  25.6 Mbits/sec
[  4] 3.0000-4.0000 sec   670 KBytes  5.49 Mbits/sec
[  5] 3.0000-4.0000 sec   209 KBytes  1.71 Mbits/sec
[  1] 4.0000-5.0000 sec   191 KBytes  1.56 Mbits/sec
[  2] 4.0000-5.0000 sec  7.27 MBytes  61.0 Mbits/sec
[  3] 4.0000-5.0000 sec  3.06 MBytes  25.7 Mbits/sec
[  4] 4.0000-5.0000 sec   660 KBytes  5.41 Mbits/sec
[  5] 4.0000-5.0000 sec   197 KBytes  1.61 Mbits/sec
[  1] 5.0000-6.0000 sec   164 KBytes  1.34 Mbits/sec
[  2] 5.0000-6.0000 sec  7.31 MBytes  61.3 Mbits/sec
[  3] 5.0000-6.0000 sec  3.05 MBytes  25.6 Mbits/sec
[  4] 5.0000-6.0000 sec   690 KBytes  5.65 Mbits/sec
[  5] 5.0000-6.0000 sec   194 KBytes  1.59 Mbits/sec
[  1] 6.0000-7.0000 sec   240 KBytes  1.97 Mbits/sec
[  5] 6.0000-7.0000 sec   188 KBytes  1.54 Mbits/sec
[  2] 6.0000-7.0000 sec  5.32 MBytes  44.6 Mbits/sec
[  3] 6.0000-7.0000 sec  2.26 MBytes  19.0 Mbits/sec
[  4] 6.0000-7.0000 sec   533 KBytes  4.37 Mbits/sec
[  2] 7.0000-8.0000 sec  8.80 MBytes  73.8 Mbits/sec
[  3] 7.0000-8.0000 sec  3.88 MBytes  32.6 Mbits/sec
[  4] 7.0000-8.0000 sec   922 KBytes  7.55 Mbits/sec
[  5] 7.0000-8.0000 sec   286 KBytes  2.34 Mbits/sec
[  1] 7.0000-8.0000 sec  46.7 KBytes   382 Kbits/sec
[  2] 8.0000-9.0000 sec  7.02 MBytes  58.9 Mbits/sec
[  3] 8.0000-9.0000 sec  2.97 MBytes  25.0 Mbits/sec
[  4] 8.0000-9.0000 sec   782 KBytes  6.41 Mbits/sec
[  1] 8.0000-9.0000 sec   177 KBytes  1.45 Mbits/sec
[  5] 8.0000-9.0000 sec  5.66 KBytes  46.3 Kbits/sec
[  2] 9.0000-10.0000 sec  6.90 MBytes  57.9 Mbits/sec
[  3] 9.0000-10.0000 sec  2.32 MBytes  19.5 Mbits/sec
[  4] 9.0000-10.0000 sec   800 KBytes  6.56 Mbits/sec
[  1] 9.0000-10.0000 sec   526 KBytes  4.31 Mbits/sec
[  5] 9.0000-10.0000 sec   679 KBytes  5.56 Mbits/sec
[  2] 10.0000-10.6268 sec  4.08 MBytes  54.6 Mbits/sec
[  2] 0.0000-10.6268 sec  75.1 MBytes  59.3 Mbits/sec
[  3] 10.0000-10.9925 sec  6.18 MBytes  52.3 Mbits/sec
[  3] 0.0000-10.9925 sec  35.3 MBytes  27.0 Mbits/sec
[  1] 10.0000-11.0000 sec   324 KBytes  2.65 Mbits/sec
[  4] 10.0000-11.0000 sec  1.02 MBytes  8.54 Mbits/sec
[  5] 10.0000-11.0000 sec   420 KBytes  3.44 Mbits/sec
[  4] 0.0000-11.1538 sec  9.45 MBytes  7.10 Mbits/sec
[  1] 11.0000-11.2986 sec   813 KBytes  22.3 Mbits/sec
[  1] 0.0000-11.2986 sec  3.55 MBytes  2.63 Mbits/sec
[  5] 11.0000-11.4982 sec   704 KBytes  11.6 Mbits/sec
[  5] 0.0000-11.4982 sec  3.57 MBytes  2.61 Mbits/sec
