------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.5.2 port 5001 connected with 192.168.4.2 port 57182
[  2] local 192.168.5.2 port 5001 connected with 192.168.3.2 port 34382
[  3] local 192.168.5.2 port 5001 connected with 192.168.6.2 port 34594
[  4] local 192.168.5.2 port 5001 connected with 192.168.9.2 port 42796
[  5] local 192.168.5.2 port 5001 connected with 192.168.7.2 port 56434
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  3.69 MBytes  31.0 Mbits/sec
[  1] 0.0000-1.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  4] 0.0000-1.0000 sec  3.18 MBytes  26.7 Mbits/sec
[  5] 0.0000-1.0000 sec  1.35 MBytes  11.3 Mbits/sec
[  3] 0.0000-1.0000 sec  3.09 MBytes  25.9 Mbits/sec
[  2] 1.0000-2.0000 sec  2.58 MBytes  21.7 Mbits/sec
[  1] 1.0000-2.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  4] 1.0000-2.0000 sec  3.04 MBytes  25.5 Mbits/sec
[  3] 1.0000-2.0000 sec  4.45 MBytes  37.3 Mbits/sec
[  5] 1.0000-2.0000 sec  1.20 MBytes  10.0 Mbits/sec
[  2] 2.0000-3.0000 sec  1.91 MBytes  16.0 Mbits/sec
[  1] 2.0000-3.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  4] 2.0000-3.0000 sec  2.81 MBytes  23.6 Mbits/sec
[  3] 2.0000-3.0000 sec  5.54 MBytes  46.5 Mbits/sec
[  5] 2.0000-3.0000 sec  1.05 MBytes  8.77 Mbits/sec
[  2] 3.0000-4.0000 sec  1.45 MBytes  12.1 Mbits/sec
[  1] 3.0000-4.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  4] 3.0000-4.0000 sec  2.41 MBytes  20.2 Mbits/sec
[  5] 3.0000-4.0000 sec   980 KBytes  8.03 Mbits/sec
[  3] 3.0000-4.0000 sec  6.51 MBytes  54.6 Mbits/sec
[  2] 4.0000-5.0000 sec  1.16 MBytes  9.74 Mbits/sec
[  1] 4.0000-5.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  4] 4.0000-5.0000 sec  2.26 MBytes  19.0 Mbits/sec
[  3] 4.0000-5.0000 sec  7.10 MBytes  59.6 Mbits/sec
[  5] 4.0000-5.0000 sec   830 KBytes  6.80 Mbits/sec
[  2] 5.0000-6.0000 sec  1.02 MBytes  8.60 Mbits/sec
[  1] 5.0000-6.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  4] 5.0000-6.0000 sec  1.97 MBytes  16.5 Mbits/sec
[  3] 5.0000-6.0000 sec  7.52 MBytes  63.1 Mbits/sec
[  5] 5.0000-6.0000 sec   793 KBytes  6.50 Mbits/sec
[  1] 6.0000-7.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  2] 6.0000-7.0000 sec  1.06 MBytes  8.88 Mbits/sec
[  4] 6.0000-7.0000 sec  1.86 MBytes  15.6 Mbits/sec
[  5] 6.0000-7.0000 sec   769 KBytes  6.30 Mbits/sec
[  3] 6.0000-7.0000 sec  7.68 MBytes  64.4 Mbits/sec
[  1] 7.0000-8.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  2] 7.0000-8.0000 sec  1.12 MBytes  9.42 Mbits/sec
[  4] 7.0000-8.0000 sec   969 KBytes  7.94 Mbits/sec
[  5] 7.0000-8.0000 sec   264 KBytes  2.17 Mbits/sec
[  3] 7.0000-8.0000 sec  7.53 MBytes  63.2 Mbits/sec
[  2] 8.0000-9.0000 sec  1.66 MBytes  13.9 Mbits/sec
[  1] 8.0000-9.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  4] 8.0000-9.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  5] 8.0000-9.0000 sec  1.01 MBytes  8.51 Mbits/sec
[  3] 8.0000-9.0000 sec  7.51 MBytes  63.0 Mbits/sec
[  2] 9.0000-10.0000 sec  2.14 MBytes  17.9 Mbits/sec
[  1] 9.0000-10.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  1] 0.0000-10.0106 sec   106 MBytes  89.1 Mbits/sec
[  3] 9.0000-10.0000 sec  6.84 MBytes  57.4 Mbits/sec
[  4] 9.0000-10.0000 sec  1.05 MBytes  8.79 Mbits/sec
[  5] 9.0000-10.0000 sec   592 KBytes  4.85 Mbits/sec
[  2] 10.0000-10.5901 sec  1.58 MBytes  22.5 Mbits/sec
[  2] 0.0000-10.5901 sec  19.4 MBytes  15.3 Mbits/sec
[  3] 10.0000-11.0000 sec  7.22 MBytes  60.5 Mbits/sec
[  5] 10.0000-11.0000 sec  1.16 MBytes  9.72 Mbits/sec
[  4] 10.0000-11.0000 sec   585 KBytes  4.80 Mbits/sec
[  3] 11.0000-11.2820 sec  2.24 MBytes  66.8 Mbits/sec
[  3] 0.0000-11.2820 sec  73.2 MBytes  54.5 Mbits/sec
[  5] 11.0000-11.4506 sec  1.14 MBytes  21.3 Mbits/sec
[  5] 0.0000-11.4506 sec  11.0 MBytes  8.09 Mbits/sec
[  4] 11.0000-11.9362 sec  5.45 MBytes  48.8 Mbits/sec
[  4] 0.0000-11.9362 sec  28.0 MBytes  19.7 Mbits/sec
