------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.4.2 port 5001 connected with 192.168.1.2 port 59096
[  2] local 192.168.4.2 port 5001 connected with 192.168.2.2 port 58578
[  3] local 192.168.4.2 port 5001 connected with 192.168.3.2 port 34188
[  4] local 192.168.4.2 port 5001 connected with 192.168.6.2 port 44386
[  5] local 192.168.4.2 port 5001 connected with 192.168.8.2 port 59296
[  6] local 192.168.4.2 port 5001 connected with 192.168.9.2 port 48196
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  1.58 MBytes  13.3 Mbits/sec
[  3] 0.0000-1.0000 sec  9.84 MBytes  82.5 Mbits/sec
[  1] 0.0000-1.0000 sec  7.38 MBytes  61.9 Mbits/sec
[  6] 0.0000-1.0000 sec  5.03 MBytes  42.2 Mbits/sec
[  4] 0.0000-1.0000 sec  6.37 MBytes  53.5 Mbits/sec
[  5] 0.0000-1.0000 sec  1.74 MBytes  14.6 Mbits/sec
[  2] 1.0000-2.0000 sec   822 KBytes  6.73 Mbits/sec
[  1] 1.0000-2.0000 sec  7.38 MBytes  61.9 Mbits/sec
[  4] 1.0000-2.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  3] 1.0000-2.0000 sec  10.6 MBytes  88.5 Mbits/sec
[  6] 1.0000-2.0000 sec  4.81 MBytes  40.3 Mbits/sec
[  5] 1.0000-2.0000 sec  1.56 MBytes  13.1 Mbits/sec
[  1] 2.0000-3.0000 sec  7.38 MBytes  61.9 Mbits/sec
[  4] 2.0000-3.0000 sec  6.48 MBytes  54.3 Mbits/sec
[  2] 2.0000-3.0000 sec   642 KBytes  5.26 Mbits/sec
[  3] 2.0000-3.0000 sec  10.7 MBytes  90.0 Mbits/sec
[  6] 2.0000-3.0000 sec  4.88 MBytes  40.9 Mbits/sec
[  5] 2.0000-3.0000 sec  1.62 MBytes  13.6 Mbits/sec
[  2] 3.0000-4.0000 sec   665 KBytes  5.44 Mbits/sec
[  3] 3.0000-4.0000 sec  10.7 MBytes  89.9 Mbits/sec
