------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.6.2 port 5001 connected with 192.168.1.2 port 55826
[  2] local 192.168.6.2 port 5001 connected with 192.168.2.2 port 40354
[  3] local 192.168.6.2 port 5001 connected with 192.168.3.2 port 38628
[  4] local 192.168.6.2 port 5001 connected with 192.168.4.2 port 43958
[  5] local 192.168.6.2 port 5001 connected with 192.168.5.2 port 32830
[ ID] Interval       Transfer     Bandwidth
[  5] 0.0000-1.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  1] 0.0000-1.0000 sec   628 KBytes  5.14 Mbits/sec
[  2] 0.0000-1.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  4] 0.0000-1.0000 sec  11.1 MBytes  93.5 Mbits/sec
[  3] 0.0000-1.0000 sec  1.02 MBytes  8.60 Mbits/sec
[  2] 1.0000-2.0000 sec  10.8 MBytes  90.9 Mbits/sec
[  4] 1.0000-2.0000 sec  11.3 MBytes  95.2 Mbits/sec
[  5] 1.0000-2.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  3] 1.0000-2.0000 sec   581 KBytes  4.76 Mbits/sec
[  1] 1.0000-2.0000 sec   321 KBytes  2.63 Mbits/sec
[  2] 2.0000-3.0000 sec  10.9 MBytes  91.6 Mbits/sec
[  5] 2.0000-3.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  1] 2.0000-3.0000 sec   266 KBytes  2.18 Mbits/sec
[  3] 2.0000-3.0000 sec   484 KBytes  3.96 Mbits/sec
[  4] 2.0000-3.0000 sec  11.4 MBytes  95.2 Mbits/sec
[  5] 3.0000-4.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  2] 3.0000-4.0000 sec  11.0 MBytes  92.2 Mbits/sec
[  3] 3.0000-4.0000 sec   419 KBytes  3.43 Mbits/sec
[  4] 3.0000-4.0000 sec  11.3 MBytes  95.2 Mbits/sec
[  1] 3.0000-4.0000 sec   334 KBytes  2.73 Mbits/sec
[  5] 4.0000-5.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  1] 4.0000-5.0000 sec   349 KBytes  2.86 Mbits/sec
[  2] 4.0000-5.0000 sec  11.0 MBytes  92.3 Mbits/sec
[  4] 4.0000-5.0000 sec  11.3 MBytes  94.9 Mbits/sec
[  3] 4.0000-5.0000 sec   382 KBytes  3.13 Mbits/sec
[  1] 5.0000-6.0000 sec   387 KBytes  3.17 Mbits/sec
[  2] 5.0000-6.0000 sec  11.0 MBytes  92.7 Mbits/sec
[  4] 5.0000-6.0000 sec  11.3 MBytes  95.0 Mbits/sec
[  5] 5.0000-6.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  3] 5.0000-6.0000 sec   358 KBytes  2.93 Mbits/sec
[  5] 6.0000-7.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  1] 6.0000-7.0000 sec   378 KBytes  3.09 Mbits/sec
[  2] 6.0000-7.0000 sec  11.1 MBytes  93.0 Mbits/sec
[  4] 6.0000-7.0000 sec  11.4 MBytes  95.2 Mbits/sec
[  3] 6.0000-7.0000 sec   322 KBytes  2.64 Mbits/sec
[  5] 7.0000-8.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  2] 7.0000-8.0000 sec  11.1 MBytes  93.1 Mbits/sec
[  3] 7.0000-8.0000 sec   304 KBytes  2.49 Mbits/sec
[  4] 7.0000-8.0000 sec  11.3 MBytes  95.1 Mbits/sec
[  1] 7.0000-8.0000 sec   516 KBytes  4.23 Mbits/sec
[  5] 8.0000-9.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  2] 8.0000-9.0000 sec  11.1 MBytes  92.9 Mbits/sec
[  3] 8.0000-9.0000 sec   338 KBytes  2.77 Mbits/sec
[  4] 8.0000-9.0000 sec  11.3 MBytes  95.2 Mbits/sec
[  1] 8.0000-9.0000 sec   706 KBytes  5.78 Mbits/sec
[  2] 9.0000-10.0000 sec  11.0 MBytes  92.4 Mbits/sec
[  5] 9.0000-10.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  4] 9.0000-10.0000 sec  11.3 MBytes  95.2 Mbits/sec
[  5] 0.0000-10.0101 sec   106 MBytes  89.1 Mbits/sec
[  1] 9.0000-10.0000 sec   621 KBytes  5.09 Mbits/sec
[  3] 9.0000-10.0000 sec   382 KBytes  3.13 Mbits/sec
[  4] 10.0000-10.5001 sec  5.67 MBytes  95.1 Mbits/sec
[  4] 0.0000-10.5001 sec   119 MBytes  95.0 Mbits/sec
[  3] 10.0000-11.0000 sec   428 KBytes  3.51 Mbits/sec
[  2] 10.0000-11.0000 sec  11.0 MBytes  92.2 Mbits/sec
[  1] 10.0000-11.0000 sec   527 KBytes  4.32 Mbits/sec
[  1] 11.0000-11.2541 sec  1.35 MBytes  44.7 Mbits/sec
[  1] 0.0000-11.2541 sec  6.27 MBytes  4.67 Mbits/sec
[  2] 11.0000-11.3446 sec  3.43 MBytes  83.6 Mbits/sec
[  2] 0.0000-11.3446 sec   124 MBytes  91.6 Mbits/sec
[  3] 11.0000-11.4952 sec  2.21 MBytes  37.5 Mbits/sec
[  3] 0.0000-11.4952 sec  7.14 MBytes  5.21 Mbits/sec
