------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.4.2 port 5001 connected with 192.168.1.2 port 59280
[  2] local 192.168.4.2 port 5001 connected with 192.168.2.2 port 49592
[  3] local 192.168.4.2 port 5001 connected with 192.168.3.2 port 42838
[  4] local 192.168.4.2 port 5001 connected with 192.168.7.2 port 57612
[  5] local 192.168.4.2 port 5001 connected with 192.168.8.2 port 37874
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  3.66 MBytes  30.7 Mbits/sec
[  1] 0.0000-1.0000 sec  1.81 MBytes  15.2 Mbits/sec
[  4] 0.0000-1.0000 sec  4.02 MBytes  33.7 Mbits/sec
[  3] 0.0000-1.0000 sec   561 KBytes  4.60 Mbits/sec
[  5] 0.0000-1.0000 sec  1.30 MBytes  10.9 Mbits/sec
[  2] 1.0000-2.0000 sec  3.33 MBytes  27.9 Mbits/sec
[  4] 1.0000-2.0000 sec  4.47 MBytes  37.5 Mbits/sec
[  1] 1.0000-2.0000 sec  1.15 MBytes  9.63 Mbits/sec
[  5] 1.0000-2.0000 sec  1.51 MBytes  12.6 Mbits/sec
[  3] 1.0000-2.0000 sec   427 KBytes  3.50 Mbits/sec
[  2] 2.0000-3.0000 sec  3.32 MBytes  27.9 Mbits/sec
[  1] 2.0000-3.0000 sec   974 KBytes  7.98 Mbits/sec
[  4] 2.0000-3.0000 sec  4.53 MBytes  38.0 Mbits/sec
[  5] 2.0000-3.0000 sec  1.80 MBytes  15.1 Mbits/sec
[  3] 2.0000-3.0000 sec   339 KBytes  2.78 Mbits/sec
[  2] 3.0000-4.0000 sec  3.23 MBytes  27.1 Mbits/sec
[  1] 3.0000-4.0000 sec   850 KBytes  6.96 Mbits/sec
[  4] 3.0000-4.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  3] 3.0000-4.0000 sec   359 KBytes  2.94 Mbits/sec
[  5] 3.0000-4.0000 sec  2.36 MBytes  19.8 Mbits/sec
[  2] 4.0000-5.0000 sec  3.01 MBytes  25.3 Mbits/sec
[  1] 4.0000-5.0000 sec   793 KBytes  6.50 Mbits/sec
[  4] 4.0000-5.0000 sec  4.34 MBytes  36.4 Mbits/sec
[  5] 4.0000-5.0000 sec  2.44 MBytes  20.4 Mbits/sec
[  3] 4.0000-5.0000 sec   378 KBytes  3.09 Mbits/sec
[  2] 5.0000-6.0000 sec  2.04 MBytes  17.1 Mbits/sec
[  1] 5.0000-6.0000 sec   717 KBytes  5.87 Mbits/sec
[  4] 5.0000-6.0000 sec  4.01 MBytes  33.7 Mbits/sec
[  3] 5.0000-6.0000 sec   409 KBytes  3.35 Mbits/sec
[  5] 5.0000-6.0000 sec  3.53 MBytes  29.6 Mbits/sec
[  2] 6.0000-7.0000 sec  1.84 MBytes  15.5 Mbits/sec
[  1] 6.0000-7.0000 sec   677 KBytes  5.55 Mbits/sec
[  3] 6.0000-7.0000 sec   457 KBytes  3.74 Mbits/sec
[  4] 6.0000-7.0000 sec  3.76 MBytes  31.5 Mbits/sec
[  5] 6.0000-7.0000 sec  4.53 MBytes  38.0 Mbits/sec
[  2] 7.0000-8.0000 sec  1.64 MBytes  13.7 Mbits/sec
[  1] 7.0000-8.0000 sec   625 KBytes  5.12 Mbits/sec
[  4] 7.0000-8.0000 sec  3.50 MBytes  29.4 Mbits/sec
[  3] 7.0000-8.0000 sec   535 KBytes  4.38 Mbits/sec
[  5] 7.0000-8.0000 sec  4.50 MBytes  37.7 Mbits/sec
[  1] 8.0000-9.0000 sec   489 KBytes  4.01 Mbits/sec
[  3] 8.0000-9.0000 sec   472 KBytes  3.87 Mbits/sec
[  4] 8.0000-9.0000 sec  3.12 MBytes  26.2 Mbits/sec
[  5] 8.0000-9.0000 sec  5.01 MBytes  42.0 Mbits/sec
[  2] 8.0000-9.0000 sec  1.59 MBytes  13.4 Mbits/sec
[  1] 9.0000-10.0000 sec   513 KBytes  4.20 Mbits/sec
[  3] 9.0000-10.0000 sec   567 KBytes  4.65 Mbits/sec
[  4] 9.0000-10.0000 sec  3.56 MBytes  29.9 Mbits/sec
[  5] 9.0000-10.0000 sec  4.79 MBytes  40.2 Mbits/sec
[  2] 9.0000-10.0000 sec  1.46 MBytes  12.2 Mbits/sec
[  2] 10.0000-10.7121 sec  1.00 MBytes  11.8 Mbits/sec
[  2] 0.0000-10.7121 sec  26.1 MBytes  20.5 Mbits/sec
[  4] 10.0000-10.7413 sec  2.37 MBytes  26.8 Mbits/sec
[  4] 0.0000-10.7413 sec  42.0 MBytes  32.8 Mbits/sec
[  5] 10.0000-11.0000 sec  6.11 MBytes  51.2 Mbits/sec
[  3] 10.0000-11.0000 sec   543 KBytes  4.45 Mbits/sec
[  1] 10.0000-11.0000 sec   385 KBytes  3.15 Mbits/sec
[  5] 0.0000-11.2230 sec  39.1 MBytes  29.2 Mbits/sec
[  1] 11.0000-11.3931 sec   580 KBytes  12.1 Mbits/sec
[  1] 0.0000-11.3931 sec  9.41 MBytes  6.93 Mbits/sec
[  3] 11.0000-11.4001 sec  1.09 MBytes  22.8 Mbits/sec
[  3] 0.0000-11.4001 sec  6.02 MBytes  4.43 Mbits/sec
