------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.8.2 port 5001 connected with 192.168.3.2 port 44926
[  2] local 192.168.8.2 port 5001 connected with 192.168.5.2 port 42346
[  3] local 192.168.8.2 port 5001 connected with 192.168.7.2 port 45272
[  4] local 192.168.8.2 port 5001 connected with 192.168.4.2 port 48954
[  5] local 192.168.8.2 port 5001 connected with 192.168.9.2 port 38742
[  6] local 192.168.8.2 port 5001 connected with 192.168.1.2 port 58320
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  2] 0.0000-1.0000 sec  6.88 MBytes  57.7 Mbits/sec
[  3] 0.0000-1.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  4] 0.0000-1.0000 sec  3.94 MBytes  33.0 Mbits/sec
[  5] 0.0000-1.0000 sec  6.02 MBytes  50.5 Mbits/sec
[  6] 0.0000-1.0000 sec   635 KBytes  5.20 Mbits/sec
[  1] 1.0000-2.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  2] 1.0000-2.0000 sec  6.88 MBytes  57.7 Mbits/sec
[  3] 1.0000-2.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  4] 1.0000-2.0000 sec  3.17 MBytes  26.6 Mbits/sec
[  5] 1.0000-2.0000 sec  5.84 MBytes  49.0 Mbits/sec
[  6] 1.0000-2.0000 sec   570 KBytes  4.67 Mbits/sec
[  1] 2.0000-3.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  2] 2.0000-3.0000 sec  6.88 MBytes  57.7 Mbits/sec
[  3] 2.0000-3.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  4] 2.0000-3.0000 sec  2.96 MBytes  24.9 Mbits/sec
[  5] 2.0000-3.0000 sec  5.69 MBytes  47.7 Mbits/sec
[  6] 2.0000-3.0000 sec   564 KBytes  4.62 Mbits/sec
[  1] 3.0000-4.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  2] 3.0000-4.0000 sec  6.88 MBytes  57.7 Mbits/sec
[  3] 3.0000-4.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  4] 3.0000-4.0000 sec  2.79 MBytes  23.4 Mbits/sec
[  5] 3.0000-4.0000 sec  5.46 MBytes  45.8 Mbits/sec
[  6] 3.0000-4.0000 sec   631 KBytes  5.17 Mbits/sec
[  1] 4.0000-5.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  2] 4.0000-5.0000 sec  6.88 MBytes  57.7 Mbits/sec
