------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.5.2 port 5001 connected with 192.168.3.2 port 47094
[  2] local 192.168.5.2 port 5001 connected with 192.168.4.2 port 38490
[  3] local 192.168.5.2 port 5001 connected with 192.168.2.2 port 43214
[  4] local 192.168.5.2 port 5001 connected with 192.168.6.2 port 33900
[  5] local 192.168.5.2 port 5001 connected with 192.168.1.2 port 40132
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  3.20 MBytes  26.9 Mbits/sec
[  2] 0.0000-1.0000 sec  3.47 MBytes  29.1 Mbits/sec
[  3] 0.0000-1.0000 sec  2.70 MBytes  22.6 Mbits/sec
[  4] 0.0000-1.0000 sec  1.52 MBytes  12.7 Mbits/sec
[  5] 0.0000-1.0000 sec   437 KBytes  3.58 Mbits/sec
[  1] 1.0000-2.0000 sec  3.21 MBytes  26.9 Mbits/sec
[  2] 1.0000-2.0000 sec  3.39 MBytes  28.4 Mbits/sec
[  3] 1.0000-2.0000 sec  2.37 MBytes  19.9 Mbits/sec
[  4] 1.0000-2.0000 sec  1.99 MBytes  16.7 Mbits/sec
[  5] 1.0000-2.0000 sec   342 KBytes  2.80 Mbits/sec
[  1] 2.0000-3.0000 sec  3.04 MBytes  25.5 Mbits/sec
[  2] 2.0000-3.0000 sec  3.20 MBytes  26.8 Mbits/sec
[  3] 2.0000-3.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  4] 2.0000-3.0000 sec  2.42 MBytes  20.3 Mbits/sec
[  5] 2.0000-3.0000 sec   287 KBytes  2.35 Mbits/sec
[  1] 3.0000-4.0000 sec  3.11 MBytes  26.1 Mbits/sec
[  2] 3.0000-4.0000 sec  2.72 MBytes  22.8 Mbits/sec
[  3] 3.0000-4.0000 sec  2.54 MBytes  21.3 Mbits/sec
[  4] 3.0000-4.0000 sec  2.69 MBytes  22.6 Mbits/sec
[  5] 3.0000-4.0000 sec   221 KBytes  1.81 Mbits/sec
[  1] 4.0000-5.0000 sec  2.79 MBytes  23.4 Mbits/sec
[  2] 4.0000-5.0000 sec  2.70 MBytes  22.6 Mbits/sec
[  4] 4.0000-5.0000 sec  2.92 MBytes  24.5 Mbits/sec
[  3] 4.0000-5.0000 sec  2.66 MBytes  22.3 Mbits/sec
[  5] 4.0000-5.0000 sec   274 KBytes  2.25 Mbits/sec
[  1] 5.0000-6.0000 sec  2.11 MBytes  17.7 Mbits/sec
[  2] 5.0000-6.0000 sec  3.19 MBytes  26.7 Mbits/sec
[  3] 5.0000-6.0000 sec  2.47 MBytes  20.7 Mbits/sec
[  4] 5.0000-6.0000 sec  3.19 MBytes  26.8 Mbits/sec
[  5] 5.0000-6.0000 sec   189 KBytes  1.55 Mbits/sec
[  1] 6.0000-7.0000 sec  1.77 MBytes  14.9 Mbits/sec
[  3] 6.0000-7.0000 sec  2.21 MBytes  18.5 Mbits/sec
[  4] 6.0000-7.0000 sec  2.22 MBytes  18.6 Mbits/sec
[  5] 6.0000-7.0000 sec   206 KBytes  1.69 Mbits/sec
[  2] 6.0000-7.0000 sec  1.91 MBytes  16.1 Mbits/sec
[  1] 7.0000-8.0000 sec  1.63 MBytes  13.7 Mbits/sec
[  2] 7.0000-8.0000 sec  2.89 MBytes  24.3 Mbits/sec
[  3] 7.0000-8.0000 sec  2.47 MBytes  20.7 Mbits/sec
[  4] 7.0000-8.0000 sec  2.30 MBytes  19.3 Mbits/sec
[  5] 7.0000-8.0000 sec   216 KBytes  1.77 Mbits/sec
[  1] 8.0000-9.0000 sec  2.17 MBytes  18.2 Mbits/sec
[  2] 8.0000-9.0000 sec  2.21 MBytes  18.5 Mbits/sec
[  3] 8.0000-9.0000 sec  2.12 MBytes  17.8 Mbits/sec
[  4] 8.0000-9.0000 sec  2.26 MBytes  19.0 Mbits/sec
[  5] 8.0000-9.0000 sec   260 KBytes  2.13 Mbits/sec
[  1] 9.0000-10.0000 sec  1.71 MBytes  14.3 Mbits/sec
[  2] 9.0000-10.0000 sec  2.03 MBytes  17.0 Mbits/sec
[  4] 9.0000-10.0000 sec  2.10 MBytes  17.6 Mbits/sec
[  3] 9.0000-10.0000 sec  2.13 MBytes  17.9 Mbits/sec
[  5] 9.0000-10.0000 sec   329 KBytes  2.70 Mbits/sec
[  4] 10.0000-10.9756 sec  2.02 MBytes  17.4 Mbits/sec
[  4] 0.0000-10.9756 sec  25.6 MBytes  19.6 Mbits/sec
[  1] 10.0000-11.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  2] 10.0000-11.0000 sec  2.02 MBytes  17.0 Mbits/sec
[  3] 10.0000-11.0000 sec  3.00 MBytes  25.2 Mbits/sec
[  5] 10.0000-11.0000 sec   354 KBytes  2.90 Mbits/sec
[  3] 0.0000-11.1576 sec  27.7 MBytes  20.8 Mbits/sec
[  5] 0.0000-11.2295 sec  3.15 MBytes  2.35 Mbits/sec
[  1] 11.0000-11.3017 sec  1.93 MBytes  53.6 Mbits/sec
[  1] 0.0000-11.3017 sec  29.0 MBytes  21.5 Mbits/sec
[  2] 11.0000-11.4937 sec  2.93 MBytes  49.7 Mbits/sec
[  2] 0.0000-11.4937 sec  32.7 MBytes  23.8 Mbits/sec
