------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.4.2 port 5001 connected with 192.168.1.2 port 59160
[  2] local 192.168.4.2 port 5001 connected with 192.168.2.2 port 48964
[  3] local 192.168.4.2 port 5001 connected with 192.168.3.2 port 40874
[  4] local 192.168.4.2 port 5001 connected with 192.168.5.2 port 60464
[  5] local 192.168.4.2 port 5001 connected with 192.168.6.2 port 52546
[  6] local 192.168.4.2 port 5001 connected with 192.168.7.2 port 59714
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  5.38 MBytes  45.1 Mbits/sec
[  2] 0.0000-1.0000 sec  5.81 MBytes  48.7 Mbits/sec
[  3] 0.0000-1.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  4] 0.0000-1.0000 sec  9.33 MBytes  78.3 Mbits/sec
[  5] 0.0000-1.0000 sec  5.66 MBytes  47.4 Mbits/sec
[  6] 0.0000-1.0000 sec  4.04 MBytes  33.9 Mbits/sec
[  2] 1.0000-2.0000 sec  5.94 MBytes  49.9 Mbits/sec
[  3] 1.0000-2.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  1] 1.0000-2.0000 sec  5.41 MBytes  45.4 Mbits/sec
[  6] 1.0000-2.0000 sec  2.65 MBytes  22.3 Mbits/sec
[  4] 1.0000-2.0000 sec  9.83 MBytes  82.5 Mbits/sec
[  5] 1.0000-2.0000 sec  6.02 MBytes  50.5 Mbits/sec
[  1] 2.0000-3.0000 sec  5.03 MBytes  42.2 Mbits/sec
[  2] 2.0000-3.0000 sec  6.31 MBytes  52.9 Mbits/sec
[  3] 2.0000-3.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  4] 2.0000-3.0000 sec  10.1 MBytes  84.6 Mbits/sec
[  5] 2.0000-3.0000 sec  6.21 MBytes  52.1 Mbits/sec
[  6] 2.0000-3.0000 sec  1.91 MBytes  16.0 Mbits/sec
[  1] 3.0000-4.0000 sec  4.62 MBytes  38.7 Mbits/sec
[  2] 3.0000-4.0000 sec  6.73 MBytes  56.5 Mbits/sec
[  3] 3.0000-4.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  4] 3.0000-4.0000 sec  10.1 MBytes  84.4 Mbits/sec
[  5] 3.0000-4.0000 sec  6.22 MBytes  52.2 Mbits/sec
[  6] 3.0000-4.0000 sec  1.56 MBytes  13.1 Mbits/sec
[  1] 4.0000-5.0000 sec  4.94 MBytes  41.5 Mbits/sec
[  2] 4.0000-5.0000 sec  6.41 MBytes  53.8 Mbits/sec
[  3] 4.0000-5.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  6] 4.0000-5.0000 sec  1.26 MBytes  10.6 Mbits/sec
[  4] 4.0000-5.0000 sec  10.1 MBytes  84.6 Mbits/sec
[  5] 4.0000-5.0000 sec  6.37 MBytes  53.5 Mbits/sec
[  1] 5.0000-6.0000 sec  4.93 MBytes  41.3 Mbits/sec
[  2] 5.0000-6.0000 sec  6.43 MBytes  53.9 Mbits/sec
[  3] 5.0000-6.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  6] 5.0000-6.0000 sec  1.14 MBytes  9.57 Mbits/sec
[  4] 5.0000-6.0000 sec  10.1 MBytes  84.7 Mbits/sec
[  5] 5.0000-6.0000 sec  6.31 MBytes  52.9 Mbits/sec
[  2] 6.0000-7.0000 sec  6.41 MBytes  53.8 Mbits/sec
[  1] 6.0000-7.0000 sec  4.95 MBytes  41.5 Mbits/sec
[  3] 6.0000-7.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  4] 6.0000-7.0000 sec  10.4 MBytes  87.5 Mbits/sec
[  5] 6.0000-7.0000 sec  8.18 MBytes  68.6 Mbits/sec
[  6] 6.0000-7.0000 sec  1.67 MBytes  14.0 Mbits/sec
[  1] 7.0000-8.0000 sec  4.89 MBytes  41.0 Mbits/sec
[  2] 7.0000-8.0000 sec  6.47 MBytes  54.2 Mbits/sec
[  3] 7.0000-8.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  4] 7.0000-8.0000 sec  10.5 MBytes  88.4 Mbits/sec
[  5] 7.0000-8.0000 sec  6.23 MBytes  52.2 Mbits/sec
[  6] 7.0000-8.0000 sec  1.50 MBytes  12.6 Mbits/sec
[  1] 8.0000-9.0000 sec  4.81 MBytes  40.3 Mbits/sec
[  2] 8.0000-9.0000 sec  6.58 MBytes  55.2 Mbits/sec
[  3] 8.0000-9.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  6] 8.0000-9.0000 sec  1.79 MBytes  15.0 Mbits/sec
[  4] 8.0000-9.0000 sec  10.1 MBytes  84.5 Mbits/sec
[  5] 8.0000-9.0000 sec  10.8 MBytes  91.0 Mbits/sec
[  1] 9.0000-10.0000 sec  4.81 MBytes  40.3 Mbits/sec
[  2] 9.0000-10.0000 sec  6.55 MBytes  54.9 Mbits/sec
[  3] 9.0000-10.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  6] 9.0000-10.0000 sec  1.53 MBytes  12.8 Mbits/sec
[  3] 0.0000-10.0102 sec  82.6 MBytes  69.2 Mbits/sec
[  5] 9.0000-10.0000 sec  7.83 MBytes  65.7 Mbits/sec
[  2] 0.0000-10.0332 sec  63.9 MBytes  53.4 Mbits/sec
[  4] 9.0000-10.0000 sec  10.1 MBytes  84.5 Mbits/sec
[  4] 0.0000-10.0696 sec   101 MBytes  84.5 Mbits/sec
[  1] 10.0000-10.7389 sec  3.62 MBytes  41.1 Mbits/sec
[  1] 0.0000-10.7389 sec  53.4 MBytes  41.7 Mbits/sec
[  5] 10.0000-11.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  6] 10.0000-11.0000 sec  1.34 MBytes  11.2 Mbits/sec
[  5] 11.0000-11.4434 sec  3.86 MBytes  73.0 Mbits/sec
[  5] 0.0000-11.4434 sec  81.4 MBytes  59.7 Mbits/sec
[  6] 11.0000-11.4926 sec  1.14 MBytes  19.4 Mbits/sec
[  6] 0.0000-11.4926 sec  21.5 MBytes  15.7 Mbits/sec
