------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.6.2 port 5001 connected with 192.168.2.2 port 47476
[  2] local 192.168.6.2 port 5001 connected with 192.168.3.2 port 33572
[  3] local 192.168.6.2 port 5001 connected with 192.168.5.2 port 40498
[  4] local 192.168.6.2 port 5001 connected with 192.168.8.2 port 41114
[  5] local 192.168.6.2 port 5001 connected with 192.168.4.2 port 33572
[  6] local 192.168.6.2 port 5001 connected with 192.168.7.2 port 52270
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  3.95 MBytes  33.1 Mbits/sec
[  3] 0.0000-1.0000 sec  4.05 MBytes  34.0 Mbits/sec
[  1] 0.0000-1.0000 sec  1.36 MBytes  11.4 Mbits/sec
[  4] 0.0000-1.0000 sec  7.27 MBytes  61.0 Mbits/sec
[  5] 0.0000-1.0000 sec  3.67 MBytes  30.7 Mbits/sec
[  6] 0.0000-1.0000 sec   921 KBytes  7.54 Mbits/sec
[  2] 1.0000-2.0000 sec  2.25 MBytes  18.9 Mbits/sec
[  1] 1.0000-2.0000 sec   843 KBytes  6.90 Mbits/sec
[  3] 1.0000-2.0000 sec  2.80 MBytes  23.5 Mbits/sec
[  4] 1.0000-2.0000 sec  8.59 MBytes  72.0 Mbits/sec
[  5] 1.0000-2.0000 sec  3.77 MBytes  31.6 Mbits/sec
[  6] 1.0000-2.0000 sec   781 KBytes  6.39 Mbits/sec
[  2] 2.0000-3.0000 sec  1.69 MBytes  14.1 Mbits/sec
[  3] 2.0000-3.0000 sec  2.26 MBytes  19.0 Mbits/sec
[  4] 2.0000-3.0000 sec  9.12 MBytes  76.5 Mbits/sec
[  1] 2.0000-3.0000 sec   676 KBytes  5.54 Mbits/sec
[  6] 2.0000-3.0000 sec   824 KBytes  6.75 Mbits/sec
[  5] 2.0000-3.0000 sec  3.78 MBytes  31.7 Mbits/sec
[  2] 3.0000-4.0000 sec  1.41 MBytes  11.8 Mbits/sec
[  3] 3.0000-4.0000 sec  2.21 MBytes  18.6 Mbits/sec
