------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.3.2 port 5001 connected with 192.168.1.2 port 58252
[  2] local 192.168.3.2 port 5001 connected with 192.168.2.2 port 36058
[  3] local 192.168.3.2 port 5001 connected with 192.168.4.2 port 43784
[  4] local 192.168.3.2 port 5001 connected with 192.168.6.2 port 47378
[  5] local 192.168.3.2 port 5001 connected with 192.168.5.2 port 54942
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  1.09 MBytes  9.13 Mbits/sec
[  2] 0.0000-1.0000 sec  1.31 MBytes  11.0 Mbits/sec
[  3] 0.0000-1.0000 sec  2.23 MBytes  18.7 Mbits/sec
[  4] 0.0000-1.0000 sec  5.45 MBytes  45.7 Mbits/sec
[  5] 0.0000-1.0000 sec   642 KBytes  5.26 Mbits/sec
[  3] 1.0000-2.0000 sec  2.34 MBytes  19.6 Mbits/sec
[  4] 1.0000-2.0000 sec  4.60 MBytes  38.6 Mbits/sec
[  1] 1.0000-2.0000 sec   938 KBytes  7.68 Mbits/sec
[  2] 1.0000-2.0000 sec   979 KBytes  8.02 Mbits/sec
[  5] 1.0000-2.0000 sec   796 KBytes  6.52 Mbits/sec
[  1] 2.0000-3.0000 sec   923 KBytes  7.56 Mbits/sec
[  2] 2.0000-3.0000 sec   983 KBytes  8.05 Mbits/sec
[  3] 2.0000-3.0000 sec  2.36 MBytes  19.8 Mbits/sec
[  4] 2.0000-3.0000 sec  2.26 MBytes  18.9 Mbits/sec
[  5] 2.0000-3.0000 sec   953 KBytes  7.81 Mbits/sec
[  2] 3.0000-4.0000 sec   963 KBytes  7.89 Mbits/sec
[  3] 3.0000-4.0000 sec  2.29 MBytes  19.2 Mbits/sec
[  4] 3.0000-4.0000 sec  1.46 MBytes  12.2 Mbits/sec
[  5] 3.0000-4.0000 sec  1.12 MBytes  9.38 Mbits/sec
[  1] 3.0000-4.0000 sec   798 KBytes  6.53 Mbits/sec
[  2] 4.0000-5.0000 sec   971 KBytes  7.96 Mbits/sec
[  3] 4.0000-5.0000 sec  2.21 MBytes  18.6 Mbits/sec
[  4] 4.0000-5.0000 sec  1.08 MBytes  9.08 Mbits/sec
[  1] 4.0000-5.0000 sec   672 KBytes  5.50 Mbits/sec
[  5] 4.0000-5.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  2] 5.0000-6.0000 sec   993 KBytes  8.13 Mbits/sec
[  3] 5.0000-6.0000 sec  2.10 MBytes  17.6 Mbits/sec
[  5] 5.0000-6.0000 sec  1.55 MBytes  13.0 Mbits/sec
[  4] 5.0000-6.0000 sec   905 KBytes  7.41 Mbits/sec
[  1] 5.0000-6.0000 sec   659 KBytes  5.40 Mbits/sec
[  2] 6.0000-7.0000 sec  1.16 MBytes  9.77 Mbits/sec
[  3] 6.0000-7.0000 sec  2.05 MBytes  17.2 Mbits/sec
[  1] 6.0000-7.0000 sec   516 KBytes  4.23 Mbits/sec
[  4] 6.0000-7.0000 sec   822 KBytes  6.73 Mbits/sec
[  5] 6.0000-7.0000 sec  1.55 MBytes  13.0 Mbits/sec
[  2] 7.0000-8.0000 sec  1.48 MBytes  12.4 Mbits/sec
[  3] 7.0000-8.0000 sec  2.19 MBytes  18.4 Mbits/sec
[  1] 7.0000-8.0000 sec   571 KBytes  4.68 Mbits/sec
[  4] 7.0000-8.0000 sec   694 KBytes  5.69 Mbits/sec
[  5] 7.0000-8.0000 sec  1.73 MBytes  14.5 Mbits/sec
[  1] 8.0000-9.0000 sec   426 KBytes  3.49 Mbits/sec
[  2] 8.0000-9.0000 sec  1.33 MBytes  11.2 Mbits/sec
[  3] 8.0000-9.0000 sec  2.33 MBytes  19.5 Mbits/sec
[  4] 8.0000-9.0000 sec   882 KBytes  7.23 Mbits/sec
[  5] 8.0000-9.0000 sec  1.77 MBytes  14.9 Mbits/sec
[  2] 9.0000-10.0000 sec  1.77 MBytes  14.8 Mbits/sec
[  1] 9.0000-10.0000 sec   474 KBytes  3.88 Mbits/sec
[  3] 9.0000-10.0000 sec  2.15 MBytes  18.0 Mbits/sec
[  4] 9.0000-10.0000 sec  1.35 MBytes  11.3 Mbits/sec
[  5] 9.0000-10.0000 sec  1.67 MBytes  14.0 Mbits/sec
[  3] 10.0000-10.4282 sec  1.50 MBytes  29.5 Mbits/sec
[  3] 0.0000-10.4282 sec  23.8 MBytes  19.1 Mbits/sec
[  2] 10.0000-10.5087 sec   945 KBytes  15.2 Mbits/sec
[  2] 0.0000-10.5087 sec  12.8 MBytes  10.2 Mbits/sec
[  4] 10.0000-10.6298 sec   790 KBytes  10.3 Mbits/sec
[  4] 0.0000-10.6298 sec  20.2 MBytes  15.9 Mbits/sec
[  1] 10.0000-11.0000 sec   392 KBytes  3.21 Mbits/sec
[  5] 10.0000-11.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  5] 11.0000-11.3291 sec  1.21 MBytes  30.8 Mbits/sec
[  5] 0.0000-11.3291 sec  15.4 MBytes  11.4 Mbits/sec
[  1] 11.0000-11.4372 sec   515 KBytes  9.64 Mbits/sec
[  1] 0.0000-11.4372 sec  7.81 MBytes  5.73 Mbits/sec
