------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.4.2 port 5001 connected with 192.168.1.2 port 44210
[  2] local 192.168.4.2 port 5001 connected with 192.168.3.2 port 46366
[  3] local 192.168.4.2 port 5001 connected with 192.168.2.2 port 36980
[  4] local 192.168.4.2 port 5001 connected with 192.168.6.2 port 43054
[  5] local 192.168.4.2 port 5001 connected with 192.168.5.2 port 59172
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec   495 KBytes  4.05 Mbits/sec
[  2] 0.0000-1.0000 sec  1.57 MBytes  13.1 Mbits/sec
[  3] 0.0000-1.0000 sec  2.29 MBytes  19.2 Mbits/sec
[  4] 0.0000-1.0000 sec  4.23 MBytes  35.5 Mbits/sec
[  5] 0.0000-1.0000 sec   379 KBytes  3.10 Mbits/sec
[  1] 1.0000-2.0000 sec   369 KBytes  3.02 Mbits/sec
[  2] 1.0000-2.0000 sec   892 KBytes  7.31 Mbits/sec
[  3] 1.0000-2.0000 sec  2.15 MBytes  18.0 Mbits/sec
[  4] 1.0000-2.0000 sec  3.68 MBytes  30.8 Mbits/sec
[  5] 1.0000-2.0000 sec   362 KBytes  2.97 Mbits/sec
[  1] 2.0000-3.0000 sec   313 KBytes  2.56 Mbits/sec
[  2] 2.0000-3.0000 sec   837 KBytes  6.86 Mbits/sec
[  3] 2.0000-3.0000 sec  2.41 MBytes  20.2 Mbits/sec
[  4] 2.0000-3.0000 sec  2.58 MBytes  21.7 Mbits/sec
[  5] 2.0000-3.0000 sec   376 KBytes  3.08 Mbits/sec
[  1] 3.0000-4.0000 sec   359 KBytes  2.94 Mbits/sec
[  2] 3.0000-4.0000 sec   814 KBytes  6.67 Mbits/sec
[  3] 3.0000-4.0000 sec  2.82 MBytes  23.7 Mbits/sec
[  4] 3.0000-4.0000 sec  1.98 MBytes  16.6 Mbits/sec
[  5] 3.0000-4.0000 sec   352 KBytes  2.88 Mbits/sec
[  3] 4.0000-5.0000 sec  2.72 MBytes  22.8 Mbits/sec
[  2] 4.0000-5.0000 sec   844 KBytes  6.92 Mbits/sec
[  4] 4.0000-5.0000 sec  1.68 MBytes  14.1 Mbits/sec
[  1] 4.0000-5.0000 sec   365 KBytes  2.99 Mbits/sec
[  5] 4.0000-5.0000 sec   486 KBytes  3.98 Mbits/sec
[  1] 5.0000-6.0000 sec   344 KBytes  2.81 Mbits/sec
[  2] 5.0000-6.0000 sec   831 KBytes  6.81 Mbits/sec
[  3] 5.0000-6.0000 sec  2.50 MBytes  20.9 Mbits/sec
[  4] 5.0000-6.0000 sec  1.47 MBytes  12.3 Mbits/sec
[  5] 5.0000-6.0000 sec   457 KBytes  3.74 Mbits/sec
[  1] 6.0000-7.0000 sec   489 KBytes  4.01 Mbits/sec
[  3] 6.0000-7.0000 sec  2.08 MBytes  17.5 Mbits/sec
[  4] 6.0000-7.0000 sec  1.40 MBytes  11.7 Mbits/sec
[  2] 6.0000-7.0000 sec   766 KBytes  6.28 Mbits/sec
[  5] 6.0000-7.0000 sec   489 KBytes  4.01 Mbits/sec
[  1] 7.0000-8.0000 sec   597 KBytes  4.89 Mbits/sec
[  2] 7.0000-8.0000 sec   742 KBytes  6.08 Mbits/sec
[  3] 7.0000-8.0000 sec  2.09 MBytes  17.6 Mbits/sec
[  4] 7.0000-8.0000 sec  1.33 MBytes  11.2 Mbits/sec
[  5] 7.0000-8.0000 sec   626 KBytes  5.13 Mbits/sec
[  3] 8.0000-9.0000 sec  1.55 MBytes  13.0 Mbits/sec
[  4] 8.0000-9.0000 sec  1.69 MBytes  14.2 Mbits/sec
[  2] 8.0000-9.0000 sec   721 KBytes  5.91 Mbits/sec
[  1] 8.0000-9.0000 sec   396 KBytes  3.24 Mbits/sec
[  5] 8.0000-9.0000 sec   495 KBytes  4.05 Mbits/sec
[  3] 9.0000-10.0000 sec  1.84 MBytes  15.5 Mbits/sec
[  4] 9.0000-10.0000 sec  2.31 MBytes  19.4 Mbits/sec
[  2] 9.0000-10.0000 sec   618 KBytes  5.06 Mbits/sec
[  5] 9.0000-10.0000 sec   512 KBytes  4.19 Mbits/sec
[  1] 9.0000-10.0000 sec   444 KBytes  3.64 Mbits/sec
[  2] 10.0000-10.4317 sec   544 KBytes  10.3 Mbits/sec
[  2] 0.0000-10.4317 sec  9.00 MBytes  7.24 Mbits/sec
[  4] 10.0000-10.6566 sec  2.29 MBytes  29.2 Mbits/sec
[  4] 0.0000-10.6566 sec  24.6 MBytes  19.4 Mbits/sec
[  3] 10.0000-10.8610 sec  2.67 MBytes  26.0 Mbits/sec
[  3] 0.0000-10.8610 sec  25.1 MBytes  19.4 Mbits/sec
[  1] 10.0000-11.0000 sec   447 KBytes  3.66 Mbits/sec
[  5] 10.0000-11.0000 sec   428 KBytes  3.51 Mbits/sec
[  5] 11.0000-11.3104 sec   793 KBytes  20.9 Mbits/sec
[  5] 0.0000-11.3104 sec  5.62 MBytes  4.17 Mbits/sec
[  1] 11.0000-11.5411 sec   894 KBytes  13.5 Mbits/sec
[  1] 0.0000-11.5411 sec  5.38 MBytes  3.91 Mbits/sec
