------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.2.2 port 5001 connected with 192.168.1.2 port 37756
[  2] local 192.168.2.2 port 5001 connected with 192.168.3.2 port 34802
[  3] local 192.168.2.2 port 5001 connected with 192.168.5.2 port 55336
[  4] local 192.168.2.2 port 5001 connected with 192.168.8.2 port 52338
[  5] local 192.168.2.2 port 5001 connected with 192.168.6.2 port 35308
[  6] local 192.168.2.2 port 5001 connected with 192.168.7.2 port 33300
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  8.16 MBytes  68.5 Mbits/sec
[  1] 0.0000-1.0000 sec  4.31 MBytes  36.2 Mbits/sec
[  3] 0.0000-1.0000 sec  2.23 MBytes  18.7 Mbits/sec
[  4] 0.0000-1.0000 sec  9.00 MBytes  75.5 Mbits/sec
[  5] 0.0000-1.0000 sec  2.04 MBytes  17.1 Mbits/sec
[  6] 0.0000-1.0000 sec   829 KBytes  6.79 Mbits/sec
[  2] 1.0000-2.0000 sec  8.62 MBytes  72.3 Mbits/sec
[  1] 1.0000-2.0000 sec  4.84 MBytes  40.6 Mbits/sec
[  4] 1.0000-2.0000 sec  6.29 MBytes  52.8 Mbits/sec
[  5] 1.0000-2.0000 sec  1.92 MBytes  16.1 Mbits/sec
[  3] 1.0000-2.0000 sec  3.15 MBytes  26.4 Mbits/sec
[  6] 1.0000-2.0000 sec  1.11 MBytes  9.35 Mbits/sec
[  2] 2.0000-3.0000 sec  8.71 MBytes  73.1 Mbits/sec
[  1] 2.0000-3.0000 sec  5.32 MBytes  44.6 Mbits/sec
[  4] 2.0000-3.0000 sec  5.74 MBytes  48.1 Mbits/sec
[  5] 2.0000-3.0000 sec  1.72 MBytes  14.5 Mbits/sec
[  3] 2.0000-3.0000 sec  3.19 MBytes  26.7 Mbits/sec
[  6] 2.0000-3.0000 sec  1.54 MBytes  12.9 Mbits/sec
[  2] 3.0000-4.0000 sec  8.75 MBytes  73.4 Mbits/sec
[  1] 3.0000-4.0000 sec  5.62 MBytes  47.1 Mbits/sec
[  3] 3.0000-4.0000 sec  3.09 MBytes  25.9 Mbits/sec
[  4] 3.0000-4.0000 sec  5.73 MBytes  48.0 Mbits/sec
[  5] 3.0000-4.0000 sec  1.52 MBytes  12.7 Mbits/sec
[  6] 3.0000-4.0000 sec  1.79 MBytes  15.0 Mbits/sec
[  2] 4.0000-5.0000 sec  8.82 MBytes  74.0 Mbits/sec
[  1] 4.0000-5.0000 sec  5.99 MBytes  50.3 Mbits/sec
[  3] 4.0000-5.0000 sec  3.38 MBytes  28.4 Mbits/sec
[  4] 4.0000-5.0000 sec  5.94 MBytes  49.8 Mbits/sec
[  5] 4.0000-5.0000 sec  1.51 MBytes  12.6 Mbits/sec
[  6] 4.0000-5.0000 sec  1.72 MBytes  14.4 Mbits/sec
[  2] 5.0000-6.0000 sec  9.14 MBytes  76.7 Mbits/sec
[  1] 5.0000-6.0000 sec  6.44 MBytes  54.0 Mbits/sec
[  5] 5.0000-6.0000 sec  1.88 MBytes  15.8 Mbits/sec
[  4] 5.0000-6.0000 sec  6.06 MBytes  50.8 Mbits/sec
[  3] 5.0000-6.0000 sec  3.76 MBytes  31.6 Mbits/sec
[  6] 5.0000-6.0000 sec  1.54 MBytes  12.9 Mbits/sec
[  2] 6.0000-7.0000 sec  8.80 MBytes  73.9 Mbits/sec
[  3] 6.0000-7.0000 sec  2.96 MBytes  24.9 Mbits/sec
[  1] 6.0000-7.0000 sec  6.41 MBytes  53.7 Mbits/sec
[  5] 6.0000-7.0000 sec  2.28 MBytes  19.1 Mbits/sec
[  4] 6.0000-7.0000 sec  6.41 MBytes  53.7 Mbits/sec
[  6] 6.0000-7.0000 sec  1.45 MBytes  12.2 Mbits/sec
[  1] 7.0000-8.0000 sec  5.87 MBytes  49.2 Mbits/sec
[  2] 7.0000-8.0000 sec  8.70 MBytes  73.0 Mbits/sec
[  3] 7.0000-8.0000 sec  4.00 MBytes  33.5 Mbits/sec
[  4] 7.0000-8.0000 sec  7.20 MBytes  60.4 Mbits/sec
[  5] 7.0000-8.0000 sec  2.43 MBytes  20.4 Mbits/sec
[  6] 7.0000-8.0000 sec  1.53 MBytes  12.8 Mbits/sec
[  1] 8.0000-9.0000 sec  5.63 MBytes  47.3 Mbits/sec
[  2] 8.0000-9.0000 sec  8.57 MBytes  71.9 Mbits/sec
[  4] 8.0000-9.0000 sec  8.15 MBytes  68.4 Mbits/sec
[  5] 8.0000-9.0000 sec  2.50 MBytes  21.0 Mbits/sec
[  3] 8.0000-9.0000 sec  3.65 MBytes  30.6 Mbits/sec
[  6] 8.0000-9.0000 sec  1.65 MBytes  13.8 Mbits/sec
[  2] 9.0000-10.0000 sec  8.41 MBytes  70.5 Mbits/sec
[  1] 9.0000-10.0000 sec  5.58 MBytes  46.8 Mbits/sec
