------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.4.2 port 5001 connected with 192.168.1.2 port 33988
[  2] local 192.168.4.2 port 5001 connected with 192.168.5.2 port 39848
[  3] local 192.168.4.2 port 5001 connected with 192.168.7.2 port 53380
[  4] local 192.168.4.2 port 5001 connected with 192.168.6.2 port 43312
[  5] local 192.168.4.2 port 5001 connected with 192.168.8.2 port 42934
[  6] local 192.168.4.2 port 5001 connected with 192.168.9.2 port 46736
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  3.61 MBytes  30.3 Mbits/sec
[  3] 0.0000-1.0000 sec  9.49 MBytes  79.6 Mbits/sec
[  1] 0.0000-1.0000 sec  4.12 MBytes  34.6 Mbits/sec
[  5] 0.0000-1.0000 sec  6.95 MBytes  58.3 Mbits/sec
[  6] 0.0000-1.0000 sec  1.42 MBytes  11.9 Mbits/sec
[  4] 0.0000-1.0000 sec  8.97 MBytes  75.2 Mbits/sec
[  2] 1.0000-2.0000 sec  3.68 MBytes  30.9 Mbits/sec
[  1] 1.0000-2.0000 sec  3.00 MBytes  25.1 Mbits/sec
[  5] 1.0000-2.0000 sec  8.11 MBytes  68.0 Mbits/sec
[  3] 1.0000-2.0000 sec  9.91 MBytes  83.2 Mbits/sec
[  4] 1.0000-2.0000 sec  6.47 MBytes  54.2 Mbits/sec
[  6] 1.0000-2.0000 sec  1.12 MBytes  9.36 Mbits/sec
[  1] 2.0000-3.0000 sec  2.37 MBytes  19.9 Mbits/sec
[  2] 2.0000-3.0000 sec  3.50 MBytes  29.4 Mbits/sec
[  3] 2.0000-3.0000 sec  10.1 MBytes  84.7 Mbits/sec
[  4] 2.0000-3.0000 sec  4.70 MBytes  39.4 Mbits/sec
[  5] 2.0000-3.0000 sec  8.68 MBytes  72.8 Mbits/sec
[  6] 2.0000-3.0000 sec   993 KBytes  8.13 Mbits/sec
[  2] 3.0000-4.0000 sec  3.60 MBytes  30.2 Mbits/sec
[  3] 3.0000-4.0000 sec  10.1 MBytes  85.0 Mbits/sec
[  4] 3.0000-4.0000 sec  3.49 MBytes  29.3 Mbits/sec
[  1] 3.0000-4.0000 sec  2.06 MBytes  17.2 Mbits/sec
[  5] 3.0000-4.0000 sec  9.07 MBytes  76.1 Mbits/sec
[  6] 3.0000-4.0000 sec   960 KBytes  7.87 Mbits/sec
[  2] 4.0000-5.0000 sec  3.71 MBytes  31.1 Mbits/sec
[  3] 4.0000-5.0000 sec  10.2 MBytes  85.8 Mbits/sec
[  1] 4.0000-5.0000 sec  2.89 MBytes  24.2 Mbits/sec
[  5] 4.0000-5.0000 sec  8.27 MBytes  69.4 Mbits/sec
[  4] 4.0000-5.0000 sec  5.09 MBytes  42.7 Mbits/sec
[  6] 4.0000-5.0000 sec   984 KBytes  8.06 Mbits/sec
[  2] 5.0000-6.0000 sec  3.69 MBytes  30.9 Mbits/sec
[  1] 5.0000-6.0000 sec  3.33 MBytes  27.9 Mbits/sec
