------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.2.2 port 5001 connected with 192.168.1.2 port 57614
[  2] local 192.168.2.2 port 5001 connected with 192.168.3.2 port 36562
[  3] local 192.168.2.2 port 5001 connected with 192.168.6.2 port 46848
[  4] local 192.168.2.2 port 5001 connected with 192.168.7.2 port 37950
[  5] local 192.168.2.2 port 5001 connected with 192.168.9.2 port 50920
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  1.56 MBytes  13.1 Mbits/sec
[  2] 0.0000-1.0000 sec  7.12 MBytes  59.7 Mbits/sec
[  4] 0.0000-1.0000 sec  1.96 MBytes  16.5 Mbits/sec
[  5] 0.0000-1.0000 sec   205 KBytes  1.68 Mbits/sec
[  3] 0.0000-1.0000 sec   307 KBytes  2.51 Mbits/sec
[  1] 1.0000-2.0000 sec  1.27 MBytes  10.7 Mbits/sec
[  2] 1.0000-2.0000 sec  6.79 MBytes  56.9 Mbits/sec
[  3] 1.0000-2.0000 sec   174 KBytes  1.42 Mbits/sec
[  4] 1.0000-2.0000 sec  2.58 MBytes  21.6 Mbits/sec
[  5] 1.0000-2.0000 sec   250 KBytes  2.05 Mbits/sec
[  1] 2.0000-3.0000 sec  1.17 MBytes  9.79 Mbits/sec
[  2] 2.0000-3.0000 sec  6.06 MBytes  50.9 Mbits/sec
[  4] 2.0000-3.0000 sec  3.35 MBytes  28.1 Mbits/sec
[  3] 2.0000-3.0000 sec   206 KBytes  1.69 Mbits/sec
[  5] 2.0000-3.0000 sec   235 KBytes  1.92 Mbits/sec
[  1] 3.0000-4.0000 sec  1.05 MBytes  8.84 Mbits/sec
[  2] 3.0000-4.0000 sec  5.42 MBytes  45.5 Mbits/sec
[  4] 3.0000-4.0000 sec  4.17 MBytes  35.0 Mbits/sec
[  3] 3.0000-4.0000 sec   197 KBytes  1.61 Mbits/sec
[  5] 3.0000-4.0000 sec   676 KBytes  5.54 Mbits/sec
[  1] 4.0000-5.0000 sec  1.01 MBytes  8.43 Mbits/sec
[  2] 4.0000-5.0000 sec  5.06 MBytes  42.5 Mbits/sec
[  3] 4.0000-5.0000 sec   908 KBytes  7.44 Mbits/sec
[  4] 4.0000-5.0000 sec  5.04 MBytes  42.3 Mbits/sec
[  5] 4.0000-5.0000 sec  2.63 MBytes  22.1 Mbits/sec
[  1] 5.0000-6.0000 sec   926 KBytes  7.59 Mbits/sec
[  2] 5.0000-6.0000 sec  4.51 MBytes  37.9 Mbits/sec
[  3] 5.0000-6.0000 sec   983 KBytes  8.05 Mbits/sec
[  4] 5.0000-6.0000 sec  5.82 MBytes  48.9 Mbits/sec
[  5] 5.0000-6.0000 sec  2.73 MBytes  22.9 Mbits/sec
[  1] 6.0000-7.0000 sec   827 KBytes  6.78 Mbits/sec
[  2] 6.0000-7.0000 sec  4.07 MBytes  34.1 Mbits/sec
[  3] 6.0000-7.0000 sec  1.07 MBytes  8.99 Mbits/sec
[  4] 6.0000-7.0000 sec  6.28 MBytes  52.7 Mbits/sec
[  5] 6.0000-7.0000 sec  3.12 MBytes  26.1 Mbits/sec
[  1] 7.0000-8.0000 sec   816 KBytes  6.68 Mbits/sec
[  2] 7.0000-8.0000 sec  3.79 MBytes  31.8 Mbits/sec
[  3] 7.0000-8.0000 sec  1.15 MBytes  9.61 Mbits/sec
[  4] 7.0000-8.0000 sec  6.65 MBytes  55.8 Mbits/sec
[  5] 7.0000-8.0000 sec  3.45 MBytes  28.9 Mbits/sec
[  2] 8.0000-9.0000 sec  3.62 MBytes  30.4 Mbits/sec
[  3] 8.0000-9.0000 sec  1.10 MBytes  9.22 Mbits/sec
[  1] 8.0000-9.0000 sec   827 KBytes  6.78 Mbits/sec
[  4] 8.0000-9.0000 sec  6.84 MBytes  57.4 Mbits/sec
[  5] 8.0000-9.0000 sec  3.75 MBytes  31.5 Mbits/sec
[  2] 9.0000-10.0000 sec  3.60 MBytes  30.2 Mbits/sec
[  3] 9.0000-10.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  1] 9.0000-10.0000 sec   803 KBytes  6.58 Mbits/sec
[  4] 9.0000-10.0000 sec  6.93 MBytes  58.1 Mbits/sec
[  5] 9.0000-10.0000 sec  3.91 MBytes  32.8 Mbits/sec
[  5] 0.0000-10.1203 sec  21.4 MBytes  17.7 Mbits/sec
[  3] 10.0000-10.3790 sec   793 KBytes  17.1 Mbits/sec
[  3] 0.0000-10.3790 sec  8.04 MBytes  6.50 Mbits/sec
[  1] 10.0000-11.0000 sec   498 KBytes  4.08 Mbits/sec
[  4] 10.0000-11.0000 sec  4.39 MBytes  36.8 Mbits/sec
[  2] 10.0000-11.0000 sec  2.34 MBytes  19.7 Mbits/sec
[  2] 11.0000-11.4470 sec  2.48 MBytes  46.5 Mbits/sec
[  2] 0.0000-11.4470 sec  54.9 MBytes  40.2 Mbits/sec
[  4] 11.0000-11.5146 sec  6.82 MBytes   111 Mbits/sec
[  4] 0.0000-11.5146 sec  60.8 MBytes  44.3 Mbits/sec
[  1] 11.0000-11.5531 sec   918 KBytes  13.6 Mbits/sec
[  1] 0.0000-11.5531 sec  11.5 MBytes  8.38 Mbits/sec
