------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.6.2 port 5001 connected with 192.168.2.2 port 34384
[  2] local 192.168.6.2 port 5001 connected with 192.168.5.2 port 58864
[  3] local 192.168.6.2 port 5001 connected with 192.168.10.2 port 33488
[  4] local 192.168.6.2 port 5001 connected with 192.168.7.2 port 54620
[  5] local 192.168.6.2 port 5001 connected with 192.168.9.2 port 41212
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  2.31 MBytes  19.4 Mbits/sec
[  1] 0.0000-1.0000 sec  9.47 MBytes  79.4 Mbits/sec
[  4] 0.0000-1.0000 sec  4.49 MBytes  37.7 Mbits/sec
[  3] 0.0000-1.0000 sec  8.88 MBytes  74.5 Mbits/sec
[  5] 0.0000-1.0000 sec  1.77 MBytes  14.8 Mbits/sec
[  1] 1.0000-2.0000 sec  9.76 MBytes  81.8 Mbits/sec
[  4] 1.0000-2.0000 sec  2.96 MBytes  24.8 Mbits/sec
[  2] 1.0000-2.0000 sec  2.21 MBytes  18.6 Mbits/sec
[  3] 1.0000-2.0000 sec  9.19 MBytes  77.1 Mbits/sec
[  5] 1.0000-2.0000 sec  1.58 MBytes  13.2 Mbits/sec
[  1] 2.0000-3.0000 sec  9.81 MBytes  82.3 Mbits/sec
[  2] 2.0000-3.0000 sec  2.21 MBytes  18.5 Mbits/sec
[  3] 2.0000-3.0000 sec  9.17 MBytes  77.0 Mbits/sec
[  4] 2.0000-3.0000 sec  2.84 MBytes  23.8 Mbits/sec
[  5] 2.0000-3.0000 sec  1.56 MBytes  13.1 Mbits/sec
[  2] 3.0000-4.0000 sec  2.21 MBytes  18.6 Mbits/sec
[  1] 3.0000-4.0000 sec  9.83 MBytes  82.5 Mbits/sec
[  4] 3.0000-4.0000 sec  2.77 MBytes  23.2 Mbits/sec
[  5] 3.0000-4.0000 sec  1.52 MBytes  12.7 Mbits/sec
[  3] 3.0000-4.0000 sec  9.19 MBytes  77.1 Mbits/sec
[  2] 4.0000-5.0000 sec  2.21 MBytes  18.6 Mbits/sec
[  1] 4.0000-5.0000 sec  9.86 MBytes  82.7 Mbits/sec
[  3] 4.0000-5.0000 sec  9.18 MBytes  77.0 Mbits/sec
[  4] 4.0000-5.0000 sec  2.75 MBytes  23.0 Mbits/sec
[  5] 4.0000-5.0000 sec  1.50 MBytes  12.6 Mbits/sec
[  1] 5.0000-6.0000 sec  9.85 MBytes  82.6 Mbits/sec
[  4] 5.0000-6.0000 sec  2.88 MBytes  24.1 Mbits/sec
[  2] 5.0000-6.0000 sec  2.22 MBytes  18.6 Mbits/sec
[  3] 5.0000-6.0000 sec  9.18 MBytes  77.0 Mbits/sec
[  5] 5.0000-6.0000 sec  1.53 MBytes  12.8 Mbits/sec
[  1] 6.0000-7.0000 sec  9.86 MBytes  82.7 Mbits/sec
[  2] 6.0000-7.0000 sec  1.74 MBytes  14.6 Mbits/sec
[  3] 6.0000-7.0000 sec  9.24 MBytes  77.5 Mbits/sec
[  4] 6.0000-7.0000 sec  3.14 MBytes  26.3 Mbits/sec
[  5] 6.0000-7.0000 sec  1.46 MBytes  12.3 Mbits/sec
[  2] 7.0000-8.0000 sec  2.50 MBytes  21.0 Mbits/sec
[  1] 7.0000-8.0000 sec  9.94 MBytes  83.4 Mbits/sec
[  4] 7.0000-8.0000 sec  3.37 MBytes  28.3 Mbits/sec
[  3] 7.0000-8.0000 sec  6.94 MBytes  58.2 Mbits/sec
[  5] 7.0000-8.0000 sec  1.42 MBytes  11.9 Mbits/sec
[  2] 8.0000-9.0000 sec  1.98 MBytes  16.6 Mbits/sec
[  1] 8.0000-9.0000 sec  10.1 MBytes  85.1 Mbits/sec
[  4] 8.0000-9.0000 sec  3.88 MBytes  32.6 Mbits/sec
[  3] 8.0000-9.0000 sec  9.67 MBytes  81.1 Mbits/sec
[  5] 8.0000-9.0000 sec  1.18 MBytes  9.90 Mbits/sec
[  1] 9.0000-10.0000 sec  10.1 MBytes  85.1 Mbits/sec
[  4] 9.0000-10.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  2] 9.0000-10.0000 sec  1.95 MBytes  16.4 Mbits/sec
[  3] 9.0000-10.0000 sec  9.10 MBytes  76.3 Mbits/sec
[  5] 9.0000-10.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  1] 10.0000-10.3516 sec  3.59 MBytes  85.7 Mbits/sec
[  1] 0.0000-10.3516 sec   102 MBytes  82.9 Mbits/sec
[  4] 10.0000-10.4867 sec  3.13 MBytes  54.0 Mbits/sec
[  4] 0.0000-10.4867 sec  36.6 MBytes  29.3 Mbits/sec
[  2] 10.0000-11.0000 sec  2.01 MBytes  16.8 Mbits/sec
[  3] 10.0000-11.0000 sec  8.87 MBytes  74.4 Mbits/sec
[  5] 10.0000-11.0000 sec  1.47 MBytes  12.4 Mbits/sec
[  3] 11.0000-11.5138 sec  4.30 MBytes  70.2 Mbits/sec
[  3] 0.0000-11.5138 sec   103 MBytes  75.0 Mbits/sec
[  2] 11.0000-11.6827 sec  2.15 MBytes  26.4 Mbits/sec
[  2] 0.0000-11.6827 sec  25.7 MBytes  18.5 Mbits/sec
[  5] 11.0000-11.6934 sec  1.92 MBytes  23.2 Mbits/sec
[  5] 0.0000-11.6934 sec  18.1 MBytes  13.0 Mbits/sec
