------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.7.2 port 5001 connected with 192.168.1.2 port 53272
[  2] local 192.168.7.2 port 5001 connected with 192.168.8.2 port 34144
[  3] local 192.168.7.2 port 5001 connected with 192.168.3.2 port 51906
[  4] local 192.168.7.2 port 5001 connected with 192.168.5.2 port 45028
[  5] local 192.168.7.2 port 5001 connected with 192.168.6.2 port 41348
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  4.29 MBytes  36.0 Mbits/sec
[  4] 0.0000-1.0000 sec  2.95 MBytes  24.7 Mbits/sec
[  5] 0.0000-1.0000 sec  2.97 MBytes  24.9 Mbits/sec
[  2] 0.0000-1.0000 sec  11.4 MBytes  95.3 Mbits/sec
[  3] 0.0000-1.0000 sec   931 KBytes  7.62 Mbits/sec
[  1] 1.0000-2.0000 sec  4.06 MBytes  34.1 Mbits/sec
[  2] 1.0000-2.0000 sec  11.3 MBytes  94.9 Mbits/sec
[  4] 1.0000-2.0000 sec  3.27 MBytes  27.4 Mbits/sec
[  5] 1.0000-2.0000 sec  2.83 MBytes  23.7 Mbits/sec
[  3] 1.0000-2.0000 sec   868 KBytes  7.11 Mbits/sec
[  2] 2.0000-3.0000 sec  11.4 MBytes  95.5 Mbits/sec
[  1] 2.0000-3.0000 sec  4.02 MBytes  33.7 Mbits/sec
[  4] 2.0000-3.0000 sec  3.59 MBytes  30.1 Mbits/sec
[  5] 2.0000-3.0000 sec  2.37 MBytes  19.9 Mbits/sec
[  3] 2.0000-3.0000 sec   971 KBytes  7.96 Mbits/sec
[  1] 3.0000-4.0000 sec  4.47 MBytes  37.5 Mbits/sec
[  4] 3.0000-4.0000 sec  3.87 MBytes  32.5 Mbits/sec
[  5] 3.0000-4.0000 sec  1.84 MBytes  15.4 Mbits/sec
[  2] 3.0000-4.0000 sec  11.4 MBytes  95.5 Mbits/sec
[  3] 3.0000-4.0000 sec   998 KBytes  8.18 Mbits/sec
[  1] 4.0000-5.0000 sec  4.89 MBytes  41.0 Mbits/sec
[  4] 4.0000-5.0000 sec  3.78 MBytes  31.7 Mbits/sec
[  5] 4.0000-5.0000 sec  1.57 MBytes  13.2 Mbits/sec
[  2] 4.0000-5.0000 sec  11.3 MBytes  95.2 Mbits/sec
[  3] 4.0000-5.0000 sec   913 KBytes  7.48 Mbits/sec
[  1] 5.0000-6.0000 sec  4.84 MBytes  40.6 Mbits/sec
[  4] 5.0000-6.0000 sec  3.92 MBytes  32.9 Mbits/sec
[  2] 5.0000-6.0000 sec  11.4 MBytes  95.3 Mbits/sec
[  3] 5.0000-6.0000 sec   813 KBytes  6.66 Mbits/sec
[  5] 5.0000-6.0000 sec  1.46 MBytes  12.2 Mbits/sec
[  1] 6.0000-7.0000 sec  3.74 MBytes  31.3 Mbits/sec
[  4] 6.0000-7.0000 sec  3.61 MBytes  30.3 Mbits/sec
[  2] 6.0000-7.0000 sec  11.3 MBytes  95.0 Mbits/sec
[  3] 6.0000-7.0000 sec   711 KBytes  5.83 Mbits/sec
[  5] 6.0000-7.0000 sec  1.46 MBytes  12.3 Mbits/sec
[  1] 7.0000-8.0000 sec  2.94 MBytes  24.6 Mbits/sec
[  4] 7.0000-8.0000 sec  3.41 MBytes  28.6 Mbits/sec
[  5] 7.0000-8.0000 sec  1.47 MBytes  12.3 Mbits/sec
[  2] 7.0000-8.0000 sec  11.3 MBytes  95.1 Mbits/sec
[  3] 7.0000-8.0000 sec   727 KBytes  5.95 Mbits/sec
[  1] 8.0000-9.0000 sec  2.25 MBytes  18.9 Mbits/sec
[  4] 8.0000-9.0000 sec  3.16 MBytes  26.5 Mbits/sec
[  2] 8.0000-9.0000 sec  11.3 MBytes  94.8 Mbits/sec
[  5] 8.0000-9.0000 sec  1.27 MBytes  10.6 Mbits/sec
[  3] 8.0000-9.0000 sec   629 KBytes  5.15 Mbits/sec
[  2] 9.0000-10.0000 sec  11.3 MBytes  94.4 Mbits/sec
[  1] 9.0000-10.0000 sec  1.75 MBytes  14.7 Mbits/sec
[  4] 9.0000-10.0000 sec  2.92 MBytes  24.5 Mbits/sec
[  5] 9.0000-10.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  3] 9.0000-10.0000 sec   556 KBytes  4.55 Mbits/sec
[  2] 10.0000-10.2653 sec  3.02 MBytes  95.5 Mbits/sec
[  2] 0.0000-10.2653 sec   116 MBytes  95.1 Mbits/sec
[  1] 10.0000-10.4904 sec   782 KBytes  13.1 Mbits/sec
[  1] 0.0000-10.4904 sec  38.0 MBytes  30.4 Mbits/sec
[  5] 10.0000-11.0000 sec   998 KBytes  8.18 Mbits/sec
[  4] 10.0000-11.0000 sec  2.79 MBytes  23.4 Mbits/sec
[  4] 0.0000-11.0148 sec  37.4 MBytes  28.5 Mbits/sec
[  3] 10.0000-11.0000 sec   484 KBytes  3.96 Mbits/sec
[  5] 11.0000-11.4911 sec  1.24 MBytes  21.2 Mbits/sec
[  5] 0.0000-11.4911 sec  20.7 MBytes  15.1 Mbits/sec
[  3] 11.0000-11.5983 sec  1.03 MBytes  14.4 Mbits/sec
[  3] 0.0000-11.5983 sec  9.43 MBytes  6.82 Mbits/sec
