------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.8.2 port 5001 connected with 192.168.1.2 port 45302
[  2] local 192.168.8.2 port 5001 connected with 192.168.2.2 port 41998
[  3] local 192.168.8.2 port 5001 connected with 192.168.4.2 port 40854
[  4] local 192.168.8.2 port 5001 connected with 192.168.6.2 port 55890
[  5] local 192.168.8.2 port 5001 connected with 192.168.3.2 port 37388
[  6] local 192.168.8.2 port 5001 connected with 192.168.5.2 port 60050
[ ID] Interval       Transfer     Bandwidth
[  3] 0.0000-1.0000 sec  1.09 MBytes  9.15 Mbits/sec
[  5] 0.0000-1.0000 sec   267 KBytes  2.19 Mbits/sec
[  2] 0.0000-1.0000 sec   494 KBytes  4.04 Mbits/sec
[  6] 0.0000-1.0000 sec   327 KBytes  2.68 Mbits/sec
[  1] 0.0000-1.0000 sec   492 KBytes  4.03 Mbits/sec
[  4] 0.0000-1.0000 sec   748 KBytes  6.13 Mbits/sec
[  2] 1.0000-2.0000 sec   250 KBytes  2.05 Mbits/sec
[  3] 1.0000-2.0000 sec   816 KBytes  6.68 Mbits/sec
[  1] 1.0000-2.0000 sec   255 KBytes  2.09 Mbits/sec
[  4] 1.0000-2.0000 sec   505 KBytes  4.14 Mbits/sec
[  5] 1.0000-2.0000 sec   197 KBytes  1.61 Mbits/sec
[  6] 1.0000-2.0000 sec   240 KBytes  1.97 Mbits/sec
[  2] 2.0000-3.0000 sec   199 KBytes  1.63 Mbits/sec
[  1] 2.0000-3.0000 sec   257 KBytes  2.11 Mbits/sec
[  3] 2.0000-3.0000 sec   877 KBytes  7.18 Mbits/sec
[  5] 2.0000-3.0000 sec   204 KBytes  1.67 Mbits/sec
[  6] 2.0000-3.0000 sec   235 KBytes  1.92 Mbits/sec
[  4] 2.0000-3.0000 sec   602 KBytes  4.93 Mbits/sec
[  3] 3.0000-4.0000 sec   991 KBytes  8.12 Mbits/sec
[  4] 3.0000-4.0000 sec   426 KBytes  3.49 Mbits/sec
[  2] 3.0000-4.0000 sec   239 KBytes  1.96 Mbits/sec
[  1] 3.0000-4.0000 sec   296 KBytes  2.42 Mbits/sec
[  5] 3.0000-4.0000 sec   171 KBytes  1.40 Mbits/sec
[  6] 3.0000-4.0000 sec   236 KBytes  1.93 Mbits/sec
[  3] 4.0000-5.0000 sec   993 KBytes  8.13 Mbits/sec
[  1] 4.0000-5.0000 sec   270 KBytes  2.21 Mbits/sec
[  2] 4.0000-5.0000 sec   201 KBytes  1.64 Mbits/sec
[  6] 4.0000-5.0000 sec   238 KBytes  1.95 Mbits/sec
[  4] 4.0000-5.0000 sec   520 KBytes  4.26 Mbits/sec
[  5] 4.0000-5.0000 sec   182 KBytes  1.49 Mbits/sec
[  2] 5.0000-6.0000 sec   156 KBytes  1.27 Mbits/sec
[  1] 5.0000-6.0000 sec   226 KBytes  1.85 Mbits/sec
[  3] 5.0000-6.0000 sec  1.15 MBytes  9.68 Mbits/sec
[  5] 5.0000-6.0000 sec   154 KBytes  1.26 Mbits/sec
[  6] 5.0000-6.0000 sec   257 KBytes  2.11 Mbits/sec
[  4] 5.0000-6.0000 sec   448 KBytes  3.67 Mbits/sec
[  2] 6.0000-7.0000 sec   246 KBytes  2.02 Mbits/sec
[  1] 6.0000-7.0000 sec   239 KBytes  1.96 Mbits/sec
[  4] 6.0000-7.0000 sec   345 KBytes  2.83 Mbits/sec
[  5] 6.0000-7.0000 sec   256 KBytes  2.10 Mbits/sec
[  3] 6.0000-7.0000 sec  1.07 MBytes  8.94 Mbits/sec
[  6] 6.0000-7.0000 sec   345 KBytes  2.83 Mbits/sec
[  3] 7.0000-8.0000 sec  1.17 MBytes  9.78 Mbits/sec
[  4] 7.0000-8.0000 sec   430 KBytes  3.52 Mbits/sec
[  5] 7.0000-8.0000 sec   240 KBytes  1.97 Mbits/sec
[  6] 7.0000-8.0000 sec   349 KBytes  2.86 Mbits/sec
[  1] 7.0000-8.0000 sec   191 KBytes  1.56 Mbits/sec
[  2] 7.0000-8.0000 sec   255 KBytes  2.09 Mbits/sec
[  1] 8.0000-9.0000 sec   153 KBytes  1.25 Mbits/sec
[  3] 8.0000-9.0000 sec  1.07 MBytes  8.99 Mbits/sec
[  5] 8.0000-9.0000 sec   335 KBytes  2.75 Mbits/sec
[  4] 8.0000-9.0000 sec   457 KBytes  3.74 Mbits/sec
[  6] 8.0000-9.0000 sec   533 KBytes  4.37 Mbits/sec
[  2] 8.0000-9.0000 sec   321 KBytes  2.63 Mbits/sec
[  3] 9.0000-10.0000 sec  2.05 MBytes  17.2 Mbits/sec
[  5] 9.0000-10.0000 sec   321 KBytes  2.63 Mbits/sec
[  2] 9.0000-10.0000 sec   557 KBytes  4.56 Mbits/sec
[  1] 9.0000-10.0000 sec   144 KBytes  1.18 Mbits/sec
[  4] 9.0000-10.0000 sec   933 KBytes  7.65 Mbits/sec
[  6] 9.0000-10.0000 sec   540 KBytes  4.43 Mbits/sec
[  3] 10.0000-10.6073 sec  1.94 MBytes  26.8 Mbits/sec
[  3] 0.0000-10.6073 sec  13.1 MBytes  10.4 Mbits/sec
[  2] 10.0000-10.6291 sec   690 KBytes  8.99 Mbits/sec
[  2] 0.0000-10.6291 sec  3.52 MBytes  2.78 Mbits/sec
[  1] 10.0000-11.0000 sec   583 KBytes  4.77 Mbits/sec
[  5] 10.0000-11.0000 sec   963 KBytes  7.89 Mbits/sec
[  6] 10.0000-11.0000 sec   946 KBytes  7.75 Mbits/sec
[  4] 10.0000-11.0000 sec  1011 KBytes  8.28 Mbits/sec
[  1] 0.0000-11.0681 sec  3.10 MBytes  2.35 Mbits/sec
[  4] 11.0000-11.3956 sec   672 KBytes  13.9 Mbits/sec
[  4] 0.0000-11.3956 sec  6.93 MBytes  5.10 Mbits/sec
[  6] 11.0000-11.4860 sec  1.03 MBytes  17.8 Mbits/sec
[  6] 0.0000-11.4860 sec  5.18 MBytes  3.78 Mbits/sec
[  5] 11.0000-11.7262 sec  1022 KBytes  11.5 Mbits/sec
[  5] 0.0000-11.7262 sec  4.21 MBytes  3.01 Mbits/sec
