------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.6.2 port 5001 connected with 192.168.1.2 port 42002
[  2] local 192.168.6.2 port 5001 connected with 192.168.3.2 port 37112
[  3] local 192.168.6.2 port 5001 connected with 192.168.4.2 port 58160
[  4] local 192.168.6.2 port 5001 connected with 192.168.5.2 port 40854
[  5] local 192.168.6.2 port 5001 connected with 192.168.2.2 port 52284
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  2.77 MBytes  23.2 Mbits/sec
[  2] 0.0000-1.0000 sec  2.44 MBytes  20.5 Mbits/sec
[  3] 0.0000-1.0000 sec  10.8 MBytes  90.2 Mbits/sec
[  4] 0.0000-1.0000 sec  5.55 MBytes  46.5 Mbits/sec
[  5] 0.0000-1.0000 sec   482 KBytes  3.95 Mbits/sec
[  1] 1.0000-2.0000 sec  2.75 MBytes  23.1 Mbits/sec
[  2] 1.0000-2.0000 sec  2.98 MBytes  25.0 Mbits/sec
[  3] 1.0000-2.0000 sec  10.8 MBytes  90.2 Mbits/sec
[  4] 1.0000-2.0000 sec  4.90 MBytes  41.1 Mbits/sec
[  5] 1.0000-2.0000 sec   411 KBytes  3.37 Mbits/sec
[  1] 2.0000-3.0000 sec  2.39 MBytes  20.1 Mbits/sec
[  2] 2.0000-3.0000 sec  3.63 MBytes  30.5 Mbits/sec
[  3] 2.0000-3.0000 sec  10.8 MBytes  90.2 Mbits/sec
[  4] 2.0000-3.0000 sec  4.92 MBytes  41.3 Mbits/sec
[  5] 2.0000-3.0000 sec   305 KBytes  2.50 Mbits/sec
[  1] 3.0000-4.0000 sec  1.84 MBytes  15.5 Mbits/sec
[  2] 3.0000-4.0000 sec  4.08 MBytes  34.3 Mbits/sec
[  3] 3.0000-4.0000 sec  10.8 MBytes  90.2 Mbits/sec
[  4] 3.0000-4.0000 sec  5.18 MBytes  43.5 Mbits/sec
[  5] 3.0000-4.0000 sec   259 KBytes  2.12 Mbits/sec
[  1] 4.0000-5.0000 sec  1.50 MBytes  12.6 Mbits/sec
[  2] 4.0000-5.0000 sec  4.27 MBytes  35.8 Mbits/sec
[  3] 4.0000-5.0000 sec  10.8 MBytes  90.2 Mbits/sec
[  4] 4.0000-5.0000 sec  5.20 MBytes  43.6 Mbits/sec
[  5] 4.0000-5.0000 sec   256 KBytes  2.10 Mbits/sec
[  1] 5.0000-6.0000 sec  1.23 MBytes  10.3 Mbits/sec
[  2] 5.0000-6.0000 sec  4.42 MBytes  37.0 Mbits/sec
[  3] 5.0000-6.0000 sec  10.8 MBytes  90.2 Mbits/sec
[  4] 5.0000-6.0000 sec  5.24 MBytes  44.0 Mbits/sec
[  5] 5.0000-6.0000 sec   308 KBytes  2.53 Mbits/sec
[  1] 6.0000-7.0000 sec   863 KBytes  7.07 Mbits/sec
[  2] 6.0000-7.0000 sec  4.81 MBytes  40.3 Mbits/sec
[  3] 6.0000-7.0000 sec  10.8 MBytes  90.2 Mbits/sec
[  4] 6.0000-7.0000 sec  5.45 MBytes  45.7 Mbits/sec
[  5] 6.0000-7.0000 sec   257 KBytes  2.11 Mbits/sec
[  1] 7.0000-8.0000 sec   765 KBytes  6.27 Mbits/sec
[  2] 7.0000-8.0000 sec  4.90 MBytes  41.1 Mbits/sec
[  3] 7.0000-8.0000 sec  10.8 MBytes  90.2 Mbits/sec
[  4] 7.0000-8.0000 sec  5.47 MBytes  45.9 Mbits/sec
[  5] 7.0000-8.0000 sec   239 KBytes  1.96 Mbits/sec
[  2] 8.0000-9.0000 sec  4.56 MBytes  38.2 Mbits/sec
[  3] 8.0000-9.0000 sec  10.8 MBytes  90.2 Mbits/sec
[  1] 8.0000-9.0000 sec   503 KBytes  4.12 Mbits/sec
[  4] 8.0000-9.0000 sec  5.82 MBytes  48.8 Mbits/sec
[  5] 8.0000-9.0000 sec   284 KBytes  2.33 Mbits/sec
[  2] 9.0000-10.0000 sec  5.53 MBytes  46.4 Mbits/sec
[  3] 9.0000-10.0000 sec  10.8 MBytes  90.2 Mbits/sec
[  4] 9.0000-10.0000 sec  4.77 MBytes  40.0 Mbits/sec
[  1] 9.0000-10.0000 sec   807 KBytes  6.61 Mbits/sec
[  3] 0.0000-10.0108 sec   108 MBytes  90.2 Mbits/sec
[  5] 9.0000-10.0000 sec   235 KBytes  1.92 Mbits/sec
[  2] 10.0000-11.0000 sec  5.12 MBytes  43.0 Mbits/sec
[  1] 10.0000-11.0000 sec   539 KBytes  4.41 Mbits/sec
[  4] 10.0000-11.0000 sec  5.38 MBytes  45.1 Mbits/sec
[  5] 10.0000-11.0000 sec   317 KBytes  2.59 Mbits/sec
[  2] 11.0000-11.5275 sec  2.25 MBytes  35.8 Mbits/sec
[  2] 0.0000-11.5275 sec  49.0 MBytes  35.7 Mbits/sec
[  5] 11.0000-11.7532 sec   400 KBytes  4.35 Mbits/sec
[  5] 0.0000-11.7532 sec  3.67 MBytes  2.62 Mbits/sec
[  4] 11.0000-11.8907 sec  6.69 MBytes  63.1 Mbits/sec
[  4] 0.0000-11.8907 sec  64.6 MBytes  45.6 Mbits/sec
[  1] 11.0000-12.0000 sec  1.87 MBytes  15.7 Mbits/sec
[  1] 0.0000-12.0628 sec  18.5 MBytes  12.8 Mbits/sec
