------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.10.2 port 5001 connected with 192.168.4.2 port 43450
[  2] local 192.168.10.2 port 5001 connected with 192.168.3.2 port 58604
[  3] local 192.168.10.2 port 5001 connected with 192.168.7.2 port 53216
[  4] local 192.168.10.2 port 5001 connected with 192.168.6.2 port 43262
[  5] local 192.168.10.2 port 5001 connected with 192.168.9.2 port 42326
[  6] local 192.168.10.2 port 5001 connected with 192.168.8.2 port 48688
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  1.89 MBytes  15.9 Mbits/sec
[  2] 0.0000-1.0000 sec  3.61 MBytes  30.3 Mbits/sec
[  3] 0.0000-1.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  4] 0.0000-1.0000 sec  7.85 MBytes  65.8 Mbits/sec
[  5] 0.0000-1.0000 sec  9.00 MBytes  75.5 Mbits/sec
[  6] 0.0000-1.0000 sec  1.13 MBytes  9.44 Mbits/sec
[  1] 1.0000-2.0000 sec  1.55 MBytes  13.0 Mbits/sec
[  2] 1.0000-2.0000 sec  4.06 MBytes  34.0 Mbits/sec
[  3] 1.0000-2.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  6] 1.0000-2.0000 sec   990 KBytes  8.11 Mbits/sec
[  4] 1.0000-2.0000 sec  7.34 MBytes  61.6 Mbits/sec
[  5] 1.0000-2.0000 sec  9.00 MBytes  75.5 Mbits/sec
[  1] 2.0000-3.0000 sec  1.71 MBytes  14.3 Mbits/sec
[  2] 2.0000-3.0000 sec  5.11 MBytes  42.8 Mbits/sec
[  6] 2.0000-3.0000 sec   916 KBytes  7.51 Mbits/sec
[  3] 2.0000-3.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  4] 2.0000-3.0000 sec  6.29 MBytes  52.7 Mbits/sec
[  5] 2.0000-3.0000 sec  9.00 MBytes  75.5 Mbits/sec
[  2] 3.0000-4.0000 sec  6.37 MBytes  53.5 Mbits/sec
[  3] 3.0000-4.0000 sec  8.00 MBytes  67.1 Mbits/sec
