------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.3.2 port 5001 connected with 192.168.1.2 port 39178
[  2] local 192.168.3.2 port 5001 connected with 192.168.2.2 port 56400
[  3] local 192.168.3.2 port 5001 connected with 192.168.4.2 port 45856
[  4] local 192.168.3.2 port 5001 connected with 192.168.6.2 port 56570
[  5] local 192.168.3.2 port 5001 connected with 192.168.8.2 port 40680
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  1.81 MBytes  15.2 Mbits/sec
[  1] 0.0000-1.0000 sec   815 KBytes  6.68 Mbits/sec
[  3] 0.0000-1.0000 sec  4.00 MBytes  33.6 Mbits/sec
[  5] 0.0000-1.0000 sec   315 KBytes  2.58 Mbits/sec
[  4] 0.0000-1.0000 sec   816 KBytes  6.68 Mbits/sec
[  2] 1.0000-2.0000 sec  1.79 MBytes  15.0 Mbits/sec
[  1] 1.0000-2.0000 sec   342 KBytes  2.80 Mbits/sec
[  3] 1.0000-2.0000 sec  4.89 MBytes  41.0 Mbits/sec
[  4] 1.0000-2.0000 sec   765 KBytes  6.27 Mbits/sec
[  5] 1.0000-2.0000 sec   274 KBytes  2.25 Mbits/sec
[  2] 2.0000-3.0000 sec  1.79 MBytes  15.0 Mbits/sec
[  1] 2.0000-3.0000 sec   223 KBytes  1.83 Mbits/sec
[  3] 2.0000-3.0000 sec  5.58 MBytes  46.8 Mbits/sec
[  4] 2.0000-3.0000 sec   684 KBytes  5.61 Mbits/sec
[  5] 2.0000-3.0000 sec   243 KBytes  1.99 Mbits/sec
[  3] 3.0000-4.0000 sec  6.71 MBytes  56.3 Mbits/sec
[  2] 3.0000-4.0000 sec  1.50 MBytes  12.6 Mbits/sec
[  5] 3.0000-4.0000 sec   185 KBytes  1.52 Mbits/sec
[  4] 3.0000-4.0000 sec   755 KBytes  6.19 Mbits/sec
[  1] 3.0000-4.0000 sec   229 KBytes  1.88 Mbits/sec
[  2] 4.0000-5.0000 sec  1.44 MBytes  12.0 Mbits/sec
[  1] 4.0000-5.0000 sec   276 KBytes  2.26 Mbits/sec
[  3] 4.0000-5.0000 sec  7.96 MBytes  66.7 Mbits/sec
[  4] 4.0000-5.0000 sec   783 KBytes  6.42 Mbits/sec
[  5] 4.0000-5.0000 sec   204 KBytes  1.67 Mbits/sec
[  2] 5.0000-6.0000 sec  1.22 MBytes  10.3 Mbits/sec
[  3] 5.0000-6.0000 sec  7.90 MBytes  66.2 Mbits/sec
[  4] 5.0000-6.0000 sec   738 KBytes  6.05 Mbits/sec
[  1] 5.0000-6.0000 sec   341 KBytes  2.79 Mbits/sec
[  5] 5.0000-6.0000 sec   245 KBytes  2.00 Mbits/sec
[  2] 6.0000-7.0000 sec  1.14 MBytes  9.56 Mbits/sec
[  1] 6.0000-7.0000 sec   351 KBytes  2.87 Mbits/sec
[  4] 6.0000-7.0000 sec   919 KBytes  7.53 Mbits/sec
[  3] 6.0000-7.0000 sec  7.80 MBytes  65.4 Mbits/sec
[  5] 6.0000-7.0000 sec   174 KBytes  1.42 Mbits/sec
[  2] 7.0000-8.0000 sec  1.54 MBytes  13.0 Mbits/sec
[  1] 7.0000-8.0000 sec   346 KBytes  2.84 Mbits/sec
[  3] 7.0000-8.0000 sec  7.83 MBytes  65.7 Mbits/sec
[  4] 7.0000-8.0000 sec   748 KBytes  6.13 Mbits/sec
[  5] 7.0000-8.0000 sec   355 KBytes  2.91 Mbits/sec
[  2] 8.0000-9.0000 sec  1.57 MBytes  13.2 Mbits/sec
[  1] 8.0000-9.0000 sec   397 KBytes  3.26 Mbits/sec
[  3] 8.0000-9.0000 sec  7.04 MBytes  59.1 Mbits/sec
[  4] 8.0000-9.0000 sec   699 KBytes  5.72 Mbits/sec
[  5] 8.0000-9.0000 sec   304 KBytes  2.49 Mbits/sec
[  2] 9.0000-10.0000 sec  1.88 MBytes  15.8 Mbits/sec
[  1] 9.0000-10.0000 sec   484 KBytes  3.96 Mbits/sec
[  3] 9.0000-10.0000 sec  7.12 MBytes  59.7 Mbits/sec
[  4] 9.0000-10.0000 sec   851 KBytes  6.97 Mbits/sec
[  5] 9.0000-10.0000 sec   489 KBytes  4.01 Mbits/sec
[  2] 10.0000-10.9981 sec  1.40 MBytes  11.8 Mbits/sec
[  2] 0.0000-10.9981 sec  17.1 MBytes  13.0 Mbits/sec
[  1] 10.0000-11.0000 sec   901 KBytes  7.38 Mbits/sec
[  5] 10.0000-11.0000 sec  26.9 KBytes   220 Kbits/sec
[  3] 10.0000-11.0000 sec  4.06 MBytes  34.1 Mbits/sec
[  4] 10.0000-11.0000 sec   612 KBytes  5.02 Mbits/sec
[  1] 11.0000-11.2697 sec  1.25 MBytes  39.0 Mbits/sec
[  1] 0.0000-11.2697 sec  5.85 MBytes  4.35 Mbits/sec
[  3] 11.0000-11.2538 sec  1.73 MBytes  57.3 Mbits/sec
[  3] 0.0000-11.2538 sec  72.6 MBytes  54.1 Mbits/sec
[  4] 11.0000-11.3366 sec   915 KBytes  22.3 Mbits/sec
[  4] 0.0000-11.3366 sec  9.07 MBytes  6.71 Mbits/sec
[  5] 11.0000-11.7903 sec  1.75 MBytes  18.6 Mbits/sec
[  5] 0.0000-11.7903 sec  4.50 MBytes  3.20 Mbits/sec
