------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.3.2 port 5001 connected with 192.168.1.2 port 53432
[  2] local 192.168.3.2 port 5001 connected with 192.168.2.2 port 50242
[  3] local 192.168.3.2 port 5001 connected with 192.168.5.2 port 57504
[  4] local 192.168.3.2 port 5001 connected with 192.168.4.2 port 59706
[  5] local 192.168.3.2 port 5001 connected with 192.168.8.2 port 44616
[  6] local 192.168.3.2 port 5001 connected with 192.168.6.2 port 51454
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  1.72 MBytes  14.4 Mbits/sec
[  2] 0.0000-1.0000 sec   605 KBytes  4.96 Mbits/sec
[  3] 0.0000-1.0000 sec  1.22 MBytes  10.2 Mbits/sec
[  4] 0.0000-1.0000 sec  6.94 MBytes  58.2 Mbits/sec
[  5] 0.0000-1.0000 sec  9.15 MBytes  76.8 Mbits/sec
[  6] 0.0000-1.0000 sec   970 KBytes  7.95 Mbits/sec
[  3] 1.0000-2.0000 sec   929 KBytes  7.61 Mbits/sec
[  1] 1.0000-2.0000 sec  2.25 MBytes  18.9 Mbits/sec
[  4] 1.0000-2.0000 sec  6.37 MBytes  53.4 Mbits/sec
[  5] 1.0000-2.0000 sec  9.13 MBytes  76.6 Mbits/sec
[  2] 1.0000-2.0000 sec   488 KBytes  4.00 Mbits/sec
[  6] 1.0000-2.0000 sec  1.22 MBytes  10.2 Mbits/sec
[  2] 2.0000-3.0000 sec   448 KBytes  3.67 Mbits/sec
[  3] 2.0000-3.0000 sec   899 KBytes  7.37 Mbits/sec
[  1] 2.0000-3.0000 sec  2.92 MBytes  24.5 Mbits/sec
[  4] 2.0000-3.0000 sec  5.53 MBytes  46.4 Mbits/sec
[  5] 2.0000-3.0000 sec  9.12 MBytes  76.5 Mbits/sec
[  6] 2.0000-3.0000 sec  1.43 MBytes  12.0 Mbits/sec
[  2] 3.0000-4.0000 sec   428 KBytes  3.51 Mbits/sec
[  3] 3.0000-4.0000 sec   841 KBytes  6.89 Mbits/sec
[  1] 3.0000-4.0000 sec  3.21 MBytes  27.0 Mbits/sec
[  4] 3.0000-4.0000 sec  4.84 MBytes  40.6 Mbits/sec
[  5] 3.0000-4.0000 sec  9.13 MBytes  76.6 Mbits/sec
[  6] 3.0000-4.0000 sec  1.70 MBytes  14.3 Mbits/sec
[  2] 4.0000-5.0000 sec   457 KBytes  3.74 Mbits/sec
[  3] 4.0000-5.0000 sec   952 KBytes  7.80 Mbits/sec
[  1] 4.0000-5.0000 sec  3.08 MBytes  25.8 Mbits/sec
[  4] 4.0000-5.0000 sec  4.73 MBytes  39.7 Mbits/sec
[  5] 4.0000-5.0000 sec  9.12 MBytes  76.5 Mbits/sec
[  6] 4.0000-5.0000 sec  2.01 MBytes  16.9 Mbits/sec
[  1] 5.0000-6.0000 sec  2.76 MBytes  23.1 Mbits/sec
[  4] 5.0000-6.0000 sec  4.35 MBytes  36.5 Mbits/sec
[  2] 5.0000-6.0000 sec   417 KBytes  3.42 Mbits/sec
[  5] 5.0000-6.0000 sec  9.12 MBytes  76.5 Mbits/sec
[  3] 5.0000-6.0000 sec  1.10 MBytes  9.20 Mbits/sec
[  6] 5.0000-6.0000 sec  2.43 MBytes  20.4 Mbits/sec
[  1] 6.0000-7.0000 sec  2.53 MBytes  21.2 Mbits/sec
[  4] 6.0000-7.0000 sec  3.89 MBytes  32.6 Mbits/sec
[  2] 6.0000-7.0000 sec   416 KBytes  3.41 Mbits/sec
[  3] 6.0000-7.0000 sec  1.33 MBytes  11.1 Mbits/sec
[  5] 6.0000-7.0000 sec  9.12 MBytes  76.5 Mbits/sec
[  6] 6.0000-7.0000 sec  2.72 MBytes  22.8 Mbits/sec
[  1] 7.0000-8.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  4] 7.0000-8.0000 sec  3.61 MBytes  30.3 Mbits/sec
[  2] 7.0000-8.0000 sec   469 KBytes  3.85 Mbits/sec
[  3] 7.0000-8.0000 sec  1.32 MBytes  11.1 Mbits/sec
[  6] 7.0000-8.0000 sec  3.04 MBytes  25.5 Mbits/sec
[  5] 7.0000-8.0000 sec  9.13 MBytes  76.6 Mbits/sec
[  2] 8.0000-9.0000 sec   590 KBytes  4.83 Mbits/sec
[  1] 8.0000-9.0000 sec  2.33 MBytes  19.6 Mbits/sec
[  4] 8.0000-9.0000 sec  3.52 MBytes  29.5 Mbits/sec
[  5] 8.0000-9.0000 sec  9.13 MBytes  76.6 Mbits/sec
[  3] 8.0000-9.0000 sec  1.26 MBytes  10.6 Mbits/sec
[  6] 8.0000-9.0000 sec  3.48 MBytes  29.2 Mbits/sec
[  3] 9.0000-10.0000 sec  1.10 MBytes  9.27 Mbits/sec
[  1] 9.0000-10.0000 sec  2.24 MBytes  18.8 Mbits/sec
[  4] 9.0000-10.0000 sec  3.31 MBytes  27.7 Mbits/sec
[  5] 9.0000-10.0000 sec  9.12 MBytes  76.5 Mbits/sec
[  2] 9.0000-10.0000 sec   741 KBytes  6.07 Mbits/sec
[  5] 0.0000-10.0097 sec  91.4 MBytes  76.6 Mbits/sec
[  6] 9.0000-10.0000 sec  3.57 MBytes  29.9 Mbits/sec
[  4] 10.0000-11.0000 sec  2.03 MBytes  17.0 Mbits/sec
[  2] 10.0000-11.0000 sec   568 KBytes  4.66 Mbits/sec
[  3] 10.0000-11.0000 sec   696 KBytes  5.70 Mbits/sec
[  1] 10.0000-11.0000 sec  1.54 MBytes  12.9 Mbits/sec
[  6] 10.0000-11.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  4] 0.0000-11.0544 sec  50.0 MBytes  37.9 Mbits/sec
[  3] 0.0000-11.0674 sec  11.9 MBytes  9.00 Mbits/sec
[  2] 0.0000-11.0725 sec  5.88 MBytes  4.45 Mbits/sec
