------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.1.2 port 5001 connected with 192.168.2.2 port 54254
[  2] local 192.168.1.2 port 5001 connected with 192.168.5.2 port 48336
[  3] local 192.168.1.2 port 5001 connected with 192.168.3.2 port 43442
[  4] local 192.168.1.2 port 5001 connected with 192.168.4.2 port 57614
[  5] local 192.168.1.2 port 5001 connected with 192.168.6.2 port 46718
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  5.95 MBytes  49.9 Mbits/sec
[  2] 0.0000-1.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  5] 0.0000-1.0000 sec  1.27 MBytes  10.7 Mbits/sec
[  3] 0.0000-1.0000 sec  1.96 MBytes  16.4 Mbits/sec
[  4] 0.0000-1.0000 sec  2.23 MBytes  18.7 Mbits/sec
[  1] 1.0000-2.0000 sec  6.90 MBytes  57.9 Mbits/sec
[  2] 1.0000-2.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  3] 1.0000-2.0000 sec  1.67 MBytes  14.0 Mbits/sec
[  4] 1.0000-2.0000 sec  1.66 MBytes  13.9 Mbits/sec
[  5] 1.0000-2.0000 sec  1.16 MBytes  9.75 Mbits/sec
[  1] 2.0000-3.0000 sec  7.08 MBytes  59.4 Mbits/sec
[  2] 2.0000-3.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  3] 2.0000-3.0000 sec  1.88 MBytes  15.7 Mbits/sec
[  5] 2.0000-3.0000 sec  1.03 MBytes  8.68 Mbits/sec
[  4] 2.0000-3.0000 sec  1.38 MBytes  11.6 Mbits/sec
[  1] 3.0000-4.0000 sec  7.43 MBytes  62.3 Mbits/sec
[  2] 3.0000-4.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  3] 3.0000-4.0000 sec  1.74 MBytes  14.6 Mbits/sec
[  4] 3.0000-4.0000 sec  1.17 MBytes  9.81 Mbits/sec
[  5] 3.0000-4.0000 sec  1.06 MBytes  8.86 Mbits/sec
[  1] 4.0000-5.0000 sec  7.65 MBytes  64.2 Mbits/sec
[  2] 4.0000-5.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  5] 4.0000-5.0000 sec   993 KBytes  8.13 Mbits/sec
[  3] 4.0000-5.0000 sec  1.59 MBytes  13.3 Mbits/sec
[  4] 4.0000-5.0000 sec  1.16 MBytes  9.72 Mbits/sec
[  1] 5.0000-6.0000 sec  7.93 MBytes  66.5 Mbits/sec
[  2] 5.0000-6.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  3] 5.0000-6.0000 sec  1.54 MBytes  12.9 Mbits/sec
[  5] 5.0000-6.0000 sec   933 KBytes  7.65 Mbits/sec
[  4] 5.0000-6.0000 sec  1021 KBytes  8.36 Mbits/sec
[  1] 6.0000-7.0000 sec  8.08 MBytes  67.8 Mbits/sec
[  2] 6.0000-7.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  3] 6.0000-7.0000 sec  1.51 MBytes  12.6 Mbits/sec
[  4] 6.0000-7.0000 sec   971 KBytes  7.96 Mbits/sec
[  5] 6.0000-7.0000 sec   912 KBytes  7.47 Mbits/sec
[  1] 7.0000-8.0000 sec  8.13 MBytes  68.2 Mbits/sec
[  2] 7.0000-8.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  5] 7.0000-8.0000 sec   971 KBytes  7.96 Mbits/sec
[  3] 7.0000-8.0000 sec  1.47 MBytes  12.4 Mbits/sec
[  4] 7.0000-8.0000 sec   888 KBytes  7.27 Mbits/sec
[  1] 8.0000-9.0000 sec  7.93 MBytes  66.5 Mbits/sec
[  2] 8.0000-9.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  5] 8.0000-9.0000 sec   991 KBytes  8.12 Mbits/sec
[  3] 8.0000-9.0000 sec  1.43 MBytes  12.0 Mbits/sec
[  4] 8.0000-9.0000 sec  1.04 MBytes  8.72 Mbits/sec
[  5] 9.0000-10.0000 sec   560 KBytes  4.59 Mbits/sec
[  2] 9.0000-10.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  2] 0.0000-10.0112 sec   111 MBytes  93.3 Mbits/sec
[  4] 9.0000-10.0000 sec   626 KBytes  5.13 Mbits/sec
[  1] 9.0000-10.0000 sec  6.38 MBytes  53.5 Mbits/sec
[  3] 9.0000-10.0000 sec   385 KBytes  3.15 Mbits/sec
[  1] 10.0000-11.0000 sec  9.17 MBytes  77.0 Mbits/sec
[  3] 10.0000-11.0000 sec  2.83 MBytes  23.8 Mbits/sec
[  4] 10.0000-11.0000 sec  1.46 MBytes  12.2 Mbits/sec
[  5] 10.0000-11.0000 sec  1.37 MBytes  11.5 Mbits/sec
[  1] 11.0000-11.6103 sec  4.32 MBytes  59.4 Mbits/sec
[  1] 0.0000-11.6103 sec  86.9 MBytes  62.8 Mbits/sec
[  3] 11.0000-11.6736 sec  1.75 MBytes  21.8 Mbits/sec
[  3] 0.0000-11.6736 sec  19.8 MBytes  14.2 Mbits/sec
[  4] 11.0000-11.8260 sec  1.97 MBytes  20.0 Mbits/sec
[  4] 0.0000-11.8260 sec  15.5 MBytes  11.0 Mbits/sec
[  5] 11.0000-11.8437 sec  1.68 MBytes  16.8 Mbits/sec
[  5] 0.0000-11.8437 sec  12.8 MBytes  9.08 Mbits/sec
