------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.5.2 port 5001 connected with 192.168.2.2 port 42248
[  2] local 192.168.5.2 port 5001 connected with 192.168.1.2 port 40862
[  4] local 192.168.5.2 port 5001 connected with 192.168.4.2 port 42340
[  5] local 192.168.5.2 port 5001 connected with 192.168.7.2 port 46858
[  6] local 192.168.5.2 port 5001 connected with 192.168.6.2 port 58110
[  3] local 192.168.5.2 port 5001 connected with 192.168.3.2 port 57026
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  9.03 MBytes  75.8 Mbits/sec
[  1] 0.0000-1.0000 sec  1.21 MBytes  10.2 Mbits/sec
[  4] 0.0000-1.0000 sec  2.11 MBytes  17.7 Mbits/sec
[  5] 0.0000-1.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  3] 0.0000-1.0000 sec   752 KBytes  6.16 Mbits/sec
[  6] 0.0000-1.0000 sec   619 KBytes  5.07 Mbits/sec
[  2] 1.0000-2.0000 sec  9.55 MBytes  80.1 Mbits/sec
[  1] 1.0000-2.0000 sec  1.29 MBytes  10.8 Mbits/sec
[  3] 1.0000-2.0000 sec   478 KBytes  3.92 Mbits/sec
[  4] 1.0000-2.0000 sec  1.55 MBytes  13.0 Mbits/sec
[  5] 1.0000-2.0000 sec  3.11 MBytes  26.1 Mbits/sec
[  6] 1.0000-2.0000 sec   421 KBytes  3.45 Mbits/sec
[  2] 2.0000-3.0000 sec  9.75 MBytes  81.7 Mbits/sec
[  1] 2.0000-3.0000 sec  1.46 MBytes  12.2 Mbits/sec
[  3] 2.0000-3.0000 sec   337 KBytes  2.76 Mbits/sec
[  4] 2.0000-3.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  5] 2.0000-3.0000 sec  2.26 MBytes  19.0 Mbits/sec
[  6] 2.0000-3.0000 sec   329 KBytes  2.70 Mbits/sec
[  2] 3.0000-4.0000 sec  9.99 MBytes  83.8 Mbits/sec
[  1] 3.0000-4.0000 sec  1.60 MBytes  13.4 Mbits/sec
[  4] 3.0000-4.0000 sec  1.06 MBytes  8.86 Mbits/sec
[  5] 3.0000-4.0000 sec  1.89 MBytes  15.9 Mbits/sec
[  6] 3.0000-4.0000 sec   301 KBytes  2.47 Mbits/sec
[  3] 3.0000-4.0000 sec   264 KBytes  2.17 Mbits/sec
[  3] 4.0000-5.0000 sec   226 KBytes  1.85 Mbits/sec
[  2] 4.0000-5.0000 sec  10.0 MBytes  84.1 Mbits/sec
[  1] 4.0000-5.0000 sec  1.70 MBytes  14.2 Mbits/sec
[  4] 4.0000-5.0000 sec  1.00 MBytes  8.40 Mbits/sec
[  5] 4.0000-5.0000 sec  1.57 MBytes  13.1 Mbits/sec
[  6] 4.0000-5.0000 sec   310 KBytes  2.54 Mbits/sec
[  1] 5.0000-6.0000 sec  1.91 MBytes  16.0 Mbits/sec
[  2] 5.0000-6.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  3] 5.0000-6.0000 sec   274 KBytes  2.25 Mbits/sec
[  5] 5.0000-6.0000 sec  1.70 MBytes  14.2 Mbits/sec
[  6] 5.0000-6.0000 sec   359 KBytes  2.94 Mbits/sec
[  4] 5.0000-6.0000 sec  1.15 MBytes  9.65 Mbits/sec
[  3] 6.0000-7.0000 sec   301 KBytes  2.47 Mbits/sec
[  2] 6.0000-7.0000 sec  10.0 MBytes  84.1 Mbits/sec
[  1] 6.0000-7.0000 sec  1.99 MBytes  16.7 Mbits/sec
[  4] 6.0000-7.0000 sec  1.25 MBytes  10.5 Mbits/sec
[  5] 6.0000-7.0000 sec  1.94 MBytes  16.3 Mbits/sec
[  6] 6.0000-7.0000 sec   433 KBytes  3.54 Mbits/sec
[  2] 7.0000-8.0000 sec  10.0 MBytes  83.9 Mbits/sec
[  1] 7.0000-8.0000 sec  2.31 MBytes  19.4 Mbits/sec
[  3] 7.0000-8.0000 sec   386 KBytes  3.16 Mbits/sec
[  4] 7.0000-8.0000 sec  1.88 MBytes  15.8 Mbits/sec
[  5] 7.0000-8.0000 sec  2.63 MBytes  22.1 Mbits/sec
[  6] 7.0000-8.0000 sec   522 KBytes  4.27 Mbits/sec
[  2] 8.0000-9.0000 sec  10.2 MBytes  85.2 Mbits/sec
[  1] 8.0000-9.0000 sec  2.69 MBytes  22.6 Mbits/sec
[  3] 8.0000-9.0000 sec   471 KBytes  3.86 Mbits/sec
[  4] 8.0000-9.0000 sec  2.06 MBytes  17.3 Mbits/sec
[  5] 8.0000-9.0000 sec  3.36 MBytes  28.2 Mbits/sec
[  6] 8.0000-9.0000 sec   549 KBytes  4.49 Mbits/sec
[  1] 9.0000-10.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  4] 9.0000-10.0000 sec  2.29 MBytes  19.2 Mbits/sec
[  5] 9.0000-10.0000 sec  3.39 MBytes  28.4 Mbits/sec
[  3] 9.0000-10.0000 sec   649 KBytes  5.32 Mbits/sec
[  2] 9.0000-10.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  6] 9.0000-10.0000 sec   604 KBytes  4.95 Mbits/sec
[  2] 10.0000-11.0000 sec  11.8 MBytes  98.8 Mbits/sec
