------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.4.2 port 5001 connected with 192.168.2.2 port 53064
[  2] local 192.168.4.2 port 5001 connected with 192.168.1.2 port 39414
[  3] local 192.168.4.2 port 5001 connected with 192.168.6.2 port 52492
[  4] local 192.168.4.2 port 5001 connected with 192.168.5.2 port 46730
[  5] local 192.168.4.2 port 5001 connected with 192.168.7.2 port 49588
[  6] local 192.168.4.2 port 5001 connected with 192.168.9.2 port 56746
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  1.99 MBytes  16.7 Mbits/sec
[  1] 0.0000-1.0000 sec  4.88 MBytes  40.9 Mbits/sec
[  3] 0.0000-1.0000 sec  8.92 MBytes  74.8 Mbits/sec
[  4] 0.0000-1.0000 sec  1.58 MBytes  13.3 Mbits/sec
[  5] 0.0000-1.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  6] 0.0000-1.0000 sec  6.95 MBytes  58.3 Mbits/sec
[  1] 1.0000-2.0000 sec  5.49 MBytes  46.1 Mbits/sec
[  2] 1.0000-2.0000 sec  1.64 MBytes  13.8 Mbits/sec
[  3] 1.0000-2.0000 sec  8.83 MBytes  74.1 Mbits/sec
[  6] 1.0000-2.0000 sec  6.49 MBytes  54.4 Mbits/sec
[  4] 1.0000-2.0000 sec  1.56 MBytes  13.1 Mbits/sec
[  5] 1.0000-2.0000 sec  1.42 MBytes  11.9 Mbits/sec
[  1] 2.0000-3.0000 sec  5.76 MBytes  48.3 Mbits/sec
[  2] 2.0000-3.0000 sec  1.71 MBytes  14.3 Mbits/sec
[  5] 2.0000-3.0000 sec  1.78 MBytes  15.0 Mbits/sec
[  3] 2.0000-3.0000 sec  8.90 MBytes  74.7 Mbits/sec
[  4] 2.0000-3.0000 sec  1.60 MBytes  13.4 Mbits/sec
[  6] 2.0000-3.0000 sec  6.30 MBytes  52.8 Mbits/sec
[  2] 3.0000-4.0000 sec  1.80 MBytes  15.1 Mbits/sec
[  1] 3.0000-4.0000 sec  5.30 MBytes  44.5 Mbits/sec
[  3] 3.0000-4.0000 sec  8.87 MBytes  74.4 Mbits/sec
[  4] 3.0000-4.0000 sec  1.68 MBytes  14.1 Mbits/sec
[  5] 3.0000-4.0000 sec  1.82 MBytes  15.2 Mbits/sec
[  6] 3.0000-4.0000 sec  6.53 MBytes  54.8 Mbits/sec
[  2] 4.0000-5.0000 sec  1.87 MBytes  15.7 Mbits/sec
[  1] 4.0000-5.0000 sec  4.88 MBytes  40.9 Mbits/sec
[  3] 4.0000-5.0000 sec  8.85 MBytes  74.3 Mbits/sec
[  4] 4.0000-5.0000 sec  1.37 MBytes  11.5 Mbits/sec
[  5] 4.0000-5.0000 sec  1012 KBytes  8.29 Mbits/sec
[  6] 4.0000-5.0000 sec  6.56 MBytes  55.0 Mbits/sec
[  1] 5.0000-6.0000 sec  4.66 MBytes  39.1 Mbits/sec
[  2] 5.0000-6.0000 sec  1.85 MBytes  15.5 Mbits/sec
[  6] 5.0000-6.0000 sec  6.65 MBytes  55.8 Mbits/sec
[  3] 5.0000-6.0000 sec  8.92 MBytes  74.8 Mbits/sec
[  4] 5.0000-6.0000 sec  1.15 MBytes  9.68 Mbits/sec
[  5] 5.0000-6.0000 sec   807 KBytes  6.61 Mbits/sec
[  2] 6.0000-7.0000 sec  1.89 MBytes  15.9 Mbits/sec
[  1] 6.0000-7.0000 sec  4.63 MBytes  38.8 Mbits/sec
[  3] 6.0000-7.0000 sec  8.83 MBytes  74.1 Mbits/sec
