------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.1.2 port 5001 connected with 192.168.2.2 port 52292
[  2] local 192.168.1.2 port 5001 connected with 192.168.3.2 port 35550
[  3] local 192.168.1.2 port 5001 connected with 192.168.6.2 port 56216
[  4] local 192.168.1.2 port 5001 connected with 192.168.4.2 port 54222
[  5] local 192.168.1.2 port 5001 connected with 192.168.9.2 port 56570
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  3.65 MBytes  30.6 Mbits/sec
[  3] 0.0000-1.0000 sec  6.74 MBytes  56.5 Mbits/sec
[  1] 0.0000-1.0000 sec   802 KBytes  6.57 Mbits/sec
[  4] 0.0000-1.0000 sec  3.91 MBytes  32.8 Mbits/sec
[  5] 0.0000-1.0000 sec  3.14 MBytes  26.3 Mbits/sec
[  2] 1.0000-2.0000 sec  5.53 MBytes  46.4 Mbits/sec
[  4] 1.0000-2.0000 sec  3.29 MBytes  27.6 Mbits/sec
[  3] 1.0000-2.0000 sec  4.94 MBytes  41.4 Mbits/sec
[  1] 1.0000-2.0000 sec   724 KBytes  5.93 Mbits/sec
[  5] 1.0000-2.0000 sec  1.78 MBytes  14.9 Mbits/sec
[  2] 2.0000-3.0000 sec  6.58 MBytes  55.2 Mbits/sec
[  4] 2.0000-3.0000 sec  2.77 MBytes  23.3 Mbits/sec
[  3] 2.0000-3.0000 sec  3.31 MBytes  27.7 Mbits/sec
[  1] 2.0000-3.0000 sec   844 KBytes  6.92 Mbits/sec
[  5] 2.0000-3.0000 sec  1.18 MBytes  9.86 Mbits/sec
[  2] 3.0000-4.0000 sec  6.82 MBytes  57.2 Mbits/sec
[  3] 3.0000-4.0000 sec  2.32 MBytes  19.4 Mbits/sec
[  1] 3.0000-4.0000 sec   935 KBytes  7.66 Mbits/sec
[  4] 3.0000-4.0000 sec  2.37 MBytes  19.9 Mbits/sec
[  5] 3.0000-4.0000 sec  1.22 MBytes  10.2 Mbits/sec
[  2] 4.0000-5.0000 sec  7.10 MBytes  59.6 Mbits/sec
[  1] 4.0000-5.0000 sec   861 KBytes  7.05 Mbits/sec
[  4] 4.0000-5.0000 sec  2.15 MBytes  18.0 Mbits/sec
[  3] 4.0000-5.0000 sec  1.79 MBytes  15.0 Mbits/sec
[  5] 4.0000-5.0000 sec  1.21 MBytes  10.2 Mbits/sec
[  2] 5.0000-6.0000 sec  7.41 MBytes  62.2 Mbits/sec
[  3] 5.0000-6.0000 sec  1.58 MBytes  13.2 Mbits/sec
[  4] 5.0000-6.0000 sec  2.08 MBytes  17.4 Mbits/sec
[  5] 5.0000-6.0000 sec  1.22 MBytes  10.2 Mbits/sec
[  1] 5.0000-6.0000 sec   655 KBytes  5.36 Mbits/sec
[  3] 6.0000-7.0000 sec  2.64 MBytes  22.1 Mbits/sec
[  2] 6.0000-7.0000 sec  6.42 MBytes  53.8 Mbits/sec
[  5] 6.0000-7.0000 sec   991 KBytes  8.12 Mbits/sec
[  1] 6.0000-7.0000 sec   420 KBytes  3.44 Mbits/sec
[  4] 6.0000-7.0000 sec   957 KBytes  7.84 Mbits/sec
[  2] 7.0000-8.0000 sec  8.76 MBytes  73.5 Mbits/sec
[  3] 7.0000-8.0000 sec  3.22 MBytes  27.0 Mbits/sec
[  4] 7.0000-8.0000 sec  3.38 MBytes  28.4 Mbits/sec
[  5] 7.0000-8.0000 sec  1.31 MBytes  11.0 Mbits/sec
[  1] 7.0000-8.0000 sec   510 KBytes  4.18 Mbits/sec
[  2] 8.0000-9.0000 sec  7.61 MBytes  63.9 Mbits/sec
[  1] 8.0000-9.0000 sec   426 KBytes  3.49 Mbits/sec
[  4] 8.0000-9.0000 sec  2.17 MBytes  18.2 Mbits/sec
[  3] 8.0000-9.0000 sec  3.23 MBytes  27.1 Mbits/sec
[  5] 8.0000-9.0000 sec  1.13 MBytes  9.48 Mbits/sec
[  1] 9.0000-10.0000 sec   506 KBytes  4.15 Mbits/sec
[  2] 9.0000-10.0000 sec  7.29 MBytes  61.1 Mbits/sec
[  3] 9.0000-10.0000 sec  3.23 MBytes  27.1 Mbits/sec
[  4] 9.0000-10.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  5] 9.0000-10.0000 sec  1.15 MBytes  9.61 Mbits/sec
[  3] 0.0000-10.2197 sec  34.6 MBytes  28.4 Mbits/sec
[  2] 10.0000-11.0000 sec  7.16 MBytes  60.1 Mbits/sec
[  4] 10.0000-11.0000 sec  2.41 MBytes  20.2 Mbits/sec
[  5] 10.0000-11.0000 sec  1.16 MBytes  9.77 Mbits/sec
[  1] 10.0000-11.0000 sec   617 KBytes  5.05 Mbits/sec
[  1] 11.0000-11.3888 sec   191 KBytes  4.02 Mbits/sec
[  1] 0.0000-11.3888 sec  7.31 MBytes  5.39 Mbits/sec
[  2] 11.0000-11.4017 sec  2.23 MBytes  46.5 Mbits/sec
[  2] 0.0000-11.4017 sec  76.6 MBytes  56.3 Mbits/sec
[  5] 11.0000-11.5145 sec   732 KBytes  11.7 Mbits/sec
[  5] 0.0000-11.5145 sec  16.2 MBytes  11.8 Mbits/sec
[  4] 11.0000-11.5520 sec  3.23 MBytes  49.1 Mbits/sec
[  4] 0.0000-11.5520 sec  31.0 MBytes  22.5 Mbits/sec
