------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.7.2 port 5001 connected with 192.168.3.2 port 34180
[  2] local 192.168.7.2 port 5001 connected with 192.168.5.2 port 40060
[  3] local 192.168.7.2 port 5001 connected with 192.168.2.2 port 42354
[  4] local 192.168.7.2 port 5001 connected with 192.168.6.2 port 45932
[  5] local 192.168.7.2 port 5001 connected with 192.168.8.2 port 39388
[  6] local 192.168.7.2 port 5001 connected with 192.168.10.2 port 47342
[ ID] Interval       Transfer     Bandwidth
[  6] 0.0000-1.0000 sec  7.99 MBytes  67.1 Mbits/sec
[  1] 0.0000-1.0000 sec  1.67 MBytes  14.0 Mbits/sec
[  2] 0.0000-1.0000 sec  1.39 MBytes  11.6 Mbits/sec
[  5] 0.0000-1.0000 sec  10.3 MBytes  86.5 Mbits/sec
[  3] 0.0000-1.0000 sec   417 KBytes  3.42 Mbits/sec
[  4] 0.0000-1.0000 sec  1.00 MBytes  8.41 Mbits/sec
[  1] 1.0000-2.0000 sec  1.14 MBytes  9.52 Mbits/sec
[  5] 1.0000-2.0000 sec  10.5 MBytes  88.0 Mbits/sec
[  6] 1.0000-2.0000 sec  8.75 MBytes  73.4 Mbits/sec
[  2] 1.0000-2.0000 sec  1.25 MBytes  10.5 Mbits/sec
[  3] 1.0000-2.0000 sec   252 KBytes  2.06 Mbits/sec
[  4] 1.0000-2.0000 sec   783 KBytes  6.42 Mbits/sec
[  1] 2.0000-3.0000 sec   929 KBytes  7.61 Mbits/sec
[  3] 2.0000-3.0000 sec   208 KBytes  1.70 Mbits/sec
[  6] 2.0000-3.0000 sec  8.97 MBytes  75.2 Mbits/sec
[  2] 2.0000-3.0000 sec  1.31 MBytes  11.0 Mbits/sec
[  4] 2.0000-3.0000 sec   675 KBytes  5.53 Mbits/sec
[  5] 2.0000-3.0000 sec  10.6 MBytes  89.1 Mbits/sec
[  6] 3.0000-4.0000 sec  9.09 MBytes  76.3 Mbits/sec
[  1] 3.0000-4.0000 sec   795 KBytes  6.51 Mbits/sec
