------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.6.2 port 5001 connected with 192.168.1.2 port 60060
[  2] local 192.168.6.2 port 5001 connected with 192.168.4.2 port 35432
[  3] local 192.168.6.2 port 5001 connected with 192.168.5.2 port 34868
[  4] local 192.168.6.2 port 5001 connected with 192.168.2.2 port 33556
[  5] local 192.168.6.2 port 5001 connected with 192.168.3.2 port 37898
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  1.55 MBytes  13.0 Mbits/sec
[  2] 0.0000-1.0000 sec  4.54 MBytes  38.0 Mbits/sec
[  3] 0.0000-1.0000 sec  6.82 MBytes  57.2 Mbits/sec
[  4] 0.0000-1.0000 sec  4.12 MBytes  34.5 Mbits/sec
[  5] 0.0000-1.0000 sec  1018 KBytes  8.34 Mbits/sec
[  2] 1.0000-2.0000 sec  4.85 MBytes  40.7 Mbits/sec
[  3] 1.0000-2.0000 sec  6.52 MBytes  54.7 Mbits/sec
[  1] 1.0000-2.0000 sec  1.64 MBytes  13.8 Mbits/sec
[  4] 1.0000-2.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  5] 1.0000-2.0000 sec   807 KBytes  6.61 Mbits/sec
[  1] 2.0000-3.0000 sec  1.11 MBytes  9.34 Mbits/sec
[  2] 2.0000-3.0000 sec  5.65 MBytes  47.4 Mbits/sec
[  3] 2.0000-3.0000 sec  5.68 MBytes  47.7 Mbits/sec
[  4] 2.0000-3.0000 sec  1.68 MBytes  14.1 Mbits/sec
[  5] 2.0000-3.0000 sec   648 KBytes  5.31 Mbits/sec
[  1] 3.0000-4.0000 sec   943 KBytes  7.73 Mbits/sec
[  2] 3.0000-4.0000 sec  7.36 MBytes  61.8 Mbits/sec
[  3] 3.0000-4.0000 sec  4.00 MBytes  33.6 Mbits/sec
[  4] 3.0000-4.0000 sec  1.27 MBytes  10.7 Mbits/sec
[  5] 3.0000-4.0000 sec   540 KBytes  4.43 Mbits/sec
[  2] 4.0000-5.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  3] 4.0000-5.0000 sec  2.98 MBytes  25.0 Mbits/sec
[  1] 4.0000-5.0000 sec   732 KBytes  6.00 Mbits/sec
[  4] 4.0000-5.0000 sec  1.12 MBytes  9.42 Mbits/sec
[  5] 4.0000-5.0000 sec   498 KBytes  4.08 Mbits/sec
[  1] 5.0000-6.0000 sec   645 KBytes  5.28 Mbits/sec
[  2] 5.0000-6.0000 sec  8.98 MBytes  75.4 Mbits/sec
[  3] 5.0000-6.0000 sec  2.39 MBytes  20.1 Mbits/sec
[  4] 5.0000-6.0000 sec  1.01 MBytes  8.46 Mbits/sec
[  5] 5.0000-6.0000 sec   462 KBytes  3.79 Mbits/sec
[  2] 6.0000-7.0000 sec  9.54 MBytes  80.0 Mbits/sec
[  3] 6.0000-7.0000 sec  1.84 MBytes  15.4 Mbits/sec
[  4] 6.0000-7.0000 sec  1.01 MBytes  8.48 Mbits/sec
[  1] 6.0000-7.0000 sec   652 KBytes  5.34 Mbits/sec
[  5] 6.0000-7.0000 sec   273 KBytes  2.24 Mbits/sec
[  1] 7.0000-8.0000 sec   806 KBytes  6.60 Mbits/sec
[  2] 7.0000-8.0000 sec  9.74 MBytes  81.7 Mbits/sec
[  3] 7.0000-8.0000 sec  1.62 MBytes  13.6 Mbits/sec
[  4] 7.0000-8.0000 sec  1.25 MBytes  10.5 Mbits/sec
[  5] 7.0000-8.0000 sec   556 KBytes  4.55 Mbits/sec
[  1] 8.0000-9.0000 sec  2.09 MBytes  17.5 Mbits/sec
[  2] 8.0000-9.0000 sec  10.1 MBytes  84.4 Mbits/sec
[  3] 8.0000-9.0000 sec  1.32 MBytes  11.0 Mbits/sec
[  4] 8.0000-9.0000 sec  2.55 MBytes  21.4 Mbits/sec
[  5] 8.0000-9.0000 sec   624 KBytes  5.11 Mbits/sec
[  2] 9.0000-10.0000 sec  10.0 MBytes  84.2 Mbits/sec
[  3] 9.0000-10.0000 sec  1.35 MBytes  11.3 Mbits/sec
[  4] 9.0000-10.0000 sec  3.48 MBytes  29.2 Mbits/sec
[  5] 9.0000-10.0000 sec   758 KBytes  6.21 Mbits/sec
[  1] 9.0000-10.0000 sec  3.04 MBytes  25.5 Mbits/sec
[  1] 10.0000-10.4865 sec  1.62 MBytes  27.9 Mbits/sec
[  1] 0.0000-10.4865 sec  14.7 MBytes  11.8 Mbits/sec
[  4] 10.0000-10.7027 sec  3.49 MBytes  41.7 Mbits/sec
[  4] 0.0000-10.7027 sec  23.4 MBytes  18.4 Mbits/sec
[  2] 10.0000-11.0000 sec  9.61 MBytes  80.6 Mbits/sec
[  3] 10.0000-11.0000 sec  1.76 MBytes  14.8 Mbits/sec
[  5] 10.0000-11.0000 sec   974 KBytes  7.98 Mbits/sec
[  2] 0.0000-11.0798 sec  89.6 MBytes  67.8 Mbits/sec
[  3] 11.0000-11.2724 sec  2.26 MBytes  69.4 Mbits/sec
[  3] 0.0000-11.2724 sec  38.5 MBytes  28.7 Mbits/sec
[  5] 11.0000-11.2904 sec   395 KBytes  11.1 Mbits/sec
[  5] 0.0000-11.2904 sec  7.38 MBytes  5.48 Mbits/sec
