------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.8.2 port 5001 connected with 192.168.2.2 port 39530
[  2] local 192.168.8.2 port 5001 connected with 192.168.1.2 port 46796
[  3] local 192.168.8.2 port 5001 connected with 192.168.9.2 port 54088
[  4] local 192.168.8.2 port 5001 connected with 192.168.4.2 port 39666
[  5] local 192.168.8.2 port 5001 connected with 192.168.6.2 port 59936
[  6] local 192.168.8.2 port 5001 connected with 192.168.7.2 port 41546
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  6.59 MBytes  55.3 Mbits/sec
[  3] 0.0000-1.0000 sec  4.77 MBytes  40.1 Mbits/sec
[  2] 0.0000-1.0000 sec  1.18 MBytes  9.88 Mbits/sec
[  6] 0.0000-1.0000 sec  2.92 MBytes  24.5 Mbits/sec
[  4] 0.0000-1.0000 sec  1.07 MBytes  8.99 Mbits/sec
[  5] 0.0000-1.0000 sec  3.36 MBytes  28.2 Mbits/sec
[  1] 1.0000-2.0000 sec  4.98 MBytes  41.8 Mbits/sec
[  5] 1.0000-2.0000 sec  2.56 MBytes  21.5 Mbits/sec
[  3] 1.0000-2.0000 sec  6.25 MBytes  52.4 Mbits/sec
[  4] 1.0000-2.0000 sec  1.10 MBytes  9.23 Mbits/sec
[  6] 1.0000-2.0000 sec  3.28 MBytes  27.5 Mbits/sec
[  2] 1.0000-2.0000 sec   974 KBytes  7.98 Mbits/sec
[  2] 2.0000-3.0000 sec  1.08 MBytes  9.07 Mbits/sec
[  1] 2.0000-3.0000 sec  3.04 MBytes  25.5 Mbits/sec
[  5] 2.0000-3.0000 sec  2.55 MBytes  21.4 Mbits/sec
[  6] 2.0000-3.0000 sec  3.52 MBytes  29.5 Mbits/sec
[  3] 2.0000-3.0000 sec  6.64 MBytes  55.7 Mbits/sec
[  4] 2.0000-3.0000 sec   993 KBytes  8.13 Mbits/sec
[  2] 3.0000-4.0000 sec  1.64 MBytes  13.8 Mbits/sec
[  6] 3.0000-4.0000 sec  5.40 MBytes  45.3 Mbits/sec
[  1] 3.0000-4.0000 sec  2.03 MBytes  17.0 Mbits/sec
[  3] 3.0000-4.0000 sec  6.38 MBytes  53.5 Mbits/sec
[  4] 3.0000-4.0000 sec  1.13 MBytes  9.50 Mbits/sec
[  5] 3.0000-4.0000 sec  3.09 MBytes  25.9 Mbits/sec
[  1] 4.0000-5.0000 sec  1.63 MBytes  13.7 Mbits/sec
[  5] 4.0000-5.0000 sec  3.73 MBytes  31.3 Mbits/sec
[  2] 4.0000-5.0000 sec  1.37 MBytes  11.5 Mbits/sec
[  6] 4.0000-5.0000 sec  5.28 MBytes  44.3 Mbits/sec
[  3] 4.0000-5.0000 sec  6.44 MBytes  54.0 Mbits/sec
[  4] 4.0000-5.0000 sec   952 KBytes  7.80 Mbits/sec
