------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.8.2 port 5001 connected with 192.168.2.2 port 33666
[  2] local 192.168.8.2 port 5001 connected with 192.168.3.2 port 33716
[  3] local 192.168.8.2 port 5001 connected with 192.168.4.2 port 50512
[  4] local 192.168.8.2 port 5001 connected with 192.168.6.2 port 53866
[  5] local 192.168.8.2 port 5001 connected with 192.168.5.2 port 55736
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  2.84 MBytes  23.8 Mbits/sec
[  2] 0.0000-1.0000 sec  7.28 MBytes  61.0 Mbits/sec
[  4] 0.0000-1.0000 sec  3.37 MBytes  28.3 Mbits/sec
[  5] 0.0000-1.0000 sec  3.42 MBytes  28.7 Mbits/sec
[  3] 0.0000-1.0000 sec   431 KBytes  3.53 Mbits/sec
[  1] 1.0000-2.0000 sec  2.45 MBytes  20.5 Mbits/sec
[  2] 1.0000-2.0000 sec  7.23 MBytes  60.6 Mbits/sec
[  4] 1.0000-2.0000 sec  1.36 MBytes  11.4 Mbits/sec
[  5] 1.0000-2.0000 sec  2.77 MBytes  23.2 Mbits/sec
[  3] 1.0000-2.0000 sec   257 KBytes  2.11 Mbits/sec
[  1] 2.0000-3.0000 sec  2.77 MBytes  23.3 Mbits/sec
[  2] 2.0000-3.0000 sec  7.16 MBytes  60.1 Mbits/sec
[  5] 2.0000-3.0000 sec  2.11 MBytes  17.7 Mbits/sec
[  4] 2.0000-3.0000 sec   902 KBytes  7.39 Mbits/sec
[  3] 2.0000-3.0000 sec   223 KBytes  1.83 Mbits/sec
[  1] 3.0000-4.0000 sec  2.97 MBytes  24.9 Mbits/sec
[  2] 3.0000-4.0000 sec  7.23 MBytes  60.7 Mbits/sec
[  4] 3.0000-4.0000 sec   675 KBytes  5.53 Mbits/sec
[  5] 3.0000-4.0000 sec  1.69 MBytes  14.2 Mbits/sec
[  3] 3.0000-4.0000 sec   161 KBytes  1.32 Mbits/sec
[  1] 4.0000-5.0000 sec  3.11 MBytes  26.1 Mbits/sec
[  2] 4.0000-5.0000 sec  7.26 MBytes  60.9 Mbits/sec
[  5] 4.0000-5.0000 sec  1.41 MBytes  11.8 Mbits/sec
[  3] 4.0000-5.0000 sec   163 KBytes  1.33 Mbits/sec
[  4] 4.0000-5.0000 sec   553 KBytes  4.53 Mbits/sec
[  1] 5.0000-6.0000 sec  8.22 MBytes  68.9 Mbits/sec
[  2] 5.0000-6.0000 sec  10.9 MBytes  91.5 Mbits/sec
[  4] 5.0000-6.0000 sec   551 KBytes  4.52 Mbits/sec
[  5] 5.0000-6.0000 sec  2.71 MBytes  22.8 Mbits/sec
[  3] 5.0000-6.0000 sec   174 KBytes  1.42 Mbits/sec
[  1] 6.0000-7.0000 sec  9.16 MBytes  76.8 Mbits/sec
[  5] 6.0000-7.0000 sec  2.13 MBytes  17.9 Mbits/sec
[  2] 6.0000-7.0000 sec  11.3 MBytes  95.0 Mbits/sec
[  4] 6.0000-7.0000 sec   542 KBytes  4.44 Mbits/sec
[  3] 6.0000-7.0000 sec   242 KBytes  1.98 Mbits/sec
[  5] 7.0000-8.0000 sec  1.67 MBytes  14.0 Mbits/sec
[  1] 7.0000-8.0000 sec  9.59 MBytes  80.5 Mbits/sec
[  2] 7.0000-8.0000 sec  11.3 MBytes  94.9 Mbits/sec
[  4] 7.0000-8.0000 sec   665 KBytes  5.44 Mbits/sec
[  3] 7.0000-8.0000 sec  28.3 KBytes   232 Kbits/sec
[  1] 8.0000-9.0000 sec  9.91 MBytes  83.2 Mbits/sec
[  2] 8.0000-9.0000 sec  11.3 MBytes  95.1 Mbits/sec
[  5] 8.0000-9.0000 sec  1.39 MBytes  11.6 Mbits/sec
[  4] 8.0000-9.0000 sec   659 KBytes  5.40 Mbits/sec
[  3] 8.0000-9.0000 sec   366 KBytes  3.00 Mbits/sec
[  1] 9.0000-10.0000 sec  10.1 MBytes  84.5 Mbits/sec
[  2] 9.0000-10.0000 sec  11.3 MBytes  95.0 Mbits/sec
[  5] 9.0000-10.0000 sec  1.23 MBytes  10.3 Mbits/sec
[  4] 9.0000-10.0000 sec   882 KBytes  7.23 Mbits/sec
[  3] 9.0000-10.0000 sec   187 KBytes  1.53 Mbits/sec
[  4] 10.0000-10.8841 sec  1.25 MBytes  11.9 Mbits/sec
[  4] 0.0000-10.8841 sec  11.3 MBytes  8.69 Mbits/sec
[  1] 10.0000-11.0000 sec  10.2 MBytes  85.4 Mbits/sec
[  2] 10.0000-11.0000 sec  11.4 MBytes  95.2 Mbits/sec
[  5] 10.0000-11.0000 sec  1.14 MBytes  9.58 Mbits/sec
[  3] 10.0000-11.0000 sec   215 KBytes  1.76 Mbits/sec
[  2] 0.0000-11.2341 sec   106 MBytes  79.4 Mbits/sec
[  1] 11.0000-11.2559 sec  2.60 MBytes  85.3 Mbits/sec
[  1] 0.0000-11.2559 sec  73.9 MBytes  55.1 Mbits/sec
[  5] 11.0000-11.2669 sec   557 KBytes  17.1 Mbits/sec
[  5] 0.0000-11.2669 sec  22.2 MBytes  16.5 Mbits/sec
[  3] 11.0000-11.3758 sec   755 KBytes  16.5 Mbits/sec
[  3] 0.0000-11.3758 sec  3.13 MBytes  2.31 Mbits/sec
