------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.2.2 port 5001 connected with 192.168.1.2 port 44616
[  2] local 192.168.2.2 port 5001 connected with 192.168.3.2 port 37758
[  3] local 192.168.2.2 port 5001 connected with 192.168.4.2 port 55128
[  4] local 192.168.2.2 port 5001 connected with 192.168.7.2 port 60102
[  5] local 192.168.2.2 port 5001 connected with 192.168.6.2 port 56306
[  6] local 192.168.2.2 port 5001 connected with 192.168.5.2 port 34440
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  4.89 MBytes  41.0 Mbits/sec
[  2] 0.0000-1.0000 sec  7.55 MBytes  63.4 Mbits/sec
[  3] 0.0000-1.0000 sec  5.43 MBytes  45.5 Mbits/sec
[  4] 0.0000-1.0000 sec  6.78 MBytes  56.9 Mbits/sec
[  6] 0.0000-1.0000 sec   643 KBytes  5.27 Mbits/sec
[  5] 0.0000-1.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  1] 1.0000-2.0000 sec  3.69 MBytes  30.9 Mbits/sec
[  2] 1.0000-2.0000 sec  7.53 MBytes  63.2 Mbits/sec
[  3] 1.0000-2.0000 sec  5.64 MBytes  47.3 Mbits/sec
[  4] 1.0000-2.0000 sec  7.80 MBytes  65.4 Mbits/sec
[  5] 1.0000-2.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  6] 1.0000-2.0000 sec   983 KBytes  8.05 Mbits/sec
[  1] 2.0000-3.0000 sec  2.95 MBytes  24.7 Mbits/sec
[  2] 2.0000-3.0000 sec  7.51 MBytes  63.0 Mbits/sec
[  3] 2.0000-3.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  4] 2.0000-3.0000 sec  8.94 MBytes  75.0 Mbits/sec
[  5] 2.0000-3.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  6] 2.0000-3.0000 sec  1.01 MBytes  8.43 Mbits/sec
[  1] 3.0000-4.0000 sec  2.72 MBytes  22.8 Mbits/sec
[  2] 3.0000-4.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  3] 3.0000-4.0000 sec  3.99 MBytes  33.5 Mbits/sec
[  4] 3.0000-4.0000 sec  9.51 MBytes  79.8 Mbits/sec
[  5] 3.0000-4.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  6] 3.0000-4.0000 sec   769 KBytes  6.30 Mbits/sec
[  1] 4.0000-5.0000 sec  3.01 MBytes  25.2 Mbits/sec
[  2] 4.0000-5.0000 sec  8.11 MBytes  68.0 Mbits/sec
[  3] 4.0000-5.0000 sec  3.99 MBytes  33.5 Mbits/sec
[  4] 4.0000-5.0000 sec  9.79 MBytes  82.1 Mbits/sec
[  5] 4.0000-5.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  6] 4.0000-5.0000 sec   888 KBytes  7.27 Mbits/sec
[  1] 5.0000-6.0000 sec  3.21 MBytes  26.9 Mbits/sec
[  2] 5.0000-6.0000 sec  10.6 MBytes  88.7 Mbits/sec
[  6] 5.0000-6.0000 sec   708 KBytes  5.80 Mbits/sec
[  3] 5.0000-6.0000 sec  4.01 MBytes  33.6 Mbits/sec
[  4] 5.0000-6.0000 sec  9.92 MBytes  83.2 Mbits/sec
[  5] 5.0000-6.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  1] 6.0000-7.0000 sec  3.14 MBytes  26.3 Mbits/sec
[  2] 6.0000-7.0000 sec  10.6 MBytes  89.0 Mbits/sec
[  3] 6.0000-7.0000 sec  4.45 MBytes  37.3 Mbits/sec
[  4] 6.0000-7.0000 sec  10.1 MBytes  84.6 Mbits/sec
[  5] 6.0000-7.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  6] 6.0000-7.0000 sec   735 KBytes  6.02 Mbits/sec
[  1] 7.0000-8.0000 sec  2.97 MBytes  24.9 Mbits/sec
[  2] 7.0000-8.0000 sec  10.7 MBytes  89.6 Mbits/sec
[  3] 7.0000-8.0000 sec  5.03 MBytes  42.2 Mbits/sec
[  4] 7.0000-8.0000 sec  10.1 MBytes  85.0 Mbits/sec
[  5] 7.0000-8.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  6] 7.0000-8.0000 sec   628 KBytes  5.14 Mbits/sec
[  1] 8.0000-9.0000 sec  2.76 MBytes  23.1 Mbits/sec
[  2] 8.0000-9.0000 sec  10.7 MBytes  89.6 Mbits/sec
[  3] 8.0000-9.0000 sec  5.66 MBytes  47.4 Mbits/sec
[  4] 8.0000-9.0000 sec  10.2 MBytes  85.2 Mbits/sec
[  5] 8.0000-9.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  6] 8.0000-9.0000 sec   634 KBytes  5.19 Mbits/sec
[  1] 9.0000-10.0000 sec  2.69 MBytes  22.6 Mbits/sec
[  2] 9.0000-10.0000 sec  10.7 MBytes  89.8 Mbits/sec
[  6] 9.0000-10.0000 sec   642 KBytes  5.26 Mbits/sec
[  3] 9.0000-10.0000 sec  6.22 MBytes  52.2 Mbits/sec
[  4] 9.0000-10.0000 sec  10.2 MBytes  85.4 Mbits/sec
[  5] 9.0000-10.0000 sec  10.5 MBytes  88.1 Mbits/sec
[  5] 0.0000-10.0110 sec   105 MBytes  88.1 Mbits/sec
[  2] 10.0000-10.2721 sec  2.91 MBytes  89.6 Mbits/sec
[  2] 0.0000-10.2721 sec  94.5 MBytes  77.2 Mbits/sec
[  1] 10.0000-10.3515 sec   888 KBytes  20.7 Mbits/sec
