------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.4.2 port 5001 connected with 192.168.1.2 port 45474
[  2] local 192.168.4.2 port 5001 connected with 192.168.2.2 port 34354
[  3] local 192.168.4.2 port 5001 connected with 192.168.6.2 port 57708
[  4] local 192.168.4.2 port 5001 connected with 192.168.3.2 port 40990
[  5] local 192.168.4.2 port 5001 connected with 192.168.5.2 port 34422
[  6] local 192.168.4.2 port 5001 connected with 192.168.7.2 port 38998
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  7.50 MBytes  62.9 Mbits/sec
[  2] 0.0000-1.0000 sec  6.38 MBytes  53.5 Mbits/sec
[  3] 0.0000-1.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  4] 0.0000-1.0000 sec  3.74 MBytes  31.3 Mbits/sec
[  5] 0.0000-1.0000 sec  8.90 MBytes  74.6 Mbits/sec
[  6] 0.0000-1.0000 sec  2.61 MBytes  21.9 Mbits/sec
[  1] 1.0000-2.0000 sec  7.75 MBytes  65.0 Mbits/sec
[  2] 1.0000-2.0000 sec  6.38 MBytes  53.5 Mbits/sec
[  3] 1.0000-2.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  4] 1.0000-2.0000 sec  3.55 MBytes  29.8 Mbits/sec
[  5] 1.0000-2.0000 sec  8.85 MBytes  74.3 Mbits/sec
[  6] 1.0000-2.0000 sec  2.84 MBytes  23.8 Mbits/sec
[  1] 2.0000-3.0000 sec  7.74 MBytes  64.9 Mbits/sec
[  2] 2.0000-3.0000 sec  6.38 MBytes  53.5 Mbits/sec
[  3] 2.0000-3.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  4] 2.0000-3.0000 sec  3.55 MBytes  29.8 Mbits/sec
[  5] 2.0000-3.0000 sec  8.88 MBytes  74.4 Mbits/sec
[  6] 2.0000-3.0000 sec  3.05 MBytes  25.6 Mbits/sec
[  1] 3.0000-4.0000 sec  7.73 MBytes  64.9 Mbits/sec
[  2] 3.0000-4.0000 sec  6.38 MBytes  53.5 Mbits/sec
[  3] 3.0000-4.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  4] 3.0000-4.0000 sec  3.55 MBytes  29.8 Mbits/sec
[  6] 3.0000-4.0000 sec  3.05 MBytes  25.6 Mbits/sec
[  5] 3.0000-4.0000 sec  8.90 MBytes  74.7 Mbits/sec
[  1] 4.0000-5.0000 sec  7.74 MBytes  64.9 Mbits/sec
[  2] 4.0000-5.0000 sec  6.38 MBytes  53.5 Mbits/sec
[  3] 4.0000-5.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  4] 4.0000-5.0000 sec  3.58 MBytes  30.0 Mbits/sec
[  5] 4.0000-5.0000 sec  8.85 MBytes  74.2 Mbits/sec
