------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.5.2 port 5001 connected with 192.168.3.2 port 47058
[  2] local 192.168.5.2 port 5001 connected with 192.168.2.2 port 40676
[  3] local 192.168.5.2 port 5001 connected with 192.168.4.2 port 50184
[  4] local 192.168.5.2 port 5001 connected with 192.168.6.2 port 55536
[  5] local 192.168.5.2 port 5001 connected with 192.168.7.2 port 49372
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  8.25 MBytes  69.2 Mbits/sec
[  1] 0.0000-1.0000 sec  1.00 MBytes  8.41 Mbits/sec
[  4] 0.0000-1.0000 sec   683 KBytes  5.60 Mbits/sec
[  3] 0.0000-1.0000 sec   581 KBytes  4.76 Mbits/sec
[  5] 0.0000-1.0000 sec   710 KBytes  5.82 Mbits/sec
[  2] 1.0000-2.0000 sec  8.42 MBytes  70.7 Mbits/sec
[  1] 1.0000-2.0000 sec   783 KBytes  6.42 Mbits/sec
[  4] 1.0000-2.0000 sec   795 KBytes  6.51 Mbits/sec
[  3] 1.0000-2.0000 sec   520 KBytes  4.26 Mbits/sec
[  5] 1.0000-2.0000 sec   880 KBytes  7.21 Mbits/sec
[  2] 2.0000-3.0000 sec  7.97 MBytes  66.9 Mbits/sec
[  1] 2.0000-3.0000 sec   728 KBytes  5.97 Mbits/sec
[  4] 2.0000-3.0000 sec  1001 KBytes  8.20 Mbits/sec
[  3] 2.0000-3.0000 sec   567 KBytes  4.65 Mbits/sec
[  5] 2.0000-3.0000 sec  1.14 MBytes  9.56 Mbits/sec
[  2] 3.0000-4.0000 sec  7.35 MBytes  61.7 Mbits/sec
[  1] 3.0000-4.0000 sec   758 KBytes  6.21 Mbits/sec
[  3] 3.0000-4.0000 sec   598 KBytes  4.90 Mbits/sec
[  4] 3.0000-4.0000 sec  1.21 MBytes  10.1 Mbits/sec
[  5] 3.0000-4.0000 sec  1.33 MBytes  11.2 Mbits/sec
[  2] 4.0000-5.0000 sec  6.74 MBytes  56.6 Mbits/sec
[  1] 4.0000-5.0000 sec   764 KBytes  6.26 Mbits/sec
[  3] 4.0000-5.0000 sec  4.38 MBytes  36.8 Mbits/sec
[  4] 4.0000-5.0000 sec  1.44 MBytes  12.1 Mbits/sec
[  5] 4.0000-5.0000 sec  1.60 MBytes  13.4 Mbits/sec
[  2] 5.0000-6.0000 sec  6.79 MBytes  56.9 Mbits/sec
[  1] 5.0000-6.0000 sec   758 KBytes  6.21 Mbits/sec
[  3] 5.0000-6.0000 sec  11.4 MBytes  95.5 Mbits/sec
[  4] 5.0000-6.0000 sec  1.76 MBytes  14.7 Mbits/sec
[  5] 5.0000-6.0000 sec  2.09 MBytes  17.6 Mbits/sec
[  2] 6.0000-7.0000 sec  6.32 MBytes  53.0 Mbits/sec
[  1] 6.0000-7.0000 sec   810 KBytes  6.64 Mbits/sec
[  4] 6.0000-7.0000 sec  1.92 MBytes  16.1 Mbits/sec
[  3] 6.0000-7.0000 sec  11.4 MBytes  95.4 Mbits/sec
[  5] 6.0000-7.0000 sec  2.26 MBytes  19.0 Mbits/sec
[  1] 7.0000-8.0000 sec   888 KBytes  7.27 Mbits/sec
[  2] 7.0000-8.0000 sec  5.61 MBytes  47.1 Mbits/sec
[  4] 7.0000-8.0000 sec  2.21 MBytes  18.5 Mbits/sec
[  3] 7.0000-8.0000 sec  11.4 MBytes  95.3 Mbits/sec
[  5] 7.0000-8.0000 sec  2.53 MBytes  21.2 Mbits/sec
[  2] 8.0000-9.0000 sec  5.62 MBytes  47.2 Mbits/sec
[  1] 8.0000-9.0000 sec  1.02 MBytes  8.53 Mbits/sec
[  4] 8.0000-9.0000 sec  2.09 MBytes  17.5 Mbits/sec
[  3] 8.0000-9.0000 sec  11.4 MBytes  95.4 Mbits/sec
[  5] 8.0000-9.0000 sec  2.63 MBytes  22.0 Mbits/sec
[  2] 9.0000-10.0000 sec  4.95 MBytes  41.5 Mbits/sec
[  4] 9.0000-10.0000 sec  2.32 MBytes  19.5 Mbits/sec
[  1] 9.0000-10.0000 sec   880 KBytes  7.21 Mbits/sec
[  3] 9.0000-10.0000 sec  11.3 MBytes  95.1 Mbits/sec
[  5] 9.0000-10.0000 sec  2.86 MBytes  24.0 Mbits/sec
[  3] 0.0000-10.1164 sec  64.7 MBytes  53.7 Mbits/sec
[  2] 10.0000-11.0000 sec  4.01 MBytes  33.6 Mbits/sec
[  4] 10.0000-11.0000 sec  2.31 MBytes  19.4 Mbits/sec
[  1] 10.0000-11.0000 sec   700 KBytes  5.73 Mbits/sec
[  5] 10.0000-11.0000 sec  2.93 MBytes  24.5 Mbits/sec
[  2] 11.0000-11.2628 sec  1.10 MBytes  35.0 Mbits/sec
[  2] 0.0000-11.2628 sec  73.1 MBytes  54.5 Mbits/sec
[  4] 11.0000-11.3834 sec  1.45 MBytes  31.7 Mbits/sec
[  4] 0.0000-11.3834 sec  19.1 MBytes  14.1 Mbits/sec
[  1] 11.0000-11.4821 sec   406 KBytes  6.90 Mbits/sec
[  1] 0.0000-11.4821 sec  9.32 MBytes  6.81 Mbits/sec
[  5] 11.0000-11.4421 sec  2.08 MBytes  39.5 Mbits/sec
[  5] 0.0000-11.4421 sec  23.0 MBytes  16.9 Mbits/sec
