------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.3.2 port 5001 connected with 192.168.1.2 port 41232
[  2] local 192.168.3.2 port 5001 connected with 192.168.5.2 port 55354
[  3] local 192.168.3.2 port 5001 connected with 192.168.4.2 port 53214
[  4] local 192.168.3.2 port 5001 connected with 192.168.6.2 port 34374
[  5] local 192.168.3.2 port 5001 connected with 192.168.10.2 port 59518
[ ID] Interval       Transfer     Bandwidth
[  4] 0.0000-1.0000 sec  11.4 MBytes  95.7 Mbits/sec
[  2] 0.0000-1.0000 sec  3.79 MBytes  31.8 Mbits/sec
[  1] 0.0000-1.0000 sec  3.09 MBytes  25.9 Mbits/sec
[  3] 0.0000-1.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  5] 0.0000-1.0000 sec  4.48 MBytes  37.5 Mbits/sec
[  4] 1.0000-2.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  2] 1.0000-2.0000 sec  3.37 MBytes  28.3 Mbits/sec
[  1] 1.0000-2.0000 sec  3.22 MBytes  27.0 Mbits/sec
[  3] 1.0000-2.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  5] 1.0000-2.0000 sec  4.72 MBytes  39.6 Mbits/sec
[  2] 2.0000-3.0000 sec  3.34 MBytes  28.0 Mbits/sec
[  1] 2.0000-3.0000 sec  3.21 MBytes  27.0 Mbits/sec
[  3] 2.0000-3.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  4] 2.0000-3.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  5] 2.0000-3.0000 sec  4.74 MBytes  39.8 Mbits/sec
[  4] 3.0000-4.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  2] 3.0000-4.0000 sec  3.33 MBytes  27.9 Mbits/sec
[  1] 3.0000-4.0000 sec  3.27 MBytes  27.4 Mbits/sec
[  3] 3.0000-4.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  5] 3.0000-4.0000 sec  4.74 MBytes  39.8 Mbits/sec
[  4] 4.0000-5.0000 sec  11.4 MBytes  95.7 Mbits/sec
[  2] 4.0000-5.0000 sec  3.29 MBytes  27.6 Mbits/sec
[  3] 4.0000-5.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  5] 4.0000-5.0000 sec  4.78 MBytes  40.1 Mbits/sec
[  1] 4.0000-5.0000 sec  3.19 MBytes  26.7 Mbits/sec
[  2] 5.0000-6.0000 sec  3.23 MBytes  27.1 Mbits/sec
[  1] 5.0000-6.0000 sec  3.45 MBytes  28.9 Mbits/sec
[  3] 5.0000-6.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  4] 5.0000-6.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  5] 5.0000-6.0000 sec  4.71 MBytes  39.5 Mbits/sec
[  4] 6.0000-7.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  5] 6.0000-7.0000 sec  4.75 MBytes  39.9 Mbits/sec
[  2] 6.0000-7.0000 sec  3.11 MBytes  26.1 Mbits/sec
[  1] 6.0000-7.0000 sec  3.50 MBytes  29.4 Mbits/sec
[  3] 6.0000-7.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  4] 7.0000-8.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  2] 7.0000-8.0000 sec  2.99 MBytes  25.1 Mbits/sec
[  1] 7.0000-8.0000 sec  3.39 MBytes  28.5 Mbits/sec
[  3] 7.0000-8.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  5] 7.0000-8.0000 sec  4.02 MBytes  33.7 Mbits/sec
[  4] 8.0000-9.0000 sec  11.4 MBytes  95.6 Mbits/sec
[  1] 8.0000-9.0000 sec  3.33 MBytes  27.9 Mbits/sec
[  3] 8.0000-9.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  5] 8.0000-9.0000 sec  6.02 MBytes  50.5 Mbits/sec
[  2] 8.0000-9.0000 sec  2.81 MBytes  23.6 Mbits/sec
[  2] 9.0000-10.0000 sec  3.17 MBytes  26.6 Mbits/sec
[  1] 9.0000-10.0000 sec  3.64 MBytes  30.5 Mbits/sec
[  3] 9.0000-10.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  4] 9.0000-10.0000 sec  11.4 MBytes  95.7 Mbits/sec
[  5] 9.0000-10.0000 sec  4.63 MBytes  38.9 Mbits/sec
[  3] 0.0000-10.0098 sec  70.1 MBytes  58.8 Mbits/sec
[  4] 10.0000-10.9765 sec  11.1 MBytes  95.6 Mbits/sec
[  4] 0.0000-10.9765 sec   125 MBytes  95.6 Mbits/sec
[  2] 10.0000-11.0000 sec  2.46 MBytes  20.7 Mbits/sec
[  1] 10.0000-11.0000 sec  3.41 MBytes  28.6 Mbits/sec
[  5] 10.0000-11.0000 sec  5.44 MBytes  45.7 Mbits/sec
[  1] 11.0000-11.3275 sec   976 KBytes  24.4 Mbits/sec
[  1] 0.0000-11.3275 sec  37.6 MBytes  27.9 Mbits/sec
[  5] 11.0000-11.5738 sec  4.24 MBytes  61.9 Mbits/sec
[  5] 0.0000-11.5738 sec  57.3 MBytes  41.5 Mbits/sec
[  2] 11.0000-11.9987 sec  6.12 MBytes  51.4 Mbits/sec
[  2] 0.0000-11.9987 sec  41.0 MBytes  28.7 Mbits/sec
