------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.10.2 port 5001 connected with 192.168.1.2 port 45744
[  2] local 192.168.10.2 port 5001 connected with 192.168.3.2 port 45380
[  3] local 192.168.10.2 port 5001 connected with 192.168.4.2 port 48054
[  4] local 192.168.10.2 port 5001 connected with 192.168.5.2 port 54236
[  5] local 192.168.10.2 port 5001 connected with 192.168.9.2 port 38844
[  6] local 192.168.10.2 port 5001 connected with 192.168.7.2 port 53768
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  1.28 MBytes  10.7 Mbits/sec
[  2] 0.0000-1.0000 sec  1.57 MBytes  13.2 Mbits/sec
[  3] 0.0000-1.0000 sec  8.13 MBytes  68.2 Mbits/sec
[  4] 0.0000-1.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  6] 0.0000-1.0000 sec  6.77 MBytes  56.8 Mbits/sec
[  5] 0.0000-1.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  1] 1.0000-2.0000 sec   696 KBytes  5.70 Mbits/sec
[  3] 1.0000-2.0000 sec  8.12 MBytes  68.2 Mbits/sec
[  6] 1.0000-2.0000 sec  5.54 MBytes  46.5 Mbits/sec
[  4] 1.0000-2.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  5] 1.0000-2.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  2] 1.0000-2.0000 sec  1.41 MBytes  11.8 Mbits/sec
[  1] 2.0000-3.0000 sec   448 KBytes  3.67 Mbits/sec
[  2] 2.0000-3.0000 sec  1.34 MBytes  11.2 Mbits/sec
[  3] 2.0000-3.0000 sec  8.12 MBytes  68.2 Mbits/sec
[  4] 2.0000-3.0000 sec  11.1 MBytes  93.3 Mbits/sec
[  5] 2.0000-3.0000 sec  10.4 MBytes  87.0 Mbits/sec
[  6] 2.0000-3.0000 sec  3.49 MBytes  29.3 Mbits/sec
