------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.1.2 port 5001 connected with 192.168.3.2 port 40750
[  2] local 192.168.1.2 port 5001 connected with 192.168.2.2 port 44618
[  3] local 192.168.1.2 port 5001 connected with 192.168.4.2 port 39122
[  4] local 192.168.1.2 port 5001 connected with 192.168.6.2 port 50078
[  5] local 192.168.1.2 port 5001 connected with 192.168.7.2 port 55326
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  3.69 MBytes  31.0 Mbits/sec
[  2] 0.0000-1.0000 sec   802 KBytes  6.57 Mbits/sec
[  4] 0.0000-1.0000 sec  1.96 MBytes  16.5 Mbits/sec
[  5] 0.0000-1.0000 sec  1020 KBytes  8.35 Mbits/sec
[  3] 0.0000-1.0000 sec   923 KBytes  7.56 Mbits/sec
[  1] 1.0000-2.0000 sec  3.48 MBytes  29.2 Mbits/sec
[  3] 1.0000-2.0000 sec   830 KBytes  6.80 Mbits/sec
[  4] 1.0000-2.0000 sec  4.30 MBytes  36.0 Mbits/sec
[  2] 1.0000-2.0000 sec   891 KBytes  7.30 Mbits/sec
[  5] 1.0000-2.0000 sec  1.04 MBytes  8.72 Mbits/sec
[  1] 2.0000-3.0000 sec  2.79 MBytes  23.4 Mbits/sec
[  2] 2.0000-3.0000 sec  1007 KBytes  8.25 Mbits/sec
[  4] 2.0000-3.0000 sec  5.61 MBytes  47.0 Mbits/sec
[  5] 2.0000-3.0000 sec   971 KBytes  7.96 Mbits/sec
[  3] 2.0000-3.0000 sec   844 KBytes  6.92 Mbits/sec
[  1] 3.0000-4.0000 sec  2.24 MBytes  18.8 Mbits/sec
[  4] 3.0000-4.0000 sec  6.21 MBytes  52.1 Mbits/sec
[  2] 3.0000-4.0000 sec  1024 KBytes  8.39 Mbits/sec
[  3] 3.0000-4.0000 sec   636 KBytes  5.21 Mbits/sec
[  5] 3.0000-4.0000 sec   833 KBytes  6.82 Mbits/sec
[  1] 4.0000-5.0000 sec  1.81 MBytes  15.2 Mbits/sec
[  4] 4.0000-5.0000 sec  6.87 MBytes  57.6 Mbits/sec
[  2] 4.0000-5.0000 sec  1010 KBytes  8.27 Mbits/sec
[  5] 4.0000-5.0000 sec   857 KBytes  7.02 Mbits/sec
[  3] 4.0000-5.0000 sec   614 KBytes  5.03 Mbits/sec
[  1] 5.0000-6.0000 sec  1.65 MBytes  13.8 Mbits/sec
[  3] 5.0000-6.0000 sec   592 KBytes  4.85 Mbits/sec
[  4] 5.0000-6.0000 sec  7.41 MBytes  62.2 Mbits/sec
[  2] 5.0000-6.0000 sec   786 KBytes  6.44 Mbits/sec
[  5] 5.0000-6.0000 sec   850 KBytes  6.96 Mbits/sec
[  1] 6.0000-7.0000 sec  1.40 MBytes  11.7 Mbits/sec
[  4] 6.0000-7.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  2] 6.0000-7.0000 sec   769 KBytes  6.30 Mbits/sec
[  3] 6.0000-7.0000 sec   520 KBytes  4.26 Mbits/sec
[  5] 6.0000-7.0000 sec   922 KBytes  7.55 Mbits/sec
[  1] 7.0000-8.0000 sec  1.40 MBytes  11.8 Mbits/sec
[  4] 7.0000-8.0000 sec  7.60 MBytes  63.7 Mbits/sec
[  3] 7.0000-8.0000 sec   505 KBytes  4.14 Mbits/sec
[  5] 7.0000-8.0000 sec   964 KBytes  7.90 Mbits/sec
[  2] 7.0000-8.0000 sec   785 KBytes  6.43 Mbits/sec
[  3] 8.0000-9.0000 sec   577 KBytes  4.73 Mbits/sec
[  2] 8.0000-9.0000 sec   761 KBytes  6.23 Mbits/sec
[  4] 8.0000-9.0000 sec  6.61 MBytes  55.5 Mbits/sec
[  1] 8.0000-9.0000 sec  1.31 MBytes  11.0 Mbits/sec
[  5] 8.0000-9.0000 sec   963 KBytes  7.89 Mbits/sec
[  1] 9.0000-10.0000 sec  1.40 MBytes  11.8 Mbits/sec
[  3] 9.0000-10.0000 sec   837 KBytes  6.86 Mbits/sec
[  4] 9.0000-10.0000 sec  8.22 MBytes  69.0 Mbits/sec
[  2] 9.0000-10.0000 sec   755 KBytes  6.19 Mbits/sec
[  5] 9.0000-10.0000 sec  1018 KBytes  8.34 Mbits/sec
[  2] 10.0000-11.0000 sec   919 KBytes  7.53 Mbits/sec
[  3] 10.0000-11.0000 sec  1.46 MBytes  12.3 Mbits/sec
[  1] 10.0000-11.0000 sec  1.45 MBytes  12.2 Mbits/sec
[  4] 10.0000-11.0000 sec  6.79 MBytes  57.0 Mbits/sec
[  5] 10.0000-11.0000 sec   748 KBytes  6.13 Mbits/sec
[  3] 0.0000-11.1295 sec  8.77 MBytes  6.61 Mbits/sec
[  2] 0.0000-11.2194 sec  9.57 MBytes  7.15 Mbits/sec
[  1] 11.0000-11.4308 sec   710 KBytes  13.5 Mbits/sec
[  1] 0.0000-11.4308 sec  23.3 MBytes  17.1 Mbits/sec
[  4] 11.0000-11.5251 sec  3.56 MBytes  56.9 Mbits/sec
[  4] 0.0000-11.5251 sec  72.8 MBytes  53.0 Mbits/sec
[  5] 11.0000-11.5751 sec  1.55 MBytes  22.7 Mbits/sec
[  5] 0.0000-11.5751 sec  11.5 MBytes  8.35 Mbits/sec
