------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.2.2 port 5001 connected with 192.168.1.2 port 53564
[  2] local 192.168.2.2 port 5001 connected with 192.168.3.2 port 42034
[  3] local 192.168.2.2 port 5001 connected with 192.168.6.2 port 50270
[  4] local 192.168.2.2 port 5001 connected with 192.168.9.2 port 49244
[  6] local 192.168.2.2 port 5001 connected with 192.168.7.2 port 34694
[  5] local 192.168.2.2 port 5001 connected with 192.168.4.2 port 35766
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  4.26 MBytes  35.7 Mbits/sec
[  1] 0.0000-1.0000 sec   397 KBytes  3.26 Mbits/sec
[  3] 0.0000-1.0000 sec  5.74 MBytes  48.2 Mbits/sec
[  4] 0.0000-1.0000 sec  6.17 MBytes  51.8 Mbits/sec
[  5] 0.0000-1.0000 sec  1.79 MBytes  15.0 Mbits/sec
[  6] 0.0000-1.0000 sec  1.77 MBytes  14.8 Mbits/sec
[  2] 1.0000-2.0000 sec  5.60 MBytes  47.0 Mbits/sec
[  3] 1.0000-2.0000 sec  7.32 MBytes  61.4 Mbits/sec
[  4] 1.0000-2.0000 sec  7.41 MBytes  62.2 Mbits/sec
[  5] 1.0000-2.0000 sec  1.85 MBytes  15.5 Mbits/sec
[  1] 1.0000-2.0000 sec   290 KBytes  2.37 Mbits/sec
[  6] 1.0000-2.0000 sec  1.38 MBytes  11.5 Mbits/sec
[  3] 2.0000-3.0000 sec  8.08 MBytes  67.8 Mbits/sec
[  2] 2.0000-3.0000 sec  6.21 MBytes  52.1 Mbits/sec
[  4] 2.0000-3.0000 sec  8.08 MBytes  67.7 Mbits/sec
[  5] 2.0000-3.0000 sec  1.99 MBytes  16.7 Mbits/sec
[  1] 2.0000-3.0000 sec   280 KBytes  2.29 Mbits/sec
[  6] 2.0000-3.0000 sec  1.33 MBytes  11.1 Mbits/sec
[  2] 3.0000-4.0000 sec  6.52 MBytes  54.7 Mbits/sec
[  1] 3.0000-4.0000 sec   249 KBytes  2.04 Mbits/sec
[  3] 3.0000-4.0000 sec  8.47 MBytes  71.0 Mbits/sec
[  4] 3.0000-4.0000 sec  8.52 MBytes  71.5 Mbits/sec
[  5] 3.0000-4.0000 sec  2.01 MBytes  16.9 Mbits/sec
[  6] 3.0000-4.0000 sec  1.30 MBytes  10.9 Mbits/sec
[  2] 4.0000-5.0000 sec  6.97 MBytes  58.5 Mbits/sec
[  3] 4.0000-5.0000 sec  8.83 MBytes  74.1 Mbits/sec
[  4] 4.0000-5.0000 sec  8.80 MBytes  73.8 Mbits/sec
[  5] 4.0000-5.0000 sec  2.10 MBytes  17.7 Mbits/sec
[  1] 4.0000-5.0000 sec   257 KBytes  2.11 Mbits/sec
[  6] 4.0000-5.0000 sec  1.32 MBytes  11.0 Mbits/sec
[  2] 5.0000-6.0000 sec  7.62 MBytes  63.9 Mbits/sec
[  3] 5.0000-6.0000 sec  9.00 MBytes  75.5 Mbits/sec
[  4] 5.0000-6.0000 sec  9.04 MBytes  75.8 Mbits/sec
[  5] 5.0000-6.0000 sec  2.18 MBytes  18.3 Mbits/sec
[  6] 5.0000-6.0000 sec  1.31 MBytes  11.0 Mbits/sec
[  1] 5.0000-6.0000 sec   269 KBytes  2.20 Mbits/sec
[  3] 6.0000-7.0000 sec  9.15 MBytes  76.7 Mbits/sec
[  2] 6.0000-7.0000 sec  7.57 MBytes  63.5 Mbits/sec
[  1] 6.0000-7.0000 sec   354 KBytes  2.90 Mbits/sec
[  4] 6.0000-7.0000 sec  9.17 MBytes  77.0 Mbits/sec
[  5] 6.0000-7.0000 sec  2.18 MBytes  18.3 Mbits/sec
[  6] 6.0000-7.0000 sec  1.28 MBytes  10.8 Mbits/sec
[  2] 7.0000-8.0000 sec  7.63 MBytes  64.0 Mbits/sec
[  1] 7.0000-8.0000 sec   451 KBytes  3.70 Mbits/sec
[  3] 7.0000-8.0000 sec  9.36 MBytes  78.5 Mbits/sec
[  4] 7.0000-8.0000 sec  8.98 MBytes  75.3 Mbits/sec
[  5] 7.0000-8.0000 sec  2.06 MBytes  17.3 Mbits/sec
[  6] 7.0000-8.0000 sec  1.21 MBytes  10.1 Mbits/sec
[  3] 8.0000-9.0000 sec  9.32 MBytes  78.2 Mbits/sec
[  4] 8.0000-9.0000 sec  8.99 MBytes  75.4 Mbits/sec
[  2] 8.0000-9.0000 sec  4.86 MBytes  40.7 Mbits/sec
[  5] 8.0000-9.0000 sec  1.25 MBytes  10.5 Mbits/sec
[  6] 8.0000-9.0000 sec   710 KBytes  5.82 Mbits/sec
[  1] 8.0000-9.0000 sec   526 KBytes  4.31 Mbits/sec
[  2] 9.0000-10.0000 sec  10.5 MBytes  88.0 Mbits/sec
[  1] 9.0000-10.0000 sec   724 KBytes  5.93 Mbits/sec
[  3] 9.0000-10.0000 sec  9.42 MBytes  79.0 Mbits/sec
[  4] 9.0000-10.0000 sec  9.02 MBytes  75.7 Mbits/sec
[  6] 9.0000-10.0000 sec  1.70 MBytes  14.2 Mbits/sec
[  5] 9.0000-10.0000 sec  2.50 MBytes  21.0 Mbits/sec
[  3] 10.0000-11.0000 sec  9.35 MBytes  78.4 Mbits/sec
[  2] 10.0000-11.0000 sec  6.85 MBytes  57.4 Mbits/sec
[  5] 10.0000-11.0000 sec  1.95 MBytes  16.4 Mbits/sec
[  6] 10.0000-11.0000 sec  1.90 MBytes  15.9 Mbits/sec
[  1] 10.0000-11.0000 sec   788 KBytes  6.45 Mbits/sec
[  4] 10.0000-11.0000 sec  5.85 MBytes  49.1 Mbits/sec
[  1] 11.0000-11.3432 sec   230 KBytes  5.50 Mbits/sec
[  1] 0.0000-11.3432 sec  4.70 MBytes  3.48 Mbits/sec
[  3] 11.0000-11.3860 sec  3.61 MBytes  78.4 Mbits/sec
[  3] 0.0000-11.3860 sec  97.6 MBytes  71.9 Mbits/sec
[  6] 11.0000-11.3827 sec   904 KBytes  19.3 Mbits/sec
[  6] 0.0000-11.3827 sec  16.1 MBytes  11.8 Mbits/sec
[  4] 11.0000-11.6236 sec  8.02 MBytes   108 Mbits/sec
[  4] 0.0000-11.6236 sec  98.1 MBytes  70.8 Mbits/sec
[  5] 11.0000-11.8311 sec  2.08 MBytes  21.0 Mbits/sec
[  5] 0.0000-11.8311 sec  24.0 MBytes  17.0 Mbits/sec
[  2] 11.0000-11.9214 sec  7.24 MBytes  65.9 Mbits/sec
[  2] 0.0000-11.9214 sec  81.8 MBytes  57.6 Mbits/sec
