------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.6.2 port 5001 connected with 192.168.1.2 port 56948
[  2] local 192.168.6.2 port 5001 connected with 192.168.2.2 port 56124
[  3] local 192.168.6.2 port 5001 connected with 192.168.4.2 port 40570
[  4] local 192.168.6.2 port 5001 connected with 192.168.5.2 port 54170
[  5] local 192.168.6.2 port 5001 connected with 192.168.3.2 port 58668
[  6] local 192.168.6.2 port 5001 connected with 192.168.7.2 port 47030
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  1.35 MBytes  11.4 Mbits/sec
[  2] 0.0000-1.0000 sec  6.36 MBytes  53.3 Mbits/sec
[  3] 0.0000-1.0000 sec  5.63 MBytes  47.2 Mbits/sec
[  4] 0.0000-1.0000 sec  4.99 MBytes  41.9 Mbits/sec
[  6] 0.0000-1.0000 sec  5.64 MBytes  47.3 Mbits/sec
[  5] 0.0000-1.0000 sec  2.05 MBytes  17.2 Mbits/sec
[  1] 1.0000-2.0000 sec   850 KBytes  6.96 Mbits/sec
[  2] 1.0000-2.0000 sec  5.97 MBytes  50.0 Mbits/sec
[  6] 1.0000-2.0000 sec  6.35 MBytes  53.3 Mbits/sec
[  3] 1.0000-2.0000 sec  4.94 MBytes  41.5 Mbits/sec
[  4] 1.0000-2.0000 sec  5.41 MBytes  45.4 Mbits/sec
[  5] 1.0000-2.0000 sec  1.57 MBytes  13.2 Mbits/sec
[  1] 2.0000-3.0000 sec   899 KBytes  7.37 Mbits/sec
[  6] 2.0000-3.0000 sec  6.34 MBytes  53.2 Mbits/sec
[  2] 2.0000-3.0000 sec  5.65 MBytes  47.4 Mbits/sec
[  3] 2.0000-3.0000 sec  4.99 MBytes  41.8 Mbits/sec
[  4] 2.0000-3.0000 sec  5.73 MBytes  48.0 Mbits/sec
[  5] 2.0000-3.0000 sec  1.46 MBytes  12.2 Mbits/sec
[  1] 3.0000-4.0000 sec   935 KBytes  7.66 Mbits/sec
[  2] 3.0000-4.0000 sec  5.41 MBytes  45.4 Mbits/sec
[  3] 3.0000-4.0000 sec  5.03 MBytes  42.2 Mbits/sec
[  4] 3.0000-4.0000 sec  5.95 MBytes  49.9 Mbits/sec
[  5] 3.0000-4.0000 sec  1.62 MBytes  13.6 Mbits/sec
[  6] 3.0000-4.0000 sec  5.83 MBytes  48.9 Mbits/sec
[  2] 4.0000-5.0000 sec  5.34 MBytes  44.8 Mbits/sec
[  3] 4.0000-5.0000 sec  3.77 MBytes  31.6 Mbits/sec
[  1] 4.0000-5.0000 sec  1.02 MBytes  8.56 Mbits/sec
[  6] 4.0000-5.0000 sec  3.66 MBytes  30.7 Mbits/sec
[  4] 4.0000-5.0000 sec  6.01 MBytes  50.4 Mbits/sec
[  5] 4.0000-5.0000 sec  1.53 MBytes  12.8 Mbits/sec
[  2] 5.0000-6.0000 sec  5.22 MBytes  43.8 Mbits/sec
[  1] 5.0000-6.0000 sec  1.30 MBytes  10.9 Mbits/sec
