------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.7.2 port 5001 connected with 192.168.2.2 port 42302
[  2] local 192.168.7.2 port 5001 connected with 192.168.1.2 port 43984
[  3] local 192.168.7.2 port 5001 connected with 192.168.4.2 port 52908
[  4] local 192.168.7.2 port 5001 connected with 192.168.5.2 port 44592
[  5] local 192.168.7.2 port 5001 connected with 192.168.6.2 port 32880
[  6] local 192.168.7.2 port 5001 connected with 192.168.3.2 port 52312
[ ID] Interval       Transfer     Bandwidth
[  3] 0.0000-1.0000 sec  4.78 MBytes  40.1 Mbits/sec
[  4] 0.0000-1.0000 sec  2.68 MBytes  22.5 Mbits/sec
[  5] 0.0000-1.0000 sec  2.21 MBytes  18.5 Mbits/sec
[  6] 0.0000-1.0000 sec   339 KBytes  2.78 Mbits/sec
[  1] 0.0000-1.0000 sec   873 KBytes  7.15 Mbits/sec
[  2] 0.0000-1.0000 sec   595 KBytes  4.88 Mbits/sec
[  3] 1.0000-2.0000 sec  5.03 MBytes  42.2 Mbits/sec
[  4] 1.0000-2.0000 sec  2.76 MBytes  23.2 Mbits/sec
[  5] 1.0000-2.0000 sec  2.17 MBytes  18.2 Mbits/sec
[  6] 1.0000-2.0000 sec   321 KBytes  2.63 Mbits/sec
[  2] 1.0000-2.0000 sec   502 KBytes  4.11 Mbits/sec
[  1] 1.0000-2.0000 sec   529 KBytes  4.33 Mbits/sec
[  2] 2.0000-3.0000 sec   554 KBytes  4.54 Mbits/sec
[  3] 2.0000-3.0000 sec  4.56 MBytes  38.3 Mbits/sec
[  4] 2.0000-3.0000 sec  3.31 MBytes  27.8 Mbits/sec
[  5] 2.0000-3.0000 sec  2.00 MBytes  16.8 Mbits/sec
[  6] 2.0000-3.0000 sec   318 KBytes  2.61 Mbits/sec
[  1] 2.0000-3.0000 sec   477 KBytes  3.90 Mbits/sec
[  1] 3.0000-4.0000 sec   414 KBytes  3.39 Mbits/sec
[  6] 3.0000-4.0000 sec   318 KBytes  2.61 Mbits/sec
[  5] 3.0000-4.0000 sec  1.84 MBytes  15.5 Mbits/sec
[  3] 3.0000-4.0000 sec  3.88 MBytes  32.6 Mbits/sec
[  4] 3.0000-4.0000 sec  3.70 MBytes  31.0 Mbits/sec
[  2] 3.0000-4.0000 sec   457 KBytes  3.74 Mbits/sec
[  2] 4.0000-5.0000 sec   536 KBytes  4.39 Mbits/sec
[  3] 4.0000-5.0000 sec  4.04 MBytes  33.9 Mbits/sec
[  4] 4.0000-5.0000 sec  4.23 MBytes  35.5 Mbits/sec
[  5] 4.0000-5.0000 sec  2.17 MBytes  18.2 Mbits/sec
[  6] 4.0000-5.0000 sec   365 KBytes  2.99 Mbits/sec
[  1] 4.0000-5.0000 sec   607 KBytes  4.97 Mbits/sec
[  3] 5.0000-6.0000 sec  3.68 MBytes  30.9 Mbits/sec
[  4] 5.0000-6.0000 sec  4.03 MBytes  33.8 Mbits/sec
[  5] 5.0000-6.0000 sec  2.09 MBytes  17.5 Mbits/sec
[  6] 5.0000-6.0000 sec   434 KBytes  3.56 Mbits/sec
[  1] 5.0000-6.0000 sec   550 KBytes  4.51 Mbits/sec
[  2] 5.0000-6.0000 sec   501 KBytes  4.10 Mbits/sec
[  3] 6.0000-7.0000 sec  3.70 MBytes  31.0 Mbits/sec
[  4] 6.0000-7.0000 sec  4.03 MBytes  33.8 Mbits/sec
[  6] 6.0000-7.0000 sec   390 KBytes  3.20 Mbits/sec
[  2] 6.0000-7.0000 sec   362 KBytes  2.97 Mbits/sec
[  1] 6.0000-7.0000 sec   535 KBytes  4.38 Mbits/sec
[  5] 6.0000-7.0000 sec  2.21 MBytes  18.5 Mbits/sec
[  1] 7.0000-8.0000 sec   830 KBytes  6.80 Mbits/sec
[  3] 7.0000-8.0000 sec  2.88 MBytes  24.1 Mbits/sec
[  4] 7.0000-8.0000 sec  3.21 MBytes  26.9 Mbits/sec
[  5] 7.0000-8.0000 sec  1.91 MBytes  16.0 Mbits/sec
[  6] 7.0000-8.0000 sec   642 KBytes  5.26 Mbits/sec
[  2] 7.0000-8.0000 sec   549 KBytes  4.49 Mbits/sec
[  1] 8.0000-9.0000 sec  1.02 MBytes  8.54 Mbits/sec
[  2] 8.0000-9.0000 sec   486 KBytes  3.98 Mbits/sec
[  3] 8.0000-9.0000 sec  2.32 MBytes  19.5 Mbits/sec
[  4] 8.0000-9.0000 sec  2.54 MBytes  21.3 Mbits/sec
[  5] 8.0000-9.0000 sec  2.11 MBytes  17.7 Mbits/sec
[  6] 8.0000-9.0000 sec   383 KBytes  3.14 Mbits/sec
[  3] 9.0000-10.0000 sec  2.81 MBytes  23.6 Mbits/sec
[  4] 9.0000-10.0000 sec  3.05 MBytes  25.6 Mbits/sec
[  5] 9.0000-10.0000 sec  2.65 MBytes  22.2 Mbits/sec
[  6] 9.0000-10.0000 sec   471 KBytes  3.86 Mbits/sec
[  1] 9.0000-10.0000 sec  1.08 MBytes  9.09 Mbits/sec
[  2] 9.0000-10.0000 sec   578 KBytes  4.74 Mbits/sec
[  1] 10.0000-10.7393 sec   801 KBytes  8.87 Mbits/sec
[  1] 0.0000-10.7393 sec  7.58 MBytes  5.92 Mbits/sec
[  5] 10.0000-10.7529 sec  2.02 MBytes  22.5 Mbits/sec
[  5] 0.0000-10.7529 sec  23.4 MBytes  18.2 Mbits/sec
[  3] 10.0000-11.0000 sec  2.92 MBytes  24.5 Mbits/sec
[  4] 10.0000-11.0000 sec  3.17 MBytes  26.6 Mbits/sec
[  6] 10.0000-11.0000 sec   576 KBytes  4.71 Mbits/sec
[  2] 10.0000-11.0000 sec   670 KBytes  5.49 Mbits/sec
[  2] 0.0000-11.0885 sec  5.79 MBytes  4.38 Mbits/sec
