------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.6.2 port 5001 connected with 192.168.1.2 port 46366
[  2] local 192.168.6.2 port 5001 connected with 192.168.3.2 port 55834
[  3] local 192.168.6.2 port 5001 connected with 192.168.4.2 port 58250
[  4] local 192.168.6.2 port 5001 connected with 192.168.7.2 port 38626
[  5] local 192.168.6.2 port 5001 connected with 192.168.8.2 port 50398
[  6] local 192.168.6.2 port 5001 connected with 192.168.5.2 port 40378
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  5.28 MBytes  44.3 Mbits/sec
[  2] 0.0000-1.0000 sec  6.56 MBytes  55.1 Mbits/sec
[  3] 0.0000-1.0000 sec  4.80 MBytes  40.2 Mbits/sec
[  6] 0.0000-1.0000 sec  2.23 MBytes  18.7 Mbits/sec
[  4] 0.0000-1.0000 sec  3.95 MBytes  33.1 Mbits/sec
[  5] 0.0000-1.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  1] 1.0000-2.0000 sec  7.22 MBytes  60.5 Mbits/sec
[  2] 1.0000-2.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  3] 1.0000-2.0000 sec  6.91 MBytes  58.0 Mbits/sec
[  6] 1.0000-2.0000 sec  1.84 MBytes  15.4 Mbits/sec
[  4] 1.0000-2.0000 sec  2.30 MBytes  19.3 Mbits/sec
[  5] 1.0000-2.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  1] 2.0000-3.0000 sec  7.08 MBytes  59.4 Mbits/sec
[  2] 2.0000-3.0000 sec  2.87 MBytes  24.0 Mbits/sec
[  3] 2.0000-3.0000 sec  8.48 MBytes  71.1 Mbits/sec
[  5] 2.0000-3.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  6] 2.0000-3.0000 sec  1.86 MBytes  15.6 Mbits/sec
[  4] 2.0000-3.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 3.0000-4.0000 sec  6.58 MBytes  55.2 Mbits/sec
[  2] 3.0000-4.0000 sec  2.01 MBytes  16.9 Mbits/sec
[  3] 3.0000-4.0000 sec  9.35 MBytes  78.5 Mbits/sec
[  4] 3.0000-4.0000 sec  2.90 MBytes  24.3 Mbits/sec
[  6] 3.0000-4.0000 sec  1.89 MBytes  15.8 Mbits/sec
[  5] 3.0000-4.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  1] 4.0000-5.0000 sec  6.60 MBytes  55.3 Mbits/sec
[  2] 4.0000-5.0000 sec  1.58 MBytes  13.2 Mbits/sec
[  3] 4.0000-5.0000 sec  9.77 MBytes  81.9 Mbits/sec
[  6] 4.0000-5.0000 sec  1.84 MBytes  15.4 Mbits/sec
[  4] 4.0000-5.0000 sec  2.94 MBytes  24.6 Mbits/sec
[  5] 4.0000-5.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  2] 5.0000-6.0000 sec  1.30 MBytes  10.9 Mbits/sec
[  1] 5.0000-6.0000 sec  6.63 MBytes  55.6 Mbits/sec
[  3] 5.0000-6.0000 sec  10.1 MBytes  84.4 Mbits/sec
[  4] 5.0000-6.0000 sec  2.97 MBytes  24.9 Mbits/sec
[  5] 5.0000-6.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  6] 5.0000-6.0000 sec  1.43 MBytes  12.0 Mbits/sec
[  1] 6.0000-7.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  2] 6.0000-7.0000 sec  1.31 MBytes  11.0 Mbits/sec
[  3] 6.0000-7.0000 sec  10.0 MBytes  84.2 Mbits/sec
[  5] 6.0000-7.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  4] 6.0000-7.0000 sec  3.13 MBytes  26.2 Mbits/sec
[  6] 6.0000-7.0000 sec  2.17 MBytes  18.2 Mbits/sec
[  1] 7.0000-8.0000 sec  6.54 MBytes  54.9 Mbits/sec
[  2] 7.0000-8.0000 sec  1.25 MBytes  10.4 Mbits/sec
[  3] 7.0000-8.0000 sec  10.1 MBytes  84.9 Mbits/sec
[  6] 7.0000-8.0000 sec  1.38 MBytes  11.6 Mbits/sec
[  4] 7.0000-8.0000 sec  3.49 MBytes  29.3 Mbits/sec
[  5] 7.0000-8.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  1] 8.0000-9.0000 sec  6.46 MBytes  54.2 Mbits/sec
[  2] 8.0000-9.0000 sec  1.26 MBytes  10.5 Mbits/sec
[  3] 8.0000-9.0000 sec  10.1 MBytes  84.8 Mbits/sec
[  6] 8.0000-9.0000 sec  1.35 MBytes  11.3 Mbits/sec
[  4] 8.0000-9.0000 sec  3.60 MBytes  30.2 Mbits/sec
[  5] 8.0000-9.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  1] 9.0000-10.0000 sec  6.42 MBytes  53.9 Mbits/sec
[  6] 9.0000-10.0000 sec  1.26 MBytes  10.6 Mbits/sec
[  2] 9.0000-10.0000 sec  1.32 MBytes  11.0 Mbits/sec
[  3] 9.0000-10.0000 sec  10.0 MBytes  84.1 Mbits/sec
[  5] 9.0000-10.0000 sec  9.75 MBytes  81.8 Mbits/sec
[  4] 9.0000-10.0000 sec  3.65 MBytes  30.6 Mbits/sec
[  5] 0.0000-10.0111 sec  97.6 MBytes  81.8 Mbits/sec
[  1] 0.0000-10.1618 sec  66.4 MBytes  54.8 Mbits/sec
[  4] 10.0000-10.3380 sec  2.33 MBytes  57.9 Mbits/sec
[  4] 0.0000-10.3380 sec  33.8 MBytes  27.4 Mbits/sec
[  3] 10.0000-10.9195 sec  9.22 MBytes  84.1 Mbits/sec
[  3] 0.0000-10.9195 sec  98.9 MBytes  76.0 Mbits/sec
[  6] 10.0000-11.0000 sec  1.83 MBytes  15.4 Mbits/sec
[  2] 10.0000-11.0000 sec  1.31 MBytes  11.0 Mbits/sec
[  6] 11.0000-11.4923 sec  1.69 MBytes  28.7 Mbits/sec
[  6] 0.0000-11.4923 sec  20.8 MBytes  15.2 Mbits/sec
[  2] 11.0000-11.6375 sec  3.23 MBytes  42.5 Mbits/sec
[  2] 0.0000-11.6375 sec  28.4 MBytes  20.5 Mbits/sec
