------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.7.2 port 5001 connected with 192.168.2.2 port 52398
[  2] local 192.168.7.2 port 5001 connected with 192.168.5.2 port 49512
[  3] local 192.168.7.2 port 5001 connected with 192.168.6.2 port 52474
[  4] local 192.168.7.2 port 5001 connected with 192.168.9.2 port 35580
[  5] local 192.168.7.2 port 5001 connected with 192.168.10.2 port 42032
[ ID] Interval       Transfer     Bandwidth
[  2] 0.0000-1.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  4] 0.0000-1.0000 sec  3.17 MBytes  26.6 Mbits/sec
[  5] 0.0000-1.0000 sec  1.06 MBytes  8.86 Mbits/sec
[  3] 0.0000-1.0000 sec  7.09 MBytes  59.5 Mbits/sec
[  1] 0.0000-1.0000 sec   909 KBytes  7.44 Mbits/sec
[  2] 1.0000-2.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  4] 1.0000-2.0000 sec  2.85 MBytes  23.9 Mbits/sec
[  5] 1.0000-2.0000 sec   962 KBytes  7.88 Mbits/sec
[  3] 1.0000-2.0000 sec  7.55 MBytes  63.3 Mbits/sec
[  1] 1.0000-2.0000 sec   614 KBytes  5.03 Mbits/sec
[  4] 2.0000-3.0000 sec  2.60 MBytes  21.8 Mbits/sec
[  5] 2.0000-3.0000 sec   943 KBytes  7.73 Mbits/sec
[  2] 2.0000-3.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  3] 2.0000-3.0000 sec  7.76 MBytes  65.1 Mbits/sec
[  1] 2.0000-3.0000 sec   570 KBytes  4.67 Mbits/sec
[  2] 3.0000-4.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  3] 3.0000-4.0000 sec  7.97 MBytes  66.9 Mbits/sec
[  1] 3.0000-4.0000 sec   611 KBytes  5.00 Mbits/sec
[  4] 3.0000-4.0000 sec  2.38 MBytes  20.0 Mbits/sec
[  5] 3.0000-4.0000 sec  1001 KBytes  8.20 Mbits/sec
[  2] 4.0000-5.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  1] 4.0000-5.0000 sec   656 KBytes  5.37 Mbits/sec
[  4] 4.0000-5.0000 sec  2.24 MBytes  18.8 Mbits/sec
[  3] 4.0000-5.0000 sec  8.12 MBytes  68.1 Mbits/sec
[  5] 4.0000-5.0000 sec   991 KBytes  8.12 Mbits/sec
[  2] 5.0000-6.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  1] 5.0000-6.0000 sec   670 KBytes  5.49 Mbits/sec
[  4] 5.0000-6.0000 sec  2.10 MBytes  17.6 Mbits/sec
[  5] 5.0000-6.0000 sec   949 KBytes  7.77 Mbits/sec
[  3] 5.0000-6.0000 sec  8.31 MBytes  69.7 Mbits/sec
[  2] 6.0000-7.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  1] 6.0000-7.0000 sec   683 KBytes  5.60 Mbits/sec
[  4] 6.0000-7.0000 sec  1.17 MBytes  9.85 Mbits/sec
[  5] 6.0000-7.0000 sec  1.04 MBytes  8.72 Mbits/sec
[  3] 6.0000-7.0000 sec  5.84 MBytes  49.0 Mbits/sec
[  2] 7.0000-8.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  4] 7.0000-8.0000 sec  3.00 MBytes  25.2 Mbits/sec
[  3] 7.0000-8.0000 sec  10.0 MBytes  84.1 Mbits/sec
[  1] 7.0000-8.0000 sec   701 KBytes  5.75 Mbits/sec
[  5] 7.0000-8.0000 sec  1.45 MBytes  12.2 Mbits/sec
[  2] 8.0000-9.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  1] 8.0000-9.0000 sec   813 KBytes  6.66 Mbits/sec
[  5] 8.0000-9.0000 sec  1.45 MBytes  12.2 Mbits/sec
[  3] 8.0000-9.0000 sec  8.08 MBytes  67.8 Mbits/sec
[  4] 8.0000-9.0000 sec  1.78 MBytes  14.9 Mbits/sec
[  4] 9.0000-10.0000 sec  1.84 MBytes  15.4 Mbits/sec
[  2] 9.0000-10.0000 sec  8.38 MBytes  70.3 Mbits/sec
[  3] 9.0000-10.0000 sec  6.86 MBytes  57.5 Mbits/sec
[  1] 9.0000-10.0000 sec  1008 KBytes  8.26 Mbits/sec
[  5] 9.0000-10.0000 sec  1.36 MBytes  11.4 Mbits/sec
[  2] 0.0000-10.0094 sec  83.9 MBytes  70.3 Mbits/sec
[  1] 10.0000-10.6666 sec  1004 KBytes  12.3 Mbits/sec
[  1] 0.0000-10.6666 sec  8.05 MBytes  6.33 Mbits/sec
[  3] 10.0000-11.0000 sec  5.49 MBytes  46.1 Mbits/sec
[  5] 10.0000-11.0000 sec  1.35 MBytes  11.3 Mbits/sec
[  4] 10.0000-11.0000 sec  3.22 MBytes  27.0 Mbits/sec
[  5] 11.0000-11.2517 sec   400 KBytes  13.0 Mbits/sec
[  5] 0.0000-11.2517 sec  12.8 MBytes  9.57 Mbits/sec
[  4] 11.0000-11.5963 sec  2.53 MBytes  35.6 Mbits/sec
[  4] 0.0000-11.5963 sec  28.9 MBytes  20.9 Mbits/sec
[  3] 11.0000-11.8912 sec  7.23 MBytes  68.0 Mbits/sec
[  3] 0.0000-11.8912 sec  90.3 MBytes  63.7 Mbits/sec
