------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 192.168.5.2 port 5001 connected with 192.168.1.2 port 46954
[  2] local 192.168.5.2 port 5001 connected with 192.168.3.2 port 35236
[  3] local 192.168.5.2 port 5001 connected with 192.168.6.2 port 44102
[  4] local 192.168.5.2 port 5001 connected with 192.168.4.2 port 50788
[  5] local 192.168.5.2 port 5001 connected with 192.168.7.2 port 50744
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec   286 KBytes  2.34 Mbits/sec
[  2] 0.0000-1.0000 sec  6.73 MBytes  56.5 Mbits/sec
[  5] 0.0000-1.0000 sec  2.33 MBytes  19.5 Mbits/sec
[  3] 0.0000-1.0000 sec  6.84 MBytes  57.4 Mbits/sec
[  4] 0.0000-1.0000 sec  4.54 MBytes  38.1 Mbits/sec
[  2] 1.0000-2.0000 sec  7.82 MBytes  65.6 Mbits/sec
[  5] 1.0000-2.0000 sec  2.37 MBytes  19.9 Mbits/sec
[  3] 1.0000-2.0000 sec  7.02 MBytes  58.9 Mbits/sec
[  4] 1.0000-2.0000 sec  3.49 MBytes  29.3 Mbits/sec
[  1] 1.0000-2.0000 sec   180 KBytes  1.47 Mbits/sec
[  2] 2.0000-3.0000 sec  8.37 MBytes  70.2 Mbits/sec
[  3] 2.0000-3.0000 sec  7.15 MBytes  60.0 Mbits/sec
[  4] 2.0000-3.0000 sec  2.86 MBytes  24.0 Mbits/sec
[  5] 2.0000-3.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  1] 2.0000-3.0000 sec   141 KBytes  1.16 Mbits/sec
[  2] 3.0000-4.0000 sec  8.36 MBytes  70.2 Mbits/sec
[  3] 3.0000-4.0000 sec  7.13 MBytes  59.8 Mbits/sec
[  4] 3.0000-4.0000 sec  2.95 MBytes  24.7 Mbits/sec
[  1] 3.0000-4.0000 sec   129 KBytes  1.05 Mbits/sec
[  5] 3.0000-4.0000 sec  2.32 MBytes  19.5 Mbits/sec
[  2] 4.0000-5.0000 sec  8.12 MBytes  68.1 Mbits/sec
[  1] 4.0000-5.0000 sec   126 KBytes  1.03 Mbits/sec
[  5] 4.0000-5.0000 sec  2.23 MBytes  18.7 Mbits/sec
[  3] 4.0000-5.0000 sec  7.13 MBytes  59.8 Mbits/sec
[  4] 4.0000-5.0000 sec  5.57 MBytes  46.7 Mbits/sec
[  2] 5.0000-6.0000 sec  8.59 MBytes  72.1 Mbits/sec
[  5] 5.0000-6.0000 sec  1.90 MBytes  15.9 Mbits/sec
[  3] 5.0000-6.0000 sec  6.26 MBytes  52.5 Mbits/sec
[  4] 5.0000-6.0000 sec  11.3 MBytes  95.0 Mbits/sec
[  1] 5.0000-6.0000 sec   124 KBytes  1.02 Mbits/sec
[  2] 6.0000-7.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  1] 6.0000-7.0000 sec   151 KBytes  1.24 Mbits/sec
[  5] 6.0000-7.0000 sec  1.79 MBytes  15.0 Mbits/sec
[  3] 6.0000-7.0000 sec  6.89 MBytes  57.8 Mbits/sec
[  4] 6.0000-7.0000 sec  11.4 MBytes  95.4 Mbits/sec
[  2] 7.0000-8.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  4] 7.0000-8.0000 sec  11.3 MBytes  95.1 Mbits/sec
[  3] 7.0000-8.0000 sec  6.74 MBytes  56.5 Mbits/sec
[  1] 7.0000-8.0000 sec   204 KBytes  1.67 Mbits/sec
[  5] 7.0000-8.0000 sec  1.51 MBytes  12.6 Mbits/sec
[  2] 8.0000-9.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  3] 8.0000-9.0000 sec  7.86 MBytes  66.0 Mbits/sec
[  5] 8.0000-9.0000 sec  7.07 KBytes  57.9 Kbits/sec
[  4] 8.0000-9.0000 sec  11.3 MBytes  95.2 Mbits/sec
[  1] 8.0000-9.0000 sec  9.90 KBytes  81.1 Kbits/sec
[  1] 9.0000-10.0000 sec   585 KBytes  4.80 Mbits/sec
[  2] 9.0000-10.0000 sec  8.00 MBytes  67.1 Mbits/sec
[  5] 9.0000-10.0000 sec  3.11 MBytes  26.1 Mbits/sec
[  2] 0.0000-10.0115 sec  80.1 MBytes  67.1 Mbits/sec
[  4] 9.0000-10.0000 sec  11.4 MBytes  95.4 Mbits/sec
[  3] 9.0000-10.0000 sec  7.53 MBytes  63.2 Mbits/sec
[  4] 10.0000-10.3816 sec  4.35 MBytes  95.5 Mbits/sec
[  4] 0.0000-10.3816 sec  80.5 MBytes  65.0 Mbits/sec
[  1] 10.0000-11.0000 sec   266 KBytes  2.18 Mbits/sec
[  3] 10.0000-11.0000 sec  7.29 MBytes  61.2 Mbits/sec
[  5] 10.0000-11.0000 sec  1.42 MBytes  11.9 Mbits/sec
[  3] 11.0000-11.7549 sec  4.57 MBytes  50.8 Mbits/sec
[  3] 0.0000-11.7549 sec  82.4 MBytes  58.8 Mbits/sec
[  1] 11.0000-12.0000 sec   591 KBytes  4.84 Mbits/sec
[  5] 11.0000-12.0000 sec  3.02 MBytes  25.4 Mbits/sec
[  5] 0.0000-12.0691 sec  25.0 MBytes  17.4 Mbits/sec
[  1] 0.0000-12.1120 sec  3.12 MBytes  2.16 Mbits/sec
